transmission_line_id,circuit_id,province,operating_region,owner,number_of_circuits,current,line_segment_length_km,line_segment_length_mi,line_length_km,line_length_mi,voltage_in_kv,reactance_in_ohm,summer_ampacity,winter_ampacity,summer_rating_in_mva,winter_rating_in_mva,power_factor,smax,summer_capacity_in_mw,winter_capacity_in_mw,starting_node_name,starting_node_code,ending_node_name,ending_node_code,notes,sources
15647,708L,AB,Alberta,Altalink Management Ltd.,1,ac,29.4,18.148,69.4,42.84,138,,,121,148,1,,,109,133,,AB_388S_JCT,,AB_233S_DSS,,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:19, line_segment_length_mi:6, line_length_km:19, line_length_mi:6, voltage:7, reactance:24, smax:None, sum_ampacity:None, win_ampacity:7, sum_rating:7, win_rating:None, power_factor:None, win_capacity:7, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15648,708AL,AB,Alberta,Altalink Management Ltd.,1,ac,16.8,10.37,21.84,13.481,144,,,,,1,3,,154,170,,AB_388S_JCT,,AB_388S_DSS,,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:19, line_segment_length_mi:6, line_length_km:19, line_length_mi:6, voltage:19, reactance:24, smax:None, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:None, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15649,708AL,AB,Alberta,Altalink Management Ltd.,1,ac,1.68,1.037,21.84,13.481,144,,,,,1,3,,154,170,,AB_388S_DSS,,AB_342S_DSS,,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:19, line_segment_length_mi:6, line_length_km:19, line_length_mi:6, voltage:19, reactance:24, smax:None, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:None, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15650,708AL,AB,Alberta,Altalink Management Ltd.,1,ac,1.68,1.037,21.84,13.481,144,,,,,1,3,,154,170,,AB_342S_DSS,,AB_318S_DSS,,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:19, line_segment_length_mi:6, line_length_km:19, line_length_mi:6, voltage:19, reactance:24, smax:None, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:None, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15651,708AL,AB,Alberta,Altalink Management Ltd.,1,ac,1.68,1.037,21.84,13.481,144,,,,,1,3,,154,170,,AB_318S_DSS,,AB_439S_DSS,,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:19, line_segment_length_mi:6, line_length_km:19, line_length_mi:6, voltage:19, reactance:24, smax:None, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:None, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15652,709L,AB,Alberta,Altalink Management Ltd.,1,ac,5,3.086,5,3.086,144,,,,,1,3,,154,170,,AB_54S_DSS,,AB_172S_GSS,,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:19, reactance:24, smax:None, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:None, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15653,710L,AB,Alberta,Altalink Management Ltd.,1,ac,37.8,23.333,37.8,23.333,138,,,86,91,1,,,77,82,,AB_159S_DSS,,AB_56S_DSS,,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:19, line_segment_length_mi:6, line_length_km:19, line_length_mi:6, voltage:7, reactance:24, smax:None, sum_ampacity:None, win_ampacity:7, sum_rating:7, win_rating:None, power_factor:None, win_capacity:7, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15654,711L,AB,Alberta,Altalink Management Ltd.,1,ac,15,9.259,15,9.259,144,,,,,1,3,,154,170,,AB_XINL_JCT,,AB_XINL_DSS,,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:19, line_segment_length_mi:6, line_length_km:19, line_length_mi:6, voltage:19, reactance:24, smax:None, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:None, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15655,712L,AB,Alberta,Altalink Management Ltd.,1,ac,18,11.111,18,11.111,138,,,108,114,1,,,97,103,,AB_99S_DSS,,AB_595S_DSS,,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:19, line_segment_length_mi:6, line_length_km:19, line_length_mi:6, voltage:7, reactance:24, smax:None, sum_ampacity:None, win_ampacity:7, sum_rating:7, win_rating:None, power_factor:None, win_capacity:7, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15656,715L,AB,Alberta,Altalink Management Ltd.,1,ac,15,9.259,15,9.259,138,,,98,132,1,,,88,119,,AB_650S_DSS,,AB_545S_DSS,,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:19, line_segment_length_mi:6, line_length_km:19, line_length_mi:6, voltage:7, reactance:24, smax:None, sum_ampacity:None, win_ampacity:7, sum_rating:7, win_rating:None, power_factor:None, win_capacity:7, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15657,717L,AB,Alberta,Altalink Management Ltd.,1,ac,55,33.951,55,33.951,144,,,,,1,3,,154,170,,AB_17S_DSS,,AB_262S_DSS,,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:19, reactance:24, smax:None, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:None, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15658,718L,AB,Alberta,Altalink Management Ltd.,1,ac,90,55.556,90,55.556,144,,,,,1,3,,153,170,,AB_263S_DSS,,AB_250P_GSS,,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:19, reactance:24, smax:None, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:None, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15659,719L,AB,Alberta,Altalink Management Ltd.,1,ac,15,9.259,42,25.926,144,,,,,1,3,,154,170,,AB_256S_GSS,,AB_575S_DSS,,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:19, line_segment_length_mi:6, line_length_km:19, line_length_mi:6, voltage:19, reactance:24, smax:None, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:None, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15660,719L,AB,Alberta,Altalink Management Ltd.,1,ac,9,5.556,42,25.926,144,,,,,1,3,,154,170,,AB_575S_DSS,,AB_378S_GSS,,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:19, line_segment_length_mi:6, line_length_km:19, line_length_mi:6, voltage:19, reactance:24, smax:None, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:None, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15661,719L,AB,Alberta,Altalink Management Ltd.,1,ac,6,3.704,42,25.926,144,,,,,1,3,,154,170,,AB_378S_GSS,,AB_634S_JCT,,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:19, line_segment_length_mi:6, line_length_km:19, line_length_mi:6, voltage:19, reactance:24, smax:None, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:None, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15662,719L,AB,Alberta,Altalink Management Ltd.,1,ac,3,1.852,42,25.926,144,,,,,1,3,,154,170,,AB_634S_JCT,,AB_581S_JCT,,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:19, line_segment_length_mi:6, line_length_km:19, line_length_mi:6, voltage:19, reactance:24, smax:None, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:None, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15663,719L,AB,Alberta,Altalink Management Ltd.,1,ac,9,5.556,42,25.926,144,,,,,1,3,,154,170,,AB_581S_JCT,,AB_263S_DSS,,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:19, line_segment_length_mi:6, line_length_km:19, line_length_mi:6, voltage:19, reactance:24, smax:None, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:None, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15664,719AL,AB,Alberta,Altalink Management Ltd.,1,ac,15,9.259,15,9.259,144,,,,,1,3,,154,170,,AB_581S_JCT,,AB_581S_DSS,,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:19, line_segment_length_mi:6, line_length_km:19, line_length_mi:6, voltage:19, reactance:24, smax:None, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:None, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15665,719BL,AB,Alberta,Altalink Management Ltd.,1,ac,9,5.556,9,5.556,144,,,,,1,3,,154,170,,AB_634S_JCT,,AB_634S_DSS,,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:19, line_segment_length_mi:6, line_length_km:19, line_length_mi:6, voltage:19, reactance:24, smax:None, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:None, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15666,719CL,AB,Alberta,Altalink Management Ltd.,1,ac,10.8,6.667,10.8,6.667,144,,,,,1,3,,154,170,,AB_575S_DSS,,AB_412S_ISS,,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:19, line_segment_length_mi:6, line_length_km:19, line_length_mi:6, voltage:19, reactance:24, smax:None, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:None, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15667,720L,AB,Alberta,Altalink Management Ltd.,1,ac,18,11.111,18,11.111,144,,,129,157,1,,,116,141,,AB_397S_DSS,,AB_347S_DSS,,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:19, line_segment_length_mi:6, line_length_km:19, line_length_mi:6, voltage:19, reactance:24, smax:None, sum_ampacity:None, win_ampacity:7, sum_rating:7, win_rating:None, power_factor:None, win_capacity:7, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15668,722L,AB,Alberta,Altalink Management Ltd.,1,ac,24.5,15.123,24.5,15.123,144,,,,,1,3,,154,170,,AB_368S_GSS,,AB_107S_DSS,,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:19, line_segment_length_mi:6, line_length_km:19, line_length_mi:6, voltage:19, reactance:24, smax:None, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:None, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15669,723L,AB,Alberta,Altalink Management Ltd.,1,ac,65,40.123,100.12,61.802,138,,,86,91,1,,,77,82,,AB_69S_DSS,,AB_500S_JCT,,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:7, reactance:24, smax:None, sum_ampacity:None, win_ampacity:7, sum_rating:7, win_rating:None, power_factor:None, win_capacity:7, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15670,723L,AB,Alberta,Altalink Management Ltd.,1,ac,20,12.346,100.12,61.802,138,,,86,91,1,,,77,82,,AB_500S_JCT,,AB_438S_GSS,,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:7, reactance:24, smax:None, sum_ampacity:None, win_ampacity:7, sum_rating:7, win_rating:None, power_factor:None, win_capacity:7, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15671,723L,AB,Alberta,Altalink Management Ltd.,1,ac,15.12,9.333,100.12,61.802,138,,,72,72,1,,,65,65,,AB_438S_GSS,,AB_150S_DSS,,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:19, line_segment_length_mi:6, line_length_km:19, line_length_mi:6, voltage:7, reactance:24, smax:None, sum_ampacity:None, win_ampacity:7, sum_rating:7, win_rating:None, power_factor:None, win_capacity:7, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15672,724L,AB,Alberta,Altalink Management Ltd.,1,ac,12.6,7.778,54.6,33.704,144,,,,,1,3,,154,170,,AB_500S_JCT,,AB_1S_JCT,,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:19, line_segment_length_mi:6, line_length_km:19, line_length_mi:6, voltage:19, reactance:24, smax:None, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:None, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15673,724L,AB,Alberta,Altalink Management Ltd.,1,ac,42,25.926,54.6,33.704,144,,,,,1,3,,154,170,,AB_1S_JCT,,AB_500S_DSS,,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:19, line_segment_length_mi:6, line_length_km:19, line_length_mi:6, voltage:19, reactance:24, smax:None, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:None, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15674,725L,AB,Alberta,Altalink Management Ltd.,1,ac,21,12.963,77,47.531,138,,,119,146,1,,,107,131,,AB_15S_GSS,,AB_240S_JCT,,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:19, line_segment_length_mi:6, line_length_km:19, line_length_mi:6, voltage:7, reactance:24, smax:None, sum_ampacity:None, win_ampacity:7, sum_rating:7, win_rating:None, power_factor:None, win_capacity:7, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15675,725L,AB,Alberta,Altalink Management Ltd.,1,ac,28,17.284,77,47.531,138,,,91,128,1,,,82,115,,AB_240S_JCT,,AB_674S_DSS,,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:19, line_segment_length_mi:6, line_length_km:19, line_length_mi:6, voltage:7, reactance:24, smax:None, sum_ampacity:None, win_ampacity:7, sum_rating:7, win_rating:None, power_factor:None, win_capacity:7, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15676,725L,AB,Alberta,Altalink Management Ltd.,1,ac,21,12.963,77,47.531,138,,,122,150,1,,,110,135,,AB_674S_DSS,,AB_618S_JCT,,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:19, line_segment_length_mi:6, line_length_km:19, line_length_mi:6, voltage:7, reactance:24, smax:None, sum_ampacity:None, win_ampacity:7, sum_rating:7, win_rating:None, power_factor:None, win_capacity:7, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15677,725L,AB,Alberta,Altalink Management Ltd.,1,ac,7,4.321,77,47.531,138,,,116,146,1,,,104,131,,AB_618S_JCT,,AB_111S_DSS,,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:19, line_segment_length_mi:6, line_length_km:19, line_length_mi:6, voltage:7, reactance:24, smax:None, sum_ampacity:None, win_ampacity:7, sum_rating:7, win_rating:None, power_factor:None, win_capacity:7, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15678,725AL,AB,Alberta,Altalink Management Ltd.,1,ac,7,4.321,7,4.321,138,,,120,148,1,,,108,133,,AB_618S_JCT,,AB_618S_DSS,,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:19, line_segment_length_mi:6, line_length_km:19, line_length_mi:6, voltage:7, reactance:24, smax:None, sum_ampacity:None, win_ampacity:7, sum_rating:7, win_rating:None, power_factor:None, win_capacity:7, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15679,725BL,AB,Alberta,Altalink Management Ltd.,1,ac,21,12.963,21,12.963,144,,,,,1,3,,154,170,,AB_240S_JCT,,AB_240S_GSS,,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:19, line_segment_length_mi:6, line_length_km:19, line_length_mi:6, voltage:19, reactance:24, smax:None, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:None, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15680,726L,AB,Alberta,Altalink Management Ltd.,1,ac,25,15.432,25,15.432,138,,,169,191,1,,,152,172,,AB_71S_DSS,,AB_37S_DSS,,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:7, reactance:24, smax:None, sum_ampacity:None, win_ampacity:7, sum_rating:7, win_rating:None, power_factor:None, win_capacity:7, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15681,727L,AB,Alberta,Altalink Management Ltd.,1,ac,14,8.642,31.5,19.444,138,,,119,143,1,,,107,129,,AB_65S_DSS,,AB_142S_JCT,,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:19, line_segment_length_mi:6, line_length_km:19, line_length_mi:6, voltage:7, reactance:24, smax:None, sum_ampacity:None, win_ampacity:7, sum_rating:7, win_rating:None, power_factor:None, win_capacity:7, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15682,727L,AB,Alberta,Altalink Management Ltd.,1,ac,17.5,10.802,31.5,19.444,138,,,121,148,1,,,109,133,,AB_142S_JCT,,AB_142S_DSS,,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:19, line_segment_length_mi:6, line_length_km:19, line_length_mi:6, voltage:7, reactance:24, smax:None, sum_ampacity:None, win_ampacity:7, sum_rating:7, win_rating:None, power_factor:None, win_capacity:7, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15683,727AL,AB,Alberta,Altalink Management Ltd.,1,ac,7,4.321,7,4.321,138,,,119,146,1,,,107,131,,AB_142S_JCT,,AB_678S_DSS,,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:19, line_segment_length_mi:6, line_length_km:19, line_length_mi:6, voltage:7, reactance:24, smax:None, sum_ampacity:None, win_ampacity:7, sum_rating:7, win_rating:None, power_factor:None, win_capacity:7, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15684,728L,AB,Alberta,Altalink Management Ltd.,1,ac,30,18.519,60,37.037,138,,,72,72,1,,,65,65,,AB_157S_DSS,,AB_353S_DSS,,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:7, reactance:24, smax:None, sum_ampacity:None, win_ampacity:7, sum_rating:7, win_rating:None, power_factor:None, win_capacity:7, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15685,728L,AB,Alberta,Altalink Management Ltd.,1,ac,30,18.519,60,37.037,138,,,72,72,1,,,65,65,,AB_353S_DSS,,AB_405S_DSS,,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:7, reactance:24, smax:None, sum_ampacity:None, win_ampacity:7, sum_rating:7, win_rating:None, power_factor:None, win_capacity:7, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15686,729L,AB,Alberta,Altalink Management Ltd.,1,ac,24,14.815,84,51.852,138,,,85,90,1,,,77,81,,AB_285S_GSS,,AB_542S_DSS,,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:19, line_segment_length_mi:6, line_length_km:19, line_length_mi:6, voltage:7, reactance:24, smax:None, sum_ampacity:None, win_ampacity:7, sum_rating:7, win_rating:None, power_factor:None, win_capacity:7, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15687,729L,AB,Alberta,Altalink Management Ltd.,1,ac,45,27.778,84,51.852,138,,,85,90,1,,,77,81,,AB_542S_DSS,,AB_6500S_JCT,,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:19, line_segment_length_mi:6, line_length_km:19, line_length_mi:6, voltage:7, reactance:24, smax:None, sum_ampacity:None, win_ampacity:7, sum_rating:7, win_rating:None, power_factor:None, win_capacity:7, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15688,729L,AB,Alberta,Altalink Management Ltd.,1,ac,15,9.259,84,51.852,138,,,98,132,1,,,88,119,,AB_6500S_JCT,,AB_40S_DSS,,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:19, line_segment_length_mi:6, line_length_km:19, line_length_mi:6, voltage:7, reactance:24, smax:None, sum_ampacity:None, win_ampacity:7, sum_rating:7, win_rating:None, power_factor:None, win_capacity:7, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15689,729AL,AB,Alberta,Altalink Management Ltd.,1,ac,6,3.704,6,3.704,144,,,,,1,3,,154,170,,AB_6500S_JCT,,AB_6500S_ISS,,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:19, line_segment_length_mi:6, line_length_km:19, line_length_mi:6, voltage:19, reactance:24, smax:None, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:None, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15690,72CH11,AB,Alberta,EPCOR,1,ac,8.625,5.324,8.625,5.324,72,,,40,40,1,,,36,36,,AB_987S_GSS,,AB_377S_DSS,,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:19, line_segment_length_mi:6, line_length_km:19, line_length_mi:6, voltage:19, reactance:24, smax:None, sum_ampacity:None, win_ampacity:7, sum_rating:7, win_rating:None, power_factor:None, win_capacity:7, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15691,72CH9,AB,Alberta,EPCOR,1,ac,8.625,5.324,8.625,5.324,72,,,40,40,1,,,36,36,,AB_987S_GSS,,AB_377S_DSS,,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:19, line_segment_length_mi:6, line_length_km:19, line_length_mi:6, voltage:19, reactance:24, smax:None, sum_ampacity:None, win_ampacity:7, sum_rating:7, win_rating:None, power_factor:None, win_capacity:7, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15692,72CK12,AB,Alberta,EPCOR,1,ac,6.9,4.259,6.9,4.259,72,,,48,56,1,,,43,50,,AB_987S_GSS,,AB_XKEN_DSS,,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:19, line_segment_length_mi:6, line_length_km:19, line_length_mi:6, voltage:19, reactance:24, smax:None, sum_ampacity:None, win_ampacity:7, sum_rating:7, win_rating:None, power_factor:None, win_capacity:7, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15693,72CK13,AB,Alberta,EPCOR,1,ac,6.9,4.259,6.9,4.259,72,,,48,56,1,,,43,50,,AB_987S_GSS,,AB_XKEN_DSS,,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:19, line_segment_length_mi:6, line_length_km:19, line_length_mi:6, voltage:19, reactance:24, smax:None, sum_ampacity:None, win_ampacity:7, sum_rating:7, win_rating:None, power_factor:None, win_capacity:7, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15694,72CN10,AB,Alberta,EPCOR,1,ac,10.35,6.389,10.35,6.389,69,,,58,58,1,,,52,52,,AB_987S_GSS,,AB_XNAM_DSS,,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:19, line_segment_length_mi:6, line_length_km:19, line_length_mi:6, voltage:7, reactance:24, smax:None, sum_ampacity:None, win_ampacity:7, sum_rating:7, win_rating:None, power_factor:None, win_capacity:7, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15695,72JM18,AB,Alberta,EPCOR,1,ac,5.75,3.549,5.75,3.549,69,,,58,62,1,,,52,56,,AB_805S_DSS,,AB_XMEA_DSS,,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:19, line_segment_length_mi:6, line_length_km:19, line_length_mi:6, voltage:7, reactance:24, smax:None, sum_ampacity:None, win_ampacity:7, sum_rating:7, win_rating:None, power_factor:None, win_capacity:7, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15696,72JW19,AB,Alberta,EPCOR,1,ac,6.9,4.259,6.9,4.259,69,,,58,62,1,,,52,56,,AB_805S_DSS,,AB_XWOO_DSS,,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:19, line_segment_length_mi:6, line_length_km:19, line_length_mi:6, voltage:7, reactance:24, smax:None, sum_ampacity:None, win_ampacity:7, sum_rating:7, win_rating:None, power_factor:None, win_capacity:7, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15697,72LH8,AB,Alberta,EPCOR,1,ac,3.45,2.13,3.45,2.13,72,,,90,124,1,,,81,112,,AB_E803S_DSS,,AB_377S_DSS,,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:19, line_segment_length_mi:6, line_length_km:19, line_length_mi:6, voltage:19, reactance:24, smax:None, sum_ampacity:None, win_ampacity:7, sum_rating:7, win_rating:None, power_factor:None, win_capacity:7, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15698,72LS24,AB,Alberta,EPCOR,1,ac,6.9,4.259,6.9,4.259,72,,,90,124,1,,,81,112,,AB_E803S_DSS,,AB_XSTR_GSS,,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:19, line_segment_length_mi:6, line_length_km:19, line_length_mi:6, voltage:19, reactance:24, smax:None, sum_ampacity:None, win_ampacity:7, sum_rating:7, win_rating:None, power_factor:None, win_capacity:7, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
