name,node_code,node_type,substation_type,owner,province,latitude,longitude,operating_region,sources,notes
Neubois,QC_NBS_DSS,DSS,Distribution Substation,Hydro Québec,QC,46.472914,-71.251104,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Notre-Dame,QC_NDA_TSS,TSS,Terminal Substation,Hydro Québec,QC,45.582542,-73.513476,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Notre-Dame-du-Laus,QC_NDL_DSS,DSS,Distribution Substation,Hydro Québec,QC,46.095928,-75.631945,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Notre-Dame-du-Nord,QC_NDN_DSS,DSS,Distribution Substation,Hydro Québec,QC,47.6058,-79.449049,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Nemiscau,QC_NEM_DSS,DSS,Distribution Substation,Hydro Québec,QC,51.709993,-76.055268,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Neufchâtel,QC_NEU_DSS,DSS,Distribution Substation,Hydro Québec,QC,46.835565,-71.35986,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Nicolet,QC_NIC_TSS,TSS,Terminal Substation,Hydro Québec,QC,46.079876,-72.254997,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Nikamo,QC_NIK_SWS,SWS,Switching Station,Hydro Québec,QC,54.154545,-72.558751,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Niobec,QC_NIO_ISS,ISS,Industrial Customer Substation,Hydro Québec,QC,48.531422,-71.161612,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Normetal,QC_NMT_DSS,DSS,Distribution Substation,Hydro Québec,QC,48.995429,-79.37389,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Napierville,QC_NPR_DSS,DSS,Distribution Substation,Hydro Québec,QC,45.181466,-73.404783,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Normand,QC_NRM_DSS,DSS,Distribution Substation,Hydro Québec,QC,52.774375,-67.332934,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Normandin,QC_NRN_DSS,DSS,Distribution Substation,Hydro Québec,QC,48.844777,-72.51127,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Natashquan,QC_NTS_DSS,DSS,Distribution Substation,Hydro Québec,QC,50.227779,-61.863183,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Obalski,QC_OBL_DSS,DSS,Distribution Substation,Hydro Québec,QC,49.87718,-74.406636,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Ouimet,QC_OMT_DSS,DSS,Distribution Substation,Hydro Québec,QC,46.134447,-74.592562,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Ormstown,QC_ORM_DSS,DSS,Distribution Substation,Hydro Québec,QC,45.152982,-74.02606,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Outardes-2,QC_OT2_GSS,GSS,Generating Substation,Hydro Québec,QC,49.144476,-68.389871,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Outardes-3,QC_OT3_GSS,GSS,Generating Substation,Hydro Québec,QC,49.557292,-68.721667,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Outardes-4,QC_OT4_GSS,GSS,Generating Substation,Hydro Québec,QC,49.703688,-68.903887,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Outardes,QC_OTD_TSS,TSS,Terminal Substation,Hydro Québec,QC,49.727807,-68.697789,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Outaouais,QC_OUT_TSS,TSS,Terminal Substation,Hydro Québec,QC,45.599702,-75.445713,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Port-Alfred,QC_PAF_DSS,DSS,Distribution Substation,Hydro Québec,QC,48.332362,-70.881883,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Papineauville,QC_PAP_DSS,DSS,Distribution Substation,Hydro Québec,QC,45.636198,-75.021974,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Paquin,QC_PAQ_DSS,DSS,Distribution Substation,Hydro Québec,QC,45.822662,-74.051022,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Parisville,QC_PAR_DSS,DSS,Distribution Substation,Hydro Québec,QC,46.517143,-72.060055,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Patriotes,QC_PAT_DSS,DSS,Distribution Substation,Hydro Québec,QC,45.581196,-73.920229,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Paugan,QC_PAU_GSS,GSS,Generating Substation,Hydro Québec,QC,45.807827,-75.937614,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Pierre Boucher,QC_PBO_DSS,DSS,Distribution Substation,Hydro Québec,QC,45.603655,-73.424168,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Percé,QC_PCE_DSS,DSS,Distribution Substation,Hydro Québec,QC,48.534998,-64.345151,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
P.C.I. Chimie Canada Inc,QC_PCI_ISS,ISS,Industrial Customer Substation,Hydro Québec,QC,46.388533,-72.378911,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Port Cartier,QC_PCR_SWS,SWS,Switching Station,Hydro Québec,QC,50.049862,-66.797925,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Périgny,QC_PER_SWS,SWS,Switching Station,Hydro Québec,QC,48.165975,-70.308265,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Plouffe,QC_PLF_DSS,DSS,Distribution Substation,Hydro Québec,QC,45.556703,-73.751117,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Pierre-Le Gardeur,QC_PLG_TSS,TSS,Terminal Substation,Hydro Québec,QC,45.736857,-73.545484,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Plessisville,QC_PLS_DSS,DSS,Distribution Substation,Hydro Québec,QC,46.20688,-71.780895,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Papier Masson Inc,QC_PMI_ISS,ISS,Industrial Customer Substation,Hydro Québec,QC,45.540219,-75.423235,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Palmarolle,QC_PML_DSS,DSS,Distribution Substation,Hydro Québec,QC,48.747616,-79.202739,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Pétremont Inc,QC_PMT_ISS,ISS,Industrial Customer Substation,Hydro Québec,QC,45.694295,-73.42686,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Pandora,QC_PND_DSS,DSS,Distribution Substation,Hydro Québec,QC,48.224522,-78.300348,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Pointe-Noire,QC_PNE_ISS,ISS,Industrial Customer Substation,Hydro Québec,QC,50.15626,-66.492372,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Poirier,QC_POI_DSS,DSS,Distribution Substation,Hydro Québec,QC,49.430904,-78.115331,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
PPG Canada Inc,QC_PPG_ISS,ISS,Industrial Customer Substation,Hydro Québec,QC,45.310598,-73.887115,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Péribonka,QC_PRB_GSS,GSS,Generating Substation,Hydro Québec,QC,49.510826,-71.179288,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Première Chute,QC_PRC_GSS,GSS,Generating Substation,Hydro Québec,QC,47.602426,-79.451168,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Parent,QC_PRT_DSS,DSS,Distribution Substation,Hydro Québec,QC,47.919178,-74.60058,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Praxair Canada Contrecoeur,QC_PRX_ISS,ISS,Industrial Customer Substation,Hydro Québec,QC,45.825435,-73.265705,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Papiers-Scott Inc,QC_PSI_ISS,ISS,Industrial Customer Substation,Hydro Québec,QC,45.964468,-73.467394,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Paspébiac,QC_PSP_DSS,DSS,Distribution Substation,Hydro Québec,QC,48.039602,-65.292165,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Pentecôte,QC_PTC_DSS,DSS,Distribution Substation,Hydro Québec,QC,49.730647,-67.174508,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Petite-Nation,QC_PTN_TSS,TSS,Terminal Substation,Hydro Québec,QC,45.654819,-75.03097,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Provost,QC_PVT_DSS,DSS,Distribution Substation,Hydro Québec,QC,46.595882,-73.834955,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Québec,QC_QBC_TSS,TSS,Terminal Substation,Hydro Québec,QC,46.831007,-71.264079,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Qit-Fer-et-Titane,QC_QFT_ISS,ISS,Industrial Customer Substation,Hydro Québec,QC,46.04274,-73.138399,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Queen,QC_QUN_ISS,ISS,Industrial Customer Substation,Hydro Québec,QC,52.567456,-67.432979,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Quyon,QC_QUY_TSS,TSS,Terminal Substation,Hydro Québec,QC,45.544123,-76.198305,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Quevillon,QC_QVN_DSS,DSS,Distribution Substation,Hydro Québec,QC,49.006106,-76.952881,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Radisson,QC_RAD_TSS,TSS,Terminal Substation,Hydro Québec,QC,53.726127,-77.740133,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Ramezay,QC_RAM_DSS,DSS,Distribution Substation,Hydro Québec,QC,46.150351,-73.426459,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Roberval,QC_RBV_DSS,DSS,Distribution Substation,Hydro Québec,QC,48.506847,-72.257858,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Richelieu,QC_RCH_DSS,DSS,Distribution Substation,Hydro Québec,QC,45.31376,-73.277584,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Rockfield,QC_RCK_DSS,DSS,Distribution Substation,Hydro Québec,QC,45.439117,-73.656729,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Rivière-du-Loup,QC_RDL_TSS,TSS,Terminal Substation,Hydro Québec,QC,47.79318,-69.458039,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Rivière-du-Moulin,QC_RDM_GSS,GSS,Generating Substation,Hydro Québec,QC,47.969593,-71.09576,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Reed,QC_REE_DSS,DSS,Distribution Substation,Hydro Québec,QC,45.523583,-73.712499,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Rigaud,QC_RIG_DSS,DSS,Distribution Substation,Hydro Québec,QC,45.474638,-74.315923,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Rimouski,QC_RIM_TSS,TSS,Terminal Substation,Hydro Québec,QC,48.407908,-68.543069,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Rolls-Royce,QC_RLR_ISS,ISS,Industrial Customer Substation,Hydro Québec,QC,45.468578,-73.576852,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Romaine-1,QC_RM1_GSS,GSS,Generating Substation,Hydro Québec,QC,50.390086,-63.261489,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Romaine-2,QC_RM2_GSS,GSS,Generating Substation,Hydro Québec,QC,50.61578,-63.176289,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Romaine-3,QC_RM3_GSS,GSS,Generating Substation,Hydro Québec,QC,51.113405,-63.402875,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Romaine-4,QC_RM4_GSS,GSS,Generating Substation,Hydro Québec,QC,51.349728,-63.49826,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Renaud,QC_RND_DSS,DSS,Distribution Substation,Hydro Québec,QC,45.575774,-73.724111,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Reneault,QC_RNT_DSS,DSS,Distribution Substation,Hydro Québec,QC,48.470353,-79.037609,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Rob,QC_ROB_ISS,ISS,Industrial Customer Substation,Hydro Québec,QC,52.585837,-67.432232,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Rolland,QC_ROL_DSS,DSS,Distribution Substation,Hydro Québec,QC,45.756788,-74.006141,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Rapide-2,QC_RP2_GSS,GSS,Generating Substation,Hydro Québec,QC,47.933491,-78.57654,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Rapide-7,QC_RP7_GSS,GSS,Generating Substation,Hydro Québec,QC,47.768753,-78.311947,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Rapide-Blanc,QC_RPB_TSS,TSS,Terminal Substation,Hydro Québec,QC,47.796284,-72.973162,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
Rapide-des-Coeurs,QC_RPC_GSS,GSS,Generating Substation,Hydro Québec,QC,47.787815,-73.37374,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",
