name,node_code,node_type,substation_type,owner,province,latitude,longitude,operating_region,sources,notes
Thomaston Corner SS 6193,NB_6193_DSS,DSS,Distribution Substation,NB Power,NB,45.656661,-67.131509,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Millville SS  6194,NB_6194_DSS,DSS,Distribution Substation,NB Power,NB,46.092538,-67.220441,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Coal Creek SS 6195,NB_6195_DSS,DSS,Distribution Substation,NB Power,NB,46.105261,-65.883404,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Connell St. SS 6199,NB_6199_DSS,DSS,Distribution Substation,NB Power,NB,46.158603,-67.587693,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Springfield SS 6200,NB_6200_DSS,DSS,Distribution Substation,NB Power,NB,45.661763,-65.787744,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Canaan Forks SS 6202,NB_6202_DSS,DSS,Distribution Substation,NB Power,NB,46.057138,-65.538315,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Sussex W. SS 6203,NB_6203_DSS,DSS,Distribution Substation,NB Power,NB,45.724024,-65.524746,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Loch Lomond SS 6204,NB_6204_DSS,DSS,Distribution Substation,NB Power,NB,45.339944,-65.875325,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Lepreau SS 6205,NB_6205_DSS,DSS,Distribution Substation,NB Power,NB,45.166002,-66.478918,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Pennfield Ridge SS 6206,NB_6206_DSS,DSS,Distribution Substation,NB Power,NB,45.107912,-66.740609,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Mill Lane SS 6207,NB_6207_DSS,DSS,Distribution Substation,NB Power,NB,45.58836,-67.315579,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Blacks Harbour North SS 6209,NB_6209_DSS,DSS,Distribution Substation,NB Power,NB,45.049266,-66.793812,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Harvey SS 6211,NB_6211_DSS,DSS,Distribution Substation,NB Power,NB,45.708333,-67.027164,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Bayside SS 6222,NB_6222_ISS,ISS,Industrial Customer Substation,NB Power,NB,45.157394,-67.132527,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
St. Stephen SS 6223,NB_6223_DSS,DSS,Distribution Substation,NB Power,NB,45.199279,-67.283912,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
McAdam SS 6225,NB_6225_DSS,DSS,Distribution Substation,NB Power,NB,45.589503,-67.317855,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Fairvale SS 6226,NB_6226_DSS,DSS,Distribution Substation,NB Power,NB,45.393562,-65.973104,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Rothesay SS 6267,NB_6267_DSS,DSS,Distribution Substation,NB Power,NB,45.393562,-65.973104,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Hampton 69 SS 6268,NB_6268_DSS,DSS,Distribution Substation,NB Power,NB,45.513334,-65.829674,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Deer Island SS 6293,NB_6293_DSS,DSS,Distribution Substation,NB Power,NB,44.980693,-66.973612,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
St. Andrews SS 6296,NB_6296_DSS,DSS,Distribution Substation,NB Power,NB,45.08613,-67.066065,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Sussex North SS 6297,NB_6297_DSS,DSS,Distribution Substation,NB Power,NB,45.733424,-65.502686,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Westfield SS 6298,NB_6298_DSS,DSS,Distribution Substation,NB Power,NB,45.359048,-66.240879,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Kedgwick SS 6301,NB_6301_DSS,DSS,Distribution Substation,NB Power,NB,47.653333,-67.342906,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Edmundston East SS 6302,NB_6302_DSS,DSS,Distribution Substation,NB Power,NB,47.387528,-68.338357,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Grand Falls East SS 6303,NB_6303_DSS,DSS,Distribution Substation,NB Power,NB,47.050458,-67.715677,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Baker Brook SS 6304,NB_6304_DSS,DSS,Distribution Substation,NB Power,NB,47.303013,-68.485588,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Clair SS 6311,NB_6311_DSS,DSS,Distribution Substation,NB Power,NB,47.25756,-68.61008,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Grand Falls North SS 6333,NB_6333_DSS,DSS,Distribution Substation,NB Power,NB,47.061641,-67.759067,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
St. Quentin SS 6337,NB_6337_DSS,DSS,Distribution Substation,NB Power,NB,47.513498,-67.401212,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
New Denmark SS 6390,NB_6390_DSS,DSS,Distribution Substation,NB Power,NB,47.000092,-67.611431,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Beechwood SS 6391,NB_6391_DSS,DSS,Distribution Substation,NB Power,NB,46.543183,-67.666616,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Plaster Rock SS 6394,NB_6394_DSS,DSS,Distribution Substation,NB Power,NB,46.921305,-67.39894,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Grand Falls South SS 6395,NB_6395_DSS,DSS,Distribution Substation,NB Power,NB,47.035834,-67.740926,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
St. Basile SS 6396,NB_6396_DSS,DSS,Distribution Substation,NB Power,NB,47.35918,-68.220728,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Edmundston North SS 6397,NB_6397_DSS,DSS,Distribution Substation,NB Power,NB,47.393195,-68.353584,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Caraquet SS 6401,NB_6401_DSS,DSS,Distribution Substation,NB Power,NB,47.788581,-64.93526,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Nepisiguit Falls SS 6404,NB_6404_DSS,DSS,Distribution Substation,NB Power,NB,47.405527,-65.791822,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Sheila SS 6405,NB_6405_DSS,DSS,Distribution Substation,NB Power,NB,47.488413,-64.923265,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Neguac SS 6406,NB_6406_DSS,DSS,Distribution Substation,NB Power,NB,47.249011,-65.103983,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Atholville SS 6401,NB_6407_DSS,DSS,Distribution Substation,NB Power,NB,47.987866,-66.728365,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Sugar Loaf SS 6408,NB_6408_DSS,DSS,Distribution Substation,NB Power,NB,47.992102,-66.66629,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Sweeny Lane SS 6409,NB_6409_DSS,DSS,Distribution Substation,NB Power,NB,46.99495,-65.579027,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Bay du Vin SS 6410,NB_6410_DSS,DSS,Distribution Substation,NB Power,NB,47.037287,-65.154209,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Rogersville SS 6411,NB_6411_DSS,DSS,Distribution Substation,NB Power,NB,46.743391,-65.410818,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Gordon Road SS 6412,NB_6412_DSS,DSS,Distribution Substation,NB Power,NB,47.021617,-65.461374,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Jacquet River SS 6413,NB_6413_DSS,DSS,Distribution Substation,NB Power,NB,47.916698,-65.978728,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Hacheyville SS 6415,NB_6415_DSS,DSS,Distribution Substation,NB Power,NB,47.530678,-65.074374,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Beresford SS 6416,NB_6416_DSS,DSS,Distribution Substation,NB Power,NB,47.719483,-65.710081,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Lameque SS 6417,NB_6417_DSS,DSS,Distribution Substation,NB Power,NB,47.835848,-64.61391,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
West Bathurst SS 6418,NB_6418_DSS,DSS,Distribution Substation,NB Power,NB,47.628459,-65.676837,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Doaktown SS 6419,NB_6419_DSS,DSS,Distribution Substation,NB Power,NB,46.549606,-66.117557,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Allardville SS 6420,NB_6420_DSS,DSS,Distribution Substation,NB Power,NB,47.474671,-65.496119,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Bertrand SS 6421,NB_6421_DSS,DSS,Distribution Substation,NB Power,NB,47.74944,-65.069978,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Christopher Brook SS 6422,NB_6422_DSS,DSS,Distribution Substation,NB Power,NB,47.941994,-66.784108,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Red Bank SS 6424,NB_6424_DSS,DSS,Distribution Substation,NB Power,NB,46.96395,-65.745757,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Six Roads SS 6425,NB_6425_DSS,DSS,Distribution Substation,NB Power,NB,47.613921,-64.892105,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Campbellton SS 6426,NB_6426_DSS,DSS,Distribution Substation,NB Power,NB,47.999756,-66.682999,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Baie Ste. Anne SS 6429,NB_6429_DSS,DSS,Distribution Substation,NB Power,NB,47.041068,-64.977237,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Charlo SS 6430,NB_6430_DSS,DSS,Distribution Substation,NB Power,NB,47.978673,-66.287313,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Stone Con. Sawmill SS 6431,NB_6431_ISS,ISS,Industrial Customer Substation,NB Power,NB,47.474013,-65.761563,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Bathurst TS/SS 6432,NB_6432_DSS,DSS,Distribution Substation,NB Power,NB,47.592024,-65.612787,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
St. Leolin SS 6435,NB_6435_DSS,DSS,Distribution Substation,NB Power,NB,47.763145,-65.197398,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Tracadie SS 6436,NB_6436_DSS,DSS,Distribution Substation,NB Power,NB,47.513559,-64.934248,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Lower Caraquet SS 6437,NB_6437_DSS,DSS,Distribution Substation,NB Power,NB,47.793637,-64.826638,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Tetagouche SS 6438,NB_6438_DSS,DSS,Distribution Substation,NB Power,NB,47.648844,-65.728943,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Belledune SS 6439,NB_6439_DSS,DSS,Distribution Substation,NB Power,NB,47.898557,-65.866373,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
East Chatham SS 6440,NB_6440_DSS,DSS,Distribution Substation,NB Power,NB,47.039287,-65.449752,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Howard SS 6441,NB_6441_DSS,DSS,Distribution Substation,NB Power,NB,46.721397,-65.828945,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Nelson SS 6442,NB_6442_DSS,DSS,Distribution Substation,NB Power,NB,46.996622,-65.547563,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Newcastle Town SS 6443,NB_6443_DSS,DSS,Distribution Substation,NB Power,NB,46.993479,-65.571957,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
South Bathurst SS 6449,NB_6449_DSS,DSS,Distribution Substation,NB Power,NB,47.604901,-65.645751,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Shippigan SS 6490,NB_6490_DSS,DSS,Distribution Substation,NB Power,NB,47.742831,-64.716953,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Petit Rocher SS 6491,NB_6491_DSS,DSS,Distribution Substation,NB Power,NB,47.808295,-65.806284,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Dalhousie SS 6492,NB_6492_DSS,DSS,Distribution Substation,NB Power,NB,48.053949,-66.370771,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Darlington SS 6498,NB_6498_DSS,DSS,Distribution Substation,NB Power,NB,48.043842,-66.397808,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Chartersville SS 6502,NB_6502_DSS,DSS,Distribution Substation,NB Power,NB,46.097753,-64.804646,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Commercial St SS 6503,NB_6503_DSS,DSS,Distribution Substation,NB Power,NB,46.110086,-64.818027,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Harcourt SS 6504,NB_6504_DSS,DSS,Distribution Substation,NB Power,NB,46.477083,-65.228111,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
St. Mary's SS 6505,NB_6505_DSS,DSS,Distribution Substation,NB Power,NB,46.411975,-64.856756,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Cape Pele SS 6506,NB_6506_DSS,DSS,Distribution Substation,NB Power,NB,46.208344,-64.271147,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Baig Blvd SS 6507,NB_6507_DSS,DSS,Distribution Substation,NB Power,NB,46.075554,-64.822672,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
West Buctouche SS 6508,NB_6508_DSS,DSS,Distribution Substation,NB Power,NB,46.468538,-64.737004,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Lutz Mtn. SS 6510,NB_6510_DSS,DSS,Distribution Substation,NB Power,NB,46.129108,-64.886121,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Sackville SS 6511,NB_6511_DSS,DSS,Distribution Substation,NB Power,NB,45.904112,-64.381597,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Shediac SS 6513,NB_6513_DSS,DSS,Distribution Substation,NB Power,NB,46.223465,-64.482881,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Hardy Road SS 6514,NB_6514_DSS,DSS,Distribution Substation,NB Power,NB,46.086042,-64.02708,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Albert SS 6515,NB_6515_DSS,DSS,Distribution Substation,NB Power,NB,45.731438,-64.758531,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Aulac SS 6516,NB_6516_DSS,DSS,Distribution Substation,NB Power,NB,45.871612,-64.268245,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Turtle Creek SS 6517,NB_6517_DSS,DSS,Distribution Substation,NB Power,NB,46.023374,-64.868175,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Riverview SS 6518,NB_6518_DSS,DSS,Distribution Substation,NB Power,NB,46.048996,-64.813058,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Havelock SS 6519,NB_6519_DSS,DSS,Distribution Substation,NB Power,NB,46.003885,-65.326318,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Allison SS 6520,NB_6520_DSS,DSS,Distribution Substation,NB Power,NB,46.056388,-64.881522,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Cocagne SS 6521,NB_6521_DSS,DSS,Distribution Substation,NB Power,NB,46.330613,-64.671475,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Caledonia Park SS 6522,NB_6522_DSS,DSS,Distribution Substation,NB Power,NB,46.134448,-64.754935,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Gondola Point SS  6524,NB_6524_DSS,DSS,Distribution Substation,NB Power,NB,45.446342,-65.963017,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Ryan Rd SS 6525,NB_6525_DSS,DSS,Distribution Substation,NB Power,NB,46.110243,-64.848708,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
College Bridge SS 6526,NB_6526_DSS,DSS,Distribution Substation,NB Power,NB,45.977185,-64.539847,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Gayton SS 6527,NB_6527_DSS,DSS,Distribution Substation,NB Power,NB,46.055498,-64.58214,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Grand Bay SS 6528,NB_6528_DSS,DSS,Distribution Substation,NB Power,NB,45.299464,-66.196611,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Shediac Wst SS 6529,NB_6529_DSS,DSS,Distribution Substation,NB Power,NB,46.210007,-64.532468,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Dieppe Industrial SS 6530,NB_6530_DSS,DSS,Distribution Substation,NB Power,NB,46.105702,-64.722539,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Gunningsville SS 6531,NB_6531_DSS,DSS,Distribution Substation,NB Power,NB,46.062825,-64.76576,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
St. Louis SS 6532,NB_6532_DSS,DSS,Distribution Substation,NB Power,NB,46.729839,-64.979408,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Richibucto SS 6533,NB_6533_DSS,DSS,Distribution Substation,NB Power,NB,46.679057,-64.882722,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Hampton 138 SS 6534 ,NB_6534_DSS,DSS,Distribution Substation,NB Power,NB,45.513334,-65.829674,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Rexton SS 6535,NB_6535_DSS,DSS,Distribution Substation,NB Power,NB,46.633738,-64.874834,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Coles Island SS 6536,NB_6536_DSS,DSS,Distribution Substation,NB Power,NB,45.932442,-65.794087,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Sussex Corner SS 6537,NB_6537_DSS,DSS,Distribution Substation,NB Power,NB,45.713708,-65.470295,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Weldon SS  6538,NB_6538_DSS,DSS,Distribution Substation,NB Power,NB,45.944397,-64.71401,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Dorchester Cape SS 6539,NB_6539_DSS,DSS,Distribution Substation,NB Power,NB,45.865181,-64.537303,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Scoudouc Ind. SS 6540,NB_6540_ISS,ISS,Industrial Customer Substation,NB Power,NB,46.176444,-64.588182,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
CBC Sackville SS 6541,NB_6541_DSS,DSS,Distribution Substation,NB Power,NB,45.889632,-64.35458,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",Location approximate
Church St. SS 6543,NB_6543_DSS,DSS,Distribution Substation,NB Power,NB,46.100025,-64.777963,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Clairville SS 6544,NB_6544_DSS,DSS,Distribution Substation,NB Power,NB,46.359335,-65.12873,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Lakeside SS 6545,NB_6545_DSS,DSS,Distribution Substation,NB Power,NB,46.153861,-64.674816,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
St. George St SS 6553,NB_6553_DSS,DSS,Distribution Substation,NB Power,NB,46.088258,-64.79665,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Wilber St SS 6555,NB_6555_DSS,DSS,Distribution Substation,NB Power,NB,46.097678,-64.804755,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Salisbury SS 6556,NB_6556_DSS,DSS,Distribution Substation,NB Power,NB,46.007771,-65.028891,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Petitcodiac SS 6558,NB_6558_DSS,DSS,Distribution Substation,NB Power,NB,45.925196,-65.150335,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Scoudouc SS 6595,NB_6595_DSS,DSS,Distribution Substation,NB Power,NB,46.157645,-64.563289,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Drummond St SS 6596,NB_6596_DSS,DSS,Distribution Substation,NB Power,NB,46.111046,-64.753841,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Hillsborough SS 6599,NB_6599_DSS,DSS,Distribution Substation,NB Power,NB,45.921632,-64.645636,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Allardville SWS,NB_ALDV_SWS,SWS,Switching Station,NB Power,NB,47.473633,-65.495492,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Bayside GS,NB_BAYS_GSS,GSS,Generating Substation,NB Power,NB,45.275824,-66.028617,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Beechwood GS,NB_BCWD_GSS,GSS,Generating Substation,NB Power,NB,46.542822,-67.668709,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Belledune GS,NB_BELL_GSS,GSS,Generating Substation,NB Power,NB,47.890294,-65.872704,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Belledune TS,NB_BELL_TSS,TSS,Terminal Substation,NB Power,NB,47.884243,-65.928481,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Brown Rd. SWS,NB_BRWN_SWS,SWS,Switching Station,NB Power,NB,46.989373,-65.531075,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Coleson Cove GS,NB_CLCV_GSS,GSS,Generating Substation,NB Power,NB,45.154027,-66.201932,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Cranston TS,NB_CRAN_TSS,TSS,Terminal Substation,NB Power,NB,45.285832,-66.073342,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Caribou GS,NB_CRBO_GSS,GSS,Generating Substation,NB Power,NB,47.507138,-66.413513,New Brunswick,"name:233, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Caraquet TS,NB_CRQT_TSS,TSS,Terminal Substation,NB Power,NB,47.745896,-64.911527,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Edmundston TS,NB_EDMN_TSS,TSS,Terminal Substation,NB Power,NB,47.411706,-68.24524,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Eel River TS,NB_EELR_TSS,TSS,Terminal Substation,NB Power,NB,48.016112,-66.443728,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Grand Manan GS,NB_GMAN_GSS,GSS,Generating Substation,NB Power,NB,44.722394,-66.823886,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Grandview GS,NB_GRDV_GSS,GSS,Generating Substation,NB Power,NB,45.2842,-66.009444,New Brunswick,"name:7, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Grand Falls GS,NB_GRFS_GSS,GSS,Generating Substation,NB Power,NB,47.042932,-67.736866,New Brunswick,"name:232, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
