id,source,year,name,link,publication,region,notes
241,Newfoundland and Labrador Hydro,2014.0,Newfoundland and Labrador Hydro GT Inspection Assessment,http://www.pub.nl.ca/applications/nlh2014capital/NLHCBSUPP2014/100MWTurbine/files/rfi/GT-DD-NLH-002.pdf,,Newfoundland and Labrador,
242,Newfoundland and Labrador Hydro,2016.0,Island Interconnection System Supply Issues and Power Outages. PUB-NLH-324,http://www.pub.nf.ca/applications/IslandInterconnectedSystem/ResponsestoRFIs.htm,,Newfoundland and Labrador,
243,Nalcor Energy,2011.0,Nalcor's Submission to the Board of Commissioners of Public Utilities with respect to the Reference from the Lieutenant-Governor in Council on the Muskrat Falls Project,https://nalcorenergy.com/wp-content/uploads/2016/12/Final_Submission_to_PUB_for_Muskrat_Falls_Review_2011_11_10_all_Volumes3.pdf,,Newfoundland and Labrador,
244,Newfoundland Power,2014.0,Investigation and Hearing into Supply Issues and Power Outages on the Island Interconnected System Responses to Information Requests PUB-NP-274,http://www.pub.nf.ca/applications/IslandInterconnectedSystem/ResponsestoRFIs.htm,,Newfoundland and Labrador,
245,Newfoundland Power,2014.0,Investigation and Hearing into Supply Issues and Power Outages on the Island Interconnected System Responses to Information Requests PUB-NP-177,http://www.pub.nf.ca/applications/IslandInterconnectedSystem/ResponsestoRFIs.htm,,Newfoundland and Labrador,
246,Newfoundland Power,2014.0,Investigation and Hearing into Supply Issues and Power Outages on the Island Interconnected System Responses to Information Requests PUB-NP-275,http://www.pub.nf.ca/applications/IslandInterconnectedSystem/ResponsestoRFIs.htm,,Newfoundland and Labrador,
247,Newfoundland and Labrador Hydro,2014.0,Investigation and Hearing into Supply Issues and Power Outages on the Island Interconnected System Responses to Information Requests PUB-NLH-148,http://www.pub.nf.ca/applications/IslandInterconnectedSystem/ResponsestoRFIs.htm,,Newfoundland and Labrador,
248,Nalcor Energy,2019.0,Operations,https://nlhydro.com/operations/,,Newfoundland and Labrador,
249,Nalcor Energy,2009.0,Lower Churchill Hydroelectric Generation Project Environmental Impact Statement,https://ceaa.gc.ca/052/details-eng.cfm?pid=26178,,Newfoundland and Labrador,
250,Newfoundland Power,2019.0,Response to IR PUB-NP-037. Rate Mitigation Options and Impacts Reference,http://www.pub.nf.ca/2018ratemitigation/responses/PUB-NP-037.PDF,,Newfoundland and Labrador,
251,Power Advisory LLC,2015.0,Review of Newfoundland and Labrador Electricity System,https://www.nr.gov.nl.ca/nr/publications/energy/review_of_nl_electricty_system.pdf,,Newfoundland and Labrador,
252,Nova Scotia Power Inc.,2019.0,Nova Scotia Power Final Pre-IRP Report,https://irp.nspower.ca/documents/pre-irp-deliverables/,,Newfoundland and Labrador,
253,Nalcor Energy,2019.0,Reference to Board on Rate Mitigation Options and Impacts. Nalcor Response to Information Request PUB-Nalcor-057 Attachment 1 Load Forecasts,http://www.pub.nf.ca/2018ratemitigation/responses.php,,Newfoundland and Labrador,
254,Newfoundland and Labrador Hydro,2019.0,Reliability and Resource Adequacy Study,https://nalcorenergy.com/wp-content/uploads/2019/01/R-Final-Response-PB-947-2018-with-Appendix-1-Reliability-and-Supply-Adequacy-Study-2018-11-16-Low-1.pdf,,Newfoundland and Labrador,
255,Newfoundland Power,2019.0,2019 Capital Budget Application,http://www.pub.nf.ca/applications/NP2019Capital/applications/NP%20-%202019%20Capital%20Budget%20Application%20-%202018-07-13.PDF,,Newfoundland and Labrador,
256,Newfoundland Power,2019.0,2019/2020 General Rate Application. Volume 2: Supporting Materials,http://www.pub.nf.ca/applications/NP2019GRA/index.htm,,Newfoundland and Labrador,
257,Newfoundland Power,2005.0,2006 Capital Budget Application Electrical System Handbook,http://www.pub.nf.ca/np2006cap/files/applic/NP2006ApplicationHandbook.pdf,,Newfoundland and Labrador,
258,Churchill Fall (Labrador) Corporation,1991.0,An Energy Giant: The Churchill Falls Power Development,https://www.muskratfallsinquiry.ca/files/P-00017.pdf,,Newfoundland and Labrador,
259,Nova Scotia Power Inc.,2017.0,2017 Annual Capital Expenditure Plan (NSUARB M07745) NSPI Responses to SBA Information Requests,https://uarb.novascotia.ca/fmi/webd/UARB15,,Nova Scotia,
260,Nova Scotia Power Inc.,2016.0,2016 Annual Capital Expenditure Plan (NSUARB P-128.16/M07176) IR Responses N-4,https://uarb.novascotia.ca/fmi/webd/UARB15 [ Search M07176],,Nova Scotia,
261,Nova Scotia Power Inc.,2018.0,Hydro Asset Study,https://uarb.novascotia.ca/fmi/webd/UARB15 [Search M08984],,Nova Scotia,
262,Nova Scotia Power Inc.,2016.0,2016 ACE Plan IR Responses Exhibits N-5. I.R. 14 Attachment,https://uarb.novascotia.ca/fmi/webd/UARB15 [Search M07176],,Nova Scotia,
263,Hatch,2008.0,Nova Scotia Wind Integration Study for Nova Scotia Department of Energy,https://energy.novascotia.ca/sites/default/files/NS-Wind-Integration-Study-FINAL.pdf,,Nova Scotia,
264,GE Energy Consulting,2013.0,Nova Scotia Renewable Energy Integration Study,https://www.nspower.ca/docs/default-source/pdf-to-upload/2013coss_ca_dr-14_supplemental_reisfinalreport_redacted.pdf?sfvrsn=8e797640_0,,Nova Scotia,
265,Nova Scotia Power Inc.,2014.0,2014 ACE Plan IR Responses to NSUARB (M05998) I.R.#19,https://uarb.novascotia.ca/fmi/webd/UARB15 [Search M05998],,Nova Scotia,
266,Nova Scotia Power Inc.,2020.0,2020 ACE NSPI Responses to NSUARB Information Requests,https://uarb.novascotia.ca/fmi/webd/UARB15 [Search M09499],,,
267,Nova Scotia Power Inc.,2015.0,2015 ACE NSPI Responses to SBA Information Requests,https://uarb.novascotia.ca/fmi/webd/UARB15 [Search M06514],,,
268,Nova Scotia Power Inc.,2019.0,How We Make Electricity,https://www.nspower.ca/en/home/about-us/how-we-make-electricity/default.aspx,,Nova Scotia,
269,Nova Scotia Power Inc.,2019.0,Hydro Station Map,https://www.nspower.ca/en/home/about-us/how-we-make-electricity/renewable-electricity/hydro-station-map.aspx,,Nova Scotia,
270,Nova Scotia Power Inc.,2019.0,Wind Farm Directory,https://www.nspower.ca/en/home/about-us/how-we-make-electricity/renewable-electricity/wind-farm-directory.aspx,,Nova Scotia,
271,Nova Scotia Power Inc.,2019.0,Wind Power Map,https://www.nspower.ca/en/home/about-us/how-we-make-electricity/renewable-electricity/wind-farm-map.aspx,,Nova Scotia,
272,Nova Scotia Power Inc.,2019.0,Nova Scotia Power Final Pre-IRP Report,https://irp.nspower.ca/documents/pre-irp-deliverables/,,Nova Scotia,
273,Nova Scotia Power Inc.,2018.0,10-Year System Outlook [2018 to 2020],http://oasis.nspower.ca/en/home/oasis/forecasts-and-assessments.aspx,,Nova Scotia,
274,Nova Scotia Power Inc.,2018.0,2019 Load Forecast Report,https://uarb.novascotia.ca/fmi/webd/UARB15 [Search M09191],,Nova Scotia,
275,Nova Scotia Power Inc.,2019.0,2019 System Average Transmission Loss Factor,http://oasis.nspower.ca/en/home/oasis/system-reports-and-messages/default.aspx,,Nova Scotia,
276,Nova Scotia Power Inc.,2020.0,Annual Capital Expenditure Plan [2010 through 2020],https://nsuarb.novascotia.ca/mandates/electricity/nova-scotia-power-capital-expenditures,,Nova Scotia,
277,Nova Scotia Power Maritime Link,2013.0,Maritime Link Project. Responses to Canadian Wind Energy Association Information Requests,https://uarb.novascotia.ca/fmi/webd/UARB15 [NSUARB ML-2013-01],,Nova Scotia,
278,Nova Scotia Power Inc.,2016.0,2016 ACE Plan IR Responses Exhibits N-4,https://uarb.novascotia.ca/fmi/webd/UARB15 [Search M07176],,Nova Scotia,
279,Minas Energy,2019.0,Ellerhouse Wind Farm,https://www.minasenergy.com/ellershouse-wind-farm,,Nova Scotia,
280,https://www.minasenergy.com/st-croix-hydro,,,,,,
281,Hydro One Networks Inc.,2019.0,List of Transmission Lines by Functional Category,http://www.rds.oeb.ca/HPECMWebDrawer/Record?q=casenumber:EB-2019-0082&sortBy=recRegisteredOn-&pageSize=400#form1,"EB-2019-0082, Exhibit I1, Tab 2, Schedule 1",Ontario,
282,Hydro One Networks Inc.,2020.0,Hydro One List of Station Capacity,https://www.hydroone.com/businessservices_/generators_/Documents/honi_lsc.pdf,,Ontario,
283,IESO,2020.0,Annual Planning Outlook: A view of Ontario's electricity system needs [including data tables],http://www.ieso.ca/en/Sector-Participants/Planning-and-Forecasting/Annual-Planning-Outlook,,Ontario,
284,IESO,2019.0,Conservation and Demand Management Cost-Effectiveness Tool User Guide - Tool V7,https://www.ieso.ca/en/Sector-Participants/Energy-Efficiency/Evaluation-Measurement-and-Verification,,Ontario,
285,IESO,2019.0,"IESO Active Contracted Generation List (June 30, 2019). ",http://www.ieso.ca/-/media/Files/IESO/Document-Library/power-data/supply/IESO-Active-Contracted-Generation-List.xlsx?la=en,,Ontario,
286,OPG,2019.0,Generating power with purpose.,https://www.opg.com/powering-ontario/our-generation/,,Ontario,
287,Natural Resources Canada,2019.0,The Atlas of Canada - Clean Energy Resources and Projects (CERP),https://atlas.gc.ca/cerp-rpep/en/,,Ontario,
288,IESO,2019.0,Generator Output and Capability Report,http://reports.ieso.ca/public/GenOutputCapability/,,Ontario,
289,Hatch,2013.0,Northern Hydro Assessment Waterpower Potential in the Far North of Ontario. ,https://owa.ca/wp-content/uploads/2017/01/NorthernHydroFinal-Executive-Summary.pdf,Commissioned by the Ontario Waterpower Association,Ontario,
290,IESO,2016.0,Ontario Planning Outlook: A technical report on the electricity system prepared by the IESO,http://www.ieso.ca/sector-participants/planning-and-forecasting/ontario-planning-outlook,,Ontario,
291,Electricity Act,1998.0,"Taxes and Charges on Hydroelectric Generating Stations, Ontario Regulation 124/02, s.3(1).",https://www.canlii.org/en/on/laws/regu/o-reg-124-02/latest/o-reg-124-02.html?autocompleteStr=Taxes%20and%20charge&autocompletePos=1,,Ontario,
292,IESO,2018.0,Ontario Reserve Margin Requirements From 2019 to 2023,http://www.ieso.ca/en/Sector-Participants/Planning-and-Forecasting/Reliability-Outlook,,Ontario,
293,IESO,2019.0,Demand Overview,http://www.ieso.ca/en/Power-Data/Demand-Overview/Historical-Demand,,Ontario,
294,IESO,2019.0,Hourly Demand Report,http://reports.ieso.ca/public/Demand/,,Ontario,
295,Hydro Québec,2019.0,Hydro Quebec Power Exports: A Winning Solution,http://www.hydroquebec.com/international/en/exports/markets/,,,
296,http://www.h2opower.com/our-locations/,,,,,,
297,https://www.opg.com/story/two-historic-units-at-sir-adam-beck-i-station-set-to-be-replaced/,,,,,,
298,https://www.opg.com/powering-ontario/our-generation/hydro/,,,,,,
299,http://www.vale.com/EN/business/energy/assets-and-equity/canada/Pages/default.aspx,,,,,,
300,http://portagepower.com/hydroelectric/chaudiere-falls/,,,,,,
301,https://www.northeasternontario.com/river-walleye-espanola/,,,,,,
302,https://www.orilliapower.ca/about/history/,,,,,,
303,http://www.picriverenergy.com/wawatay.php,,,,,,
304,https://www.boralex.com/our-energy-sources/#hydroelectric,,,,,,
305,https://www.bullfrogpower.com/green-energy/projects-and-sources/oxley-wind-farm/,,,,,,
306,https://www.boralex.com/our-projects-and-sites/?refinementList%5Benergy_types%5D%5B0%5D=wind,,,,,,
307,https://www.cima.ca/en/project/ellwood-energy-storage-substation-connected-battery-energy-storage-system/,,,,,,
308,https://www.convergentep.com/portfolio/sault-ste-marie-on/,,,,,,
309,https://powin.com/solutions,,,,,,
310,https://www.renewableenergyworld.com/2018/09/06/powin-energy-to-deliver-70-mwh-in-energy-storage-projects-to-north-america-italy/#gref,,,,,,
311,https://www.ameresco.com/portfolio-item/newmarket-battery-energy-storage-system-ontario/,,,,,,
312,https://energycentral.com/c/cp/large-battery-energy-storage-systems,,,,,,
313,https://baseloadpower.ca/project/milton-hydro-baseload-power-flow-battery-project/,,,,,,
314,http://nrstor.com/wp-content/uploads/2019/06/CAES.pdf,,,,,,
315,CNPI. 2014. Transmission Revenue Requirement Application,,,,,,
316,HONI. 2014. 2015/2016 Transmission Revenue Requirements and Rate Settlement (EB-2014-0140) - Tab 11 Association of Major Power Producers of Ontario (APPrO),,,,,,
317,Hydro One and Hydro Ottawa. 2019. South Nepean Project - Application and Evidence (EB-2019-0077),,,,,,
318,Hydro One. 2013. Guelph Area Transmission Refurbishment Project - Application and Evidence Update Filing,,,,,,
319,Hydro One. 2015. Greater Ottawa Regional Infrastructure Plan,,,,,,
320,Hydro One. 2016. GTA North Regional Infrastructure Plan,,,,,,
321,Hydro One. 2016. GTA West Regional Infrastructure Plan.; Hydro One. 2013. Guelph Area Transmission Refurbishment Project - Application and Evidence Update Filing,,,,,,
322,Hydro One. 2016. Metro Toronto Regional Infrastructure Plan,,,,,,
323,Hydro One. 2016. Needs Assessment Report Niagara,,,,,,
324,Hydro One. 2016. Needs Assessment Report Niagara.; Hydro One. 2013. Guelph Area Transmission Refurbishment Project - Application and Evidence Update Filing,,,,,,
325,Hydro One. 2016. Needs Assessment Report Niagara.; Ontario Superior Court of Justice. 2019. Hydro One Networks Inc and The Haudenosaunee Confederacy Chiefs Council et al Statement of Claim (CV-19-00000152-0000),,,,,,
326,Hydro One. 2017. Burlington to Nanticoke Regional Infrastructure Plan.; Hydro One. 2013. Guelph Area Transmission Refurbishment Project - Application and Evidence Update Filing,,,,,,
327,Hydro One. 2017. Chatham-Kent/Lambton/Sarnia Regional Infrastructure Plan,,,,,,
328,Hydro One. 2017. London Area Regional Infrastructure Plan,,,,,,
329,Hydro One. 2017. Northwest Ontario Regional Infrastructure Plan,,,,,,
330,Hydro One. 2018. Needs Assessment Report Kitchener - Waterloo - Cambridge - Guelph (KWCG),,,,,,
331,Hydro One. 2019. 2019 Wood Replacement Program Circuit H24S - General Area Map,,,,,,
332,Hydro One. 2019. Burlington to Nanticoke Regional Infrastructure Plan.; Hydro One. 2013. Guelph Area Transmission Refurbishment Project - Application and Evidence Update Filing,,,,,,
333,Hydro One. 2019. Des Joachims Transformer Station to Pembroke Transformer Station: Transmission Line Refurbishment,,,,,,
334,Hydro One. 2019. Needs Assessment Report East Lake Superior Region,,,,,,
335,Hydro One. 2019. Needs Assessment Report Greater Toronto Area (GTA) West Region,,,,,,
336,Hydro One. 2020. GTA East Regional Infrastructure Plan,,,,,,
