,generation_unit_name,generation_unit_code,generation_facility_name,generation_facility_code,owner,province,location,latitude,longitude,elevation,copper_balancing_area,operating_region,connecting_node_name,connecting_node_code,connecting_voltage,start_year,previous_renewal_year,possible_renewal_year,closure_year,gen_type,gen_type_copper,unit_installed_capacity,facility_installed_capacity,capacity_adjustment,unit_effective_capacity,facility_effective_capacity,capacity_factor,unit_average_annual_energy,facility_average_annual_energy,generation_units_represented,total_facility_generation_units,notes
475,Tretheway Creek,BC_TWY00_GEN,Tretheway Creek,BC_TWY_GEN,Tretheway Creek Power LP,BC,Mission,49.703790,-122.079577,54,British Columbia.a,British Columbia,Tretheway GS,BC_TWY_GSS,138,2015,2015,2055,,hydro_run,hydro_run,21.20,21.20,0.1500,3.18,3.18,0.4345,80.70,80.70,1,1,NULL
476,Tyson Creek,BC_TYS00_GEN,Tyson Creek,BC_TYS_GEN,Tyson Creek Hydro Corp.,BC,Sechelt,49.837085,-123.685752,179,British Columbia.a,British Columbia,Malaspina,BC_MSA_DSS,138,2009,2009,2079,,hydro_daily,hydro_daily,9.30,9.30,0.7000,6.51,6.51,0.6579,53.60,53.60,1,1,NULL
477,Upper Bonnington_01,BC_UBO01_GEN,Upper Bonnington,BC_UBO_GEN,FortisBC,BC,Kootenay River,49.460113,-117.484182,487,British Columbia.a,British Columbia,Upper Bonnington GS,BC_UBO_GSS,63,1907,2005,2035,,hydro_daily,hydro_daily,5.50,63.00,0.7000,3.85,44.10,0.3312,15.96,182.76,1,6,NULL
478,Upper Bonnington_02,BC_UBO02_GEN,Upper Bonnington,BC_UBO_GEN,FortisBC,BC,Kootenay River,49.460113,-117.484182,487,British Columbia.a,British Columbia,Upper Bonnington GS,BC_UBO_GSS,63,1907,2005,2035,,hydro_daily,hydro_daily,5.50,63.00,0.7000,3.85,44.10,0.3312,15.96,182.76,1,6,NULL
479,Upper Bonnington_03,BC_UBO03_GEN,Upper Bonnington,BC_UBO_GEN,FortisBC,BC,Kootenay River,49.460113,-117.484182,487,British Columbia.a,British Columbia,Upper Bonnington GS,BC_UBO_GSS,63,1907,2005,2035,,hydro_daily,hydro_daily,5.50,63.00,0.7000,3.85,44.10,0.3312,15.96,182.76,1,6,NULL
480,Upper Bonnington_04,BC_UBO04_GEN,Upper Bonnington,BC_UBO_GEN,FortisBC,BC,Kootenay River,49.460113,-117.484182,487,British Columbia.a,British Columbia,Upper Bonnington GS,BC_UBO_GSS,63,1907,2005,2035,,hydro_daily,hydro_daily,5.50,63.00,0.7000,3.85,44.10,0.3312,15.96,182.76,1,6,NULL
481,Upper Bonnington_05,BC_UBO05_GEN,Upper Bonnington,BC_UBO_GEN,FortisBC,BC,Kootenay River,49.460113,-117.484182,487,British Columbia.a,British Columbia,Upper Bonnington GS,BC_UBO_GSS,63,1907,2005,2035,,hydro_daily,hydro_daily,22.00,63.00,0.7000,15.40,44.10,0.3312,63.82,182.76,1,6,NULL
482,Upper Bonnington_06,BC_UBO06_GEN,Upper Bonnington,BC_UBO_GEN,FortisBC,BC,Kootenay River,49.460113,-117.484182,487,British Columbia.a,British Columbia,Upper Bonnington GS,BC_UBO_GSS,63,1907,2005,2035,,hydro_daily,hydro_daily,19.00,63.00,0.7000,13.30,44.10,0.3312,55.12,182.76,1,6,NULL
483,Upper Clowhom,BC_UCH00_GEN,Upper Clowhom,BC_UCH_GEN,Clowhom Limited Partnership,BC,Sechelt,49.854277,-123.446116,522,British Columbia.a,British Columbia,Upper Clowhom GS,BC_UCH_GSS,138,2010,2010,2035,,hydro_run,hydro_run,11.00,11.00,0.1500,1.65,1.65,0.4981,48.00,48.00,1,1,NULL
484,Upper Lillooet River,BC_ULR00_GEN,Upper Lillooet River,BC_ULR_GEN,Upper Lillooet River Power Limited Partnership,BC,Pemberton,50.657000,-123.447636,503,British Columbia.a,British Columbia,Upper Lillooet River GS,BC_ULR_GSS,230,2016,2016,2057,,hydro_run,hydro_run,81.40,81.40,0.1500,12.21,12.21,0.4681,333.82,333.82,1,1,NULL
485,Upper Mamquam,BC_UMH00_GEN,Upper Mamquam,BC_UMH_GEN,"Canadian Hydro Developers, Inc.",BC,Squamish,49.717831,-123.054632,376,British Columbia.a,British Columbia,Upper Mamquam GS,BC_UMH_GSS,69,2005,2005,2025,,hydro_run,hydro_run,25.00,25.00,0.1500,3.75,3.75,0.4932,108.00,108.00,1,1,NULL
486,Upper Stave,BC_USR00_GEN,Upper Stave,BC_USR_GEN,Harrison Hydro Limited Partnership,BC,Mission,49.566047,-122.350299,511,British Columbia.a,British Columbia,Upper Stave River GS,BC_USR_GSS,138,2009,2009,2049,,hydro_run,hydro_run,60.00,60.00,0.1500,9.00,9.00,0.5023,264.00,264.00,1,1,NULL
487,Upper Stave Lamont,BC_USR02_GEN,Upper Stave Lamont,BC_USR_GEN,Harrison Hydro Limited Partnership,BC,Mission,49.568962,-122.344598,351,British Columbia.a,British Columbia,Lamont GS,BC_LMN_GSS,138,2009,2009,2049,,hydro_run,hydro_run,32.52,32.52,0.1500,4.88,4.88,0.5673,161.62,161.62,1,1,NULL
488,Volcano Creek,BC_VCC00_GEN,Volcano Creek,BC_VCC_GEN,Coast Mountain Hydro Limited Partnership,BC,Stewart,56.728912,-130.597699,410,British Columbia.a,British Columbia,Forest Kerr GS,BC_FKR_GSS,287,2015,2015,2075,,hydro_run,hydro_run,17.80,17.80,0.1500,2.67,2.67,0.3242,50.55,50.55,1,1,NULL
489,Vancouver Landfill,BC_VCL00_GEN,Vancouver Landfill,BC_VCL_GEN,"VF Clean Energy, Inc.",BC,Delta,49.098910,-123.022424,8,British Columbia.a,British Columbia,Arnott,BC_ARN_DSS,138,2003,2003,2023,,biogas,biomass,5.50,5.50,0.9600,5.28,5.28,0.8302,40.00,40.00,1,1,NULL
490,Wahleach,BC_WAH00_GEN,Wahleach,BC_WAH_GEN,BC Hydro,BC,Lower Mainland,49.236626,-121.680665,71,British Columbia.a,British Columbia,Wahleach GS,BC_WAH_GSS,360,1952,1952,2035,,hydro_daily,hydro_daily,65.00,65.00,0.7000,45.50,45.50,0.3312,188.56,188.56,1,1,NULL
491,Waneta_01,BC_WAN01_GEN,Waneta,BC_WAN_GEN,BC Hydro,BC,Columbia,49.004148,-117.612867,363,British Columbia.a,British Columbia,Waneta GS,BC_WAN_GSS,230,1954,1954,2024,,hydro_daily,hydro_daily,120.00,480.00,0.7000,84.00,336.00,0.3312,348.11,1392.46,1,4,NULL
492,Waneta_02,BC_WAN02_GEN,Waneta,BC_WAN_GEN,BC Hydro,BC,Columbia,49.004148,-117.612867,363,British Columbia.a,British Columbia,Waneta GS,BC_WAN_GSS,230,1954,1954,2024,,hydro_daily,hydro_daily,120.00,480.00,0.7000,84.00,336.00,0.3312,348.11,1392.46,1,4,NULL
493,Waneta_03,BC_WAN03_GEN,Waneta,BC_WAN_GEN,BC Hydro,BC,Columbia,49.004148,-117.612867,363,British Columbia.a,British Columbia,Waneta GS,BC_WAN_GSS,230,1954,1954,2024,,hydro_daily,hydro_daily,120.00,480.00,0.7000,84.00,336.00,0.3312,348.11,1392.46,1,4,NULL
494,Waneta_04,BC_WAN04_GEN,Waneta,BC_WAN_GEN,BC Hydro,BC,Columbia,49.004148,-117.612867,363,British Columbia.a,British Columbia,Waneta GS,BC_WAN_GSS,230,1954,1954,2024,,hydro_daily,hydro_daily,120.00,480.00,0.7000,84.00,336.00,0.3312,348.11,1392.46,1,4,NULL
495,Waneta Expansion_01,BC_WAX01_GEN,Waneta Expansion,BC_WAX_GEN,Columbia Power / Columbia Basin Trust,BC,Trail,49.004675,-117.615993,363,British Columbia.a,British Columbia,Waneta Expansion GS,BC_WAX_GSS,230,2015,2015,2085,,hydro_daily,hydro_daily,167.50,335.00,0.7000,117.25,234.50,0.2138,313.70,627.40,1,2,NULL
496,Waneta Expansion_02,BC_WAX02_GEN,Waneta Expansion,BC_WAX_GEN,Columbia Power / Columbia Basin Trust,BC,Trail,49.004675,-117.615993,363,British Columbia.a,British Columbia,Waneta Expansion GS,BC_WAX_GSS,230,2015,2015,2085,,hydro_daily,hydro_daily,167.50,335.00,0.7000,117.25,234.50,0.2138,313.70,627.40,1,2,NULL
497,Winchie Creek,BC_WCC00_GEN,Winchie Creek,BC_WCC_GEN,Winchie Creek Hydro Limited Partnership,BC,Ucluelet,49.131247,-125.446387,85,British Columbia.a,British Columbia,Great Central,BC_GCL_DSS,138,2019,2019,2059,,hydro_run,hydro_run,4.00,4.00,0.1500,0.60,0.60,0.3162,11.08,11.08,1,1,NULL
498,Walden North,BC_WDN00_GEN,Walden North,BC_WDN_GEN,Cayoose Creek Power Limited Partnership,BC,Lillooet,50.660512,-121.983310,292,British Columbia.a,British Columbia,Walden North GS,BC_WDN_GSS,69,1994,1994,2024,,hydro_run,hydro_run,16.00,16.00,0.1500,2.40,2.40,0.3853,54.00,54.00,1,1,NULL
499,Squamish Power Project,BC_WFR00_GEN,Squamish Power Project,BC_WFR_GEN,Woodfibre LNG Limited,BC,Squamish,49.676098,-123.261383,292,British Columbia.a,British Columbia,Woodfibre,BC_WFR_DSS,138,2013,2013,2043,,biomass,biomass,1.60,1.60,0.9600,1.54,1.54,0.8019,11.24,11.24,1,1,NULL
500,Whatshan,BC_WGS00_GEN,Whatshan,BC_WGS_GEN,BC Hydro,BC,Columbia,49.910565,-118.071814,474,British Columbia.a,British Columbia,Whatshan GS,BC_WGS_GSS,138,1951,2012,2082,,hydro_daily,hydro_daily,54.00,54.00,0.7000,37.80,37.80,0.3312,156.65,156.65,1,1,NULL
501,Walter Hardman_01,BC_WHN01_GEN,Walter Hardman,BC_WHN_GEN,BC Hydro,BC,Columbia,50.813937,-118.060010,541,British Columbia.a,British Columbia,Walter Hardman GS,BC_WHN_GSS,69,1960,1960,2030,,hydro_daily,hydro_daily,4.00,8.00,0.7000,2.80,5.60,0.4558,15.97,31.94,1,2,NULL
502,Walter Hardman_02,BC_WHN02_GEN,Walter Hardman,BC_WHN_GEN,BC Hydro,BC,Columbia,50.813937,-118.060010,541,British Columbia.a,British Columbia,Walter Hardman GS,BC_WHN_GSS,69,1960,1960,2030,,hydro_daily,hydro_daily,4.00,8.00,0.7000,2.80,5.60,0.4558,15.97,31.94,1,2,NULL
503,Zonnebeke,BC_ZBK00_GEN,Zonnebeke,BC_ZBK_GEN,Zonnebeke Wind Project Limited Partnership,BC,Chetwynd,55.589825,-121.565488,771,British Columbia.a,British Columbia,Sukunka,BC_SNK_DSS,230,2021,2021,2061,,wind_ons,wind_ons,15.00,15.00,0.2400,3.60,3.60,0.3470,45.60,45.60,4,4,NULL
504,Zeballos Lake_01,BC_ZBL01_GEN,Zeballos Lake,BC_ZBL_GEN,Zeballos Lake Hydro Limited Partnership,BC,Zeballos,50.053521,-126.779654,222,British Columbia.a,British Columbia,Zeballos Lake GS,BC_ZBL_GSS,138,2009,2009,2029,,hydro_daily,hydro_daily,7.30,21.90,0.7000,5.11,15.33,0.4832,30.90,92.70,1,3,NULL
505,Zeballos Lake_02,BC_ZBL02_GEN,Zeballos Lake,BC_ZBL_GEN,Zeballos Lake Hydro Limited Partnership,BC,Zeballos,50.053521,-126.779654,222,British Columbia.a,British Columbia,Zeballos Lake GS,BC_ZBL_GSS,138,2009,2009,2029,,hydro_daily,hydro_daily,7.30,21.90,0.7000,5.11,15.33,0.4832,30.90,92.70,1,3,NULL
506,Zeballos Lake_03,BC_ZBL03_GEN,Zeballos Lake,BC_ZBL_GEN,Zeballos Lake Hydro Limited Partnership,BC,Zeballos,50.053521,-126.779654,222,British Columbia.a,British Columbia,Zeballos Lake GS,BC_ZBL_GSS,138,2009,2009,2029,,hydro_daily,hydro_daily,7.30,21.90,0.7000,5.11,15.33,0.4832,30.90,92.70,1,3,NULL
