,generation_unit_name,generation_unit_code,generation_facility_name,generation_facility_code,owner,province,location,latitude,longitude,elevation,copper_balancing_area,operating_region,connecting_node_name,connecting_node_code,connecting_voltage,start_year,previous_renewal_year,possible_renewal_year,closure_year,gen_type,gen_type_copper,unit_installed_capacity,facility_installed_capacity,capacity_adjustment,unit_effective_capacity,facility_effective_capacity,capacity_factor,unit_average_annual_energy,facility_average_annual_energy,generation_units_represented,total_facility_generation_units,notes
318,Forrest Kerr Hydroelectric_08,BC_FKR08_GEN,Forrest Kerr Hydroelectric,BC_FKR_GEN,Coast Mountain Hydro Limited Partnership,BC,Stewart,56.717162,-130.686601,239,British Columbia.a,British Columbia,Forest Kerr GS,BC_FKR_GSS,287,2014,2014,2074,,hydro_run,hydro_run,21.70,195.30,0.1500,3.26,29.29,0.5466,103.90,935.10,1,9,NULL
319,Forrest Kerr Hydroelectric_09,BC_FKR09_GEN,Forrest Kerr Hydroelectric,BC_FKR_GEN,Coast Mountain Hydro Limited Partnership,BC,Stewart,56.717162,-130.686601,239,British Columbia.a,British Columbia,Forest Kerr GS,BC_FKR_GSS,287,2014,2014,2074,,hydro_run,hydro_run,21.70,195.30,0.1500,3.26,29.29,0.5466,103.90,935.10,1,9,NULL
320,Falls River_01,BC_FLS01_GEN,Falls River,BC_FLS_GEN,BC Hydro,BC,North Coast,53.983531,-129.734244,139,British Columbia.a,British Columbia,Falls River GS,BC_FLS_GSS,69,1930,1930,2030,,hydro_daily,hydro_daily,3.50,7.00,0.7000,2.45,4.90,0.5333,16.35,32.70,1,2,NULL
321,Falls River_02,BC_FLS02_GEN,Falls River,BC_FLS_GEN,BC Hydro,BC,North Coast,53.983531,-129.734244,139,British Columbia.a,British Columbia,Falls River GS,BC_FLS_GSS,69,1930,1930,2030,,hydro_daily,hydro_daily,3.50,7.00,0.7000,2.45,4.90,0.5333,16.35,32.70,1,2,NULL
322,Fort Nelson_01,BC_FNG01_GEN,Fort Nelson,BC_FNG_GEN,BC Hydro,BC,Fort Nelson,58.800980,-122.756204,432,British Columbia.a,Alberta,Fort Nelson GS,BC_FNG_GSS,138,1999,1999,2029,,NG_CC,NG_CC,52.20,80.20,0.9000,46.98,72.18,0.8235,376.56,432.27,1,2,Interconnected to the AESO
323,Fort Nelson_02,BC_FNG02_GEN,Fort Nelson,BC_FNG_GEN,BC Hydro,BC,Fort Nelson,58.800980,-122.756204,432,British Columbia.a,Alberta,Fort Nelson GS,BC_FNG_GSS,138,1999,1999,2029,,NG_CC,NG_CC,28.00,80.20,0.9000,25.20,72.18,0.2271,55.71,432.27,1,2,Interconnected to the AESO
324,Fire Kwalsa,BC_FRE00_GEN,Fire Kwalsa,BC_FRE_GEN,Harrison Hydro Limited Partnership,BC,Mission,49.783363,-122.234664,263,British Columbia.a,British Columbia,Fire GS,BC_FRE_GSS,138,2009,2009,2049,,hydro_run,hydro_run,25.28,25.28,0.1500,3.79,3.79,0.5673,125.64,125.64,1,1,NULL
325,Furry Creek,BC_FRI00_GEN,Furry Creek,BC_FRI_GEN,Furry Creek Power Ltd,BC,Lions Bay,49.579288,-123.201977,274,British Columbia.a,British Columbia,Furry Creek GS,BC_FRI_GSS,69,2004,2004,2024,,hydro_run,hydro_run,10.40,10.40,0.1500,1.56,1.56,0.4336,39.50,39.50,1,1,NULL
326,Fraser Richmond Soil and Fibre,BC_FRS00_GEN,Fraser Richmond Soil and Fibre,BC_FRS_GEN,Harvest Fraser Richmond Organics Ltd.,BC,Richmond,49.159671,-123.037804,6,British Columbia.a,British Columbia,Kidd #2,BC_KI2_DSS,69,2013,2013,2021,2021.0,biogas,biomass,1.03,1.03,0.9600,0.99,0.99,0.8866,8.00,8.00,1,1,NULL
327,Fraser Lake_01,BC_FSR01_GEN,Fraser Lake,BC_FSR_GEN,West Fraser Mills Ltd.,BC,Fraser Lake,54.067329,-124.748390,729,British Columbia.a,British Columbia,Fraser Lake,BC_FSR_DSS,69,2014,2014,2034,,biomass,biomass,6.00,12.00,0.9600,5.76,11.52,0.9167,48.18,96.36,1,2,NULL
328,Fraser Lake_02,BC_FSR02_GEN,Fraser Lake,BC_FSR_GEN,West Fraser Mills Ltd.,BC,Fraser Lake,54.067329,-124.748390,729,British Columbia.a,British Columbia,Fraser Lake,BC_FSR_DSS,69,2014,2014,2034,,biomass,biomass,6.00,12.00,0.9600,5.76,11.52,0.9167,48.18,96.36,1,2,NULL
329,Fitzsimmons Creek,BC_FZC00_GEN,Fitzsimmons Creek,BC_FZC_GEN,Innergex,BC,Whistler,50.105636,-122.944814,829,British Columbia.a,British Columbia,Cheekye,BC_CKY_DSS,138,2010,2010,2050,,hydro_run,hydro_run,7.90,7.90,0.1500,1.19,1.19,0.5202,36.00,36.00,1,1,NULL
330,Golden,BC_GLD00_GEN,Golden,BC_GLD_GEN,Louisiana-Pacific Canada Ltd.,BC,Golden,51.304671,-116.976074,805,British Columbia.a,British Columbia,Kicking Horse,BC_KHS_DSS,69,2011,2011,2041,,biomass,biomass,7.50,7.50,0.9600,7.20,7.20,0.0533,3.50,3.50,1,1,NULL
331,GM Shrum_01,BC_GMS01_GEN,GM Shrum,BC_GMS_GEN,BC Hydro,BC,Peace River,56.014797,-122.195744,658,British Columbia.a,British Columbia,GM Shrum GS,BC_GMS_GSS,500,1968,1968,2038,,hydro_monthly,hydro_monthly,305.00,3050.00,1.0000,305.00,3050.00,0.6006,1604.75,16047.45,1,10,NULL
332,GM Shrum_02,BC_GMS02_GEN,GM Shrum,BC_GMS_GEN,BC Hydro,BC,Peace River,56.014797,-122.195744,658,British Columbia.a,British Columbia,GM Shrum GS,BC_GMS_GSS,500,1968,1968,2038,,hydro_monthly,hydro_monthly,305.00,3050.00,1.0000,305.00,3050.00,0.6006,1604.75,16047.45,1,10,NULL
333,GM Shrum_03,BC_GMS03_GEN,GM Shrum,BC_GMS_GEN,BC Hydro,BC,Peace River,56.014797,-122.195744,658,British Columbia.a,British Columbia,GM Shrum GS,BC_GMS_GSS,500,1968,1968,2038,,hydro_monthly,hydro_monthly,305.00,3050.00,1.0000,305.00,3050.00,0.6006,1604.75,16047.45,1,10,NULL
334,GM Shrum_04,BC_GMS04_GEN,GM Shrum,BC_GMS_GEN,BC Hydro,BC,Peace River,56.014797,-122.195744,658,British Columbia.a,British Columbia,GM Shrum GS,BC_GMS_GSS,500,1968,1968,2038,,hydro_monthly,hydro_monthly,305.00,3050.00,1.0000,305.00,3050.00,0.6006,1604.75,16047.45,1,10,NULL
335,GM Shrum_05,BC_GMS05_GEN,GM Shrum,BC_GMS_GEN,BC Hydro,BC,Peace River,56.014797,-122.195744,658,British Columbia.a,British Columbia,GM Shrum GS,BC_GMS_GSS,500,1968,1968,2038,,hydro_monthly,hydro_monthly,305.00,3050.00,1.0000,305.00,3050.00,0.6006,1604.75,16047.45,1,10,NULL
336,GM Shrum_06,BC_GMS06_GEN,GM Shrum,BC_GMS_GEN,BC Hydro,BC,Peace River,56.014797,-122.195744,658,British Columbia.a,British Columbia,GM Shrum GS,BC_GMS_GSS,500,1968,1968,2038,,hydro_monthly,hydro_monthly,305.00,3050.00,1.0000,305.00,3050.00,0.6006,1604.75,16047.45,1,10,NULL
337,GM Shrum_07,BC_GMS07_GEN,GM Shrum,BC_GMS_GEN,BC Hydro,BC,Peace River,56.014797,-122.195744,658,British Columbia.a,British Columbia,GM Shrum GS,BC_GMS_GSS,500,1968,1968,2038,,hydro_monthly,hydro_monthly,305.00,3050.00,1.0000,305.00,3050.00,0.6006,1604.75,16047.45,1,10,NULL
338,GM Shrum_08,BC_GMS08_GEN,GM Shrum,BC_GMS_GEN,BC Hydro,BC,Peace River,56.014797,-122.195744,658,British Columbia.a,British Columbia,GM Shrum GS,BC_GMS_GSS,500,1968,1968,2038,,hydro_monthly,hydro_monthly,305.00,3050.00,1.0000,305.00,3050.00,0.6006,1604.75,16047.45,1,10,NULL
339,GM Shrum_09,BC_GMS09_GEN,GM Shrum,BC_GMS_GEN,BC Hydro,BC,Peace River,56.014797,-122.195744,658,British Columbia.a,British Columbia,GM Shrum GS,BC_GMS_GSS,500,1968,1968,2038,,hydro_monthly,hydro_monthly,305.00,3050.00,1.0000,305.00,3050.00,0.6006,1604.75,16047.45,1,10,NULL
340,GM Shrum_10,BC_GMS10_GEN,GM Shrum,BC_GMS_GEN,BC Hydro,BC,Peace River,56.014797,-122.195744,658,British Columbia.a,British Columbia,GM Shrum GS,BC_GMS_GSS,500,1968,1968,2038,,hydro_monthly,hydro_monthly,305.00,3050.00,1.0000,305.00,3050.00,0.6006,1604.75,16047.45,1,10,NULL
341,Haa-ak-suuk Creek,BC_HAA00_GEN,Haa-ak-suuk Creek,BC_HAA_GEN,Haa-ak-suuk Creek Hydro Limited Partnership,BC,Ucluelet,49.247923,-125.383670,284,British Columbia.a,British Columbia,Haa-Ak-Suuk GS,BC_HAS_GSS,69,2015,2015,2055,,hydro_run,hydro_run,6.00,6.00,0.1500,0.90,0.90,0.3900,20.50,20.50,1,1,NULL
342,Hauer Creek,BC_HAC00_GEN,Hauer Creek,BC_HAC_GEN,Hauer Creek Power Inc.,BC,Valemount,52.934167,-119.456183,777,British Columbia.a,British Columbia,Rearguard Pumping Station,BC_REG_DSS,138,2007,2007,2047,,hydro_run,hydro_run,2.40,2.40,0.1500,0.36,0.36,0.5946,12.50,12.50,1,1,NULL
343,Harmac,BC_HMC00_GEN,Harmac,BC_HMC_GEN,Nanaimo Forest Products Ltd.,BC,Nanaimo,49.138461,-123.857075,1,British Columbia.a,British Columbia,Harmac Pacific,BC_HMC_ISS,138,2013,2013,2028,,biomass,biomass,55.00,55.00,0.9600,52.80,52.80,0.4337,208.96,208.96,1,1,NULL
344,Hunter Creek,BC_HNC00_GEN,Hunter Creek,BC_HNC_GEN,Hunter Creek Hydro Limited Partnership,BC,Hope,49.364824,-121.571363,121,British Columbia.a,British Columbia,Hope,BC_HOP_DSS,69,2018,2018,2058,,hydro_run,hydro_run,11.00,11.00,0.1500,1.65,1.65,0.3840,37.00,37.00,1,1,NULL
345,Howe Sound Green Energy,BC_HSG01_GEN,Howe Sound Green Energy,BC_HSG_GEN,Howe Sound Pulp and Paper Corporation,BC,Port Mellon,49.522021,-123.486162,18,British Columbia.a,British Columbia,Howe Sound Pulp,BC_HSP_ISS,230,2011,2021,2051,,biomass,biomass,112.00,112.00,0.9600,107.52,107.52,0.2306,226.20,226.20,1,1,NULL
346,Hartland,BC_HTL00_GEN,Hartland,BC_HTL_GEN,Capital Regional District,BC,Saanich,48.539164,-123.462412,161,British Columbia.a,British Columbia,Catalyst Paper Crofton GS,BC_CFT_GSS,138,2004,2004,2024,,biogas,biomass,1.80,1.80,0.9600,1.73,1.73,0.9196,14.50,14.50,1,1,NULL
347,Houweling Nurseries,BC_HWL00_GEN,Houweling Nurseries,BC_HWL_GEN,Houweling Nurseries Property Ltd.,BC,Delta,49.054333,-123.044867,3,British Columbia.a,British Columbia,Arnott,BC_ARN_DSS,138,2014,2014,2034,,biogas,biomass,8.80,8.80,0.9600,8.45,8.45,0.8390,64.68,64.68,1,1,NULL
348,Hystad Creek,BC_HYS00_GEN,Hystad Creek,BC_HYS_GEN,Valemount Hydro Limited Partnership,BC,Valemount,52.841271,-119.352397,1047,British Columbia.a,British Columbia,Valemount,BC_VLM_DSS,138,2002,2002,2042,,hydro_run,hydro_run,5.70,5.70,0.1500,0.86,0.86,0.4005,20.00,20.00,1,1,NULL
349,Island Generation,BC_ICG00_GEN,Island Generation,BC_ICG_GEN,V.I. Power Limited Partnership,BC,Campbell River,50.069090,-125.281878,9,British Columbia.a,British Columbia,Island GS,BC_ICG_GSS,138,2002,2002,2023,2023.0,NG_CC,NG_CC,275.00,275.00,0.9000,247.50,247.50,0.9548,2300.00,2300.00,1,1,NULL
350,Intercon Green Power,BC_IGP00_GEN,Intercon Green Power,BC_IGP_GEN,Canfor Pulp Limited Partnership,BC,Prince George,53.923462,-122.695651,598,British Columbia.a,British Columbia,Prince George Pulp,BC_HCR_ISS,69,2015,2015,2045,,biomass,biomass,31.70,31.70,0.9600,30.43,30.43,0.2629,73.00,73.00,1,1,NULL
351,John Hart_01,BC_JHT01_GEN,John Hart,BC_JHT_GEN,BC Hydro,BC,Vancouver Island,50.044000,-125.310893,45,British Columbia.a,British Columbia,John Hart GS,BC_JHT_GSS,138,2021,2021,2091,,hydro_daily,hydro_daily,46.00,138.00,0.7000,32.20,96.60,0.3312,133.44,400.33,1,3,NULL
352,John Hart_02,BC_JHT02_GEN,John Hart,BC_JHT_GEN,BC Hydro,BC,Vancouver Island,50.044000,-125.310893,45,British Columbia.a,British Columbia,John Hart GS,BC_JHT_GSS,138,2021,2021,2091,,hydro_daily,hydro_daily,46.00,138.00,0.7000,32.20,96.60,0.3312,133.44,400.33,1,3,NULL
353,John Hart_03,BC_JHT03_GEN,John Hart,BC_JHT_GEN,BC Hydro,BC,Vancouver Island,50.044000,-125.310893,45,British Columbia.a,British Columbia,John Hart GS,BC_JHT_GSS,138,2021,2021,2091,,hydro_daily,hydro_daily,46.00,138.00,0.7000,32.20,96.60,0.3312,133.44,400.33,1,3,NULL
354,Jimmie Creek,BC_JMC00_GEN,Jimmie Creek,BC_JMC_GEN,Jimmie Creek Limited Partnership,BC,Powell River,50.604008,-124.024891,205,British Columbia.a,British Columbia,Jimmie Creek GS,BC_JMC_GSS,230,2016,2016,2056,,hydro_run,hydro_run,62.00,62.00,0.1500,9.30,9.30,0.3206,174.10,174.10,1,1,NULL
355,Jamie Creek,BC_JME00_GEN,Jamie Creek,BC_JME_GEN,Jamie Creek LP,BC,Gold Bridge,50.828210,-123.056820,720,British Columbia.a,British Columbia,Jamie Creek GS,BC_JME_GSS,69,2015,2015,2055,,hydro_run,hydro_run,21.30,21.30,0.1500,3.20,3.20,0.3984,74.34,74.34,1,1,NULL
356,Jordan River,BC_JOR00_GEN,Jordan River,BC_JOR_GEN,BC Hydro,BC,Vancouver Island,48.429655,-124.052251,51,British Columbia.a,British Columbia,Jordan River GS,BC_JOR_GSS,138,1971,1971,2041,,hydro_daily,hydro_daily,170.00,170.00,0.7000,119.00,119.00,0.3312,493.16,493.16,1,1,NULL
357,Kwoiek Creek,BC_KCH00_GEN,Kwoiek Creek,BC_KCH_GEN,Kwoiek Creek Resources Limited Partnership,BC,Lytton,50.105063,-121.567135,204,British Columbia.a,British Columbia,Kwoiek Creek GS,BC_KCH_GSS,138,2013,2013,2053,,hydro_run,hydro_run,50.00,50.00,0.1500,7.50,7.50,0.5100,223.38,223.38,1,1,NULL
358,Kootenay Canal_01,BC_KCL01_GEN,Kootenay Canal,BC_KCL_GEN,BC Hydro,BC,Columbia,49.453258,-117.517897,460,British Columbia.a,British Columbia,Kootenay Canal GS,BC_KCL_GSS,230,1975,1975,2045,,hydro_daily,hydro_daily,146.25,585.00,0.7000,102.38,409.50,0.3312,424.26,1714.46,1,4,NULL
359,Kootenay Canal_02,BC_KCL02_GEN,Kootenay Canal,BC_KCL_GEN,BC Hydro,BC,Columbia,49.453258,-117.517897,460,British Columbia.a,British Columbia,Kootenay Canal GS,BC_KCL_GSS,230,1975,1975,2045,,hydro_daily,hydro_daily,146.25,585.00,0.7000,102.38,409.50,0.3334,427.17,1714.46,1,4,NULL
360,Kootenay Canal_03,BC_KCL03_GEN,Kootenay Canal,BC_KCL_GEN,BC Hydro,BC,Columbia,49.453258,-117.517897,460,British Columbia.a,British Columbia,Kootenay Canal GS,BC_KCL_GSS,230,1975,1975,2045,,hydro_daily,hydro_daily,146.25,585.00,0.7000,102.38,409.50,0.3357,430.07,1714.46,1,4,NULL
361,Kootenay Canal_04,BC_KCL04_GEN,Kootenay Canal,BC_KCL_GEN,BC Hydro,BC,Columbia,49.453258,-117.517897,460,British Columbia.a,British Columbia,Kootenay Canal GS,BC_KCL_GSS,230,1975,1975,2045,,hydro_daily,hydro_daily,146.25,585.00,0.7000,102.38,409.50,0.3380,432.97,1714.46,1,4,NULL
362,Kamloops Green Energy,BC_KGE03_GEN,Kamloops Green Energy,BC_KGE_GEN,Domtar Inc.,BC,Kamloops,50.689371,-120.405337,416,British Columbia.a,British Columbia,Domtar Kamloops,BC_WEY_ISS,138,2012,2012,2042,,biomass,biomass,76.00,76.00,0.9600,72.96,72.96,0.4330,288.30,288.30,1,1,NULL
363,Kokish River,BC_KKS00_GEN,Kokish River,BC_KKS_GEN,Kwagis Power Limited Partnership,BC,Port McNeil,50.519857,-126.875511,56,British Columbia.a,British Columbia,Kokish GS,BC_KKS_GSS,138,2014,2014,2054,,hydro_run,hydro_run,45.00,45.00,0.1500,6.75,6.75,0.4438,174.93,174.93,1,1,NULL
364,Kemano_01,BC_KMO01_GEN,Kemano,BC_KMO_GEN,Rio Tinto Alcan Inc.,BC,Kitimat,53.563171,-127.942556,129,British Columbia.a,British Columbia,Kemano GS,BC_KMO_GSS,287,1949,2007,2034,,hydro_monthly,hydro_monthly,112.00,896.00,1.0000,112.00,896.00,0.4213,413.38,3307.00,1,8,NULL
365,Kemano_02,BC_KMO02_GEN,Kemano,BC_KMO_GEN,Rio Tinto Alcan Inc.,BC,Kitimat,53.563171,-127.942556,129,British Columbia.a,British Columbia,Kemano GS,BC_KMO_GSS,287,1949,2007,2034,,hydro_monthly,hydro_monthly,112.00,896.00,1.0000,112.00,896.00,0.4213,413.38,3307.00,1,8,NULL
366,Kemano_03,BC_KMO03_GEN,Kemano,BC_KMO_GEN,Rio Tinto Alcan Inc.,BC,Kitimat,53.563171,-127.942556,129,British Columbia.a,British Columbia,Kemano GS,BC_KMO_GSS,287,1949,2007,2034,,hydro_monthly,hydro_monthly,112.00,896.00,1.0000,112.00,896.00,0.4213,413.38,3307.00,1,8,NULL
367,Kemano_04,BC_KMO04_GEN,Kemano,BC_KMO_GEN,Rio Tinto Alcan Inc.,BC,Kitimat,53.563171,-127.942556,129,British Columbia.a,British Columbia,Kemano GS,BC_KMO_GSS,287,1949,2007,2034,,hydro_monthly,hydro_monthly,112.00,896.00,1.0000,112.00,896.00,0.4213,413.38,3307.00,1,8,NULL
368,Kemano_05,BC_KMO05_GEN,Kemano,BC_KMO_GEN,Rio Tinto Alcan Inc.,BC,Kitimat,53.563171,-127.942556,129,British Columbia.a,British Columbia,Kemano GS,BC_KMO_GSS,287,1949,2007,2034,,hydro_monthly,hydro_monthly,112.00,896.00,1.0000,112.00,896.00,0.4213,413.38,3307.00,1,8,NULL
369,Kemano_06,BC_KMO06_GEN,Kemano,BC_KMO_GEN,Rio Tinto Alcan Inc.,BC,Kitimat,53.563171,-127.942556,129,British Columbia.a,British Columbia,Kemano GS,BC_KMO_GSS,287,1949,2007,2034,,hydro_monthly,hydro_monthly,112.00,896.00,1.0000,112.00,896.00,0.4213,413.38,3307.00,1,8,NULL
370,Kemano_07,BC_KMO07_GEN,Kemano,BC_KMO_GEN,Rio Tinto Alcan Inc.,BC,Kitimat,53.563171,-127.942556,129,British Columbia.a,British Columbia,Kemano GS,BC_KMO_GSS,287,1949,2007,2034,,hydro_monthly,hydro_monthly,112.00,896.00,1.0000,112.00,896.00,0.4213,413.38,3307.00,1,8,NULL
371,Kemano_08,BC_KMO08_GEN,Kemano,BC_KMO_GEN,Rio Tinto Alcan Inc.,BC,Kitimat,53.563171,-127.942556,129,British Columbia.a,British Columbia,Kemano GS,BC_KMO_GSS,287,1949,2007,2034,,hydro_monthly,hydro_monthly,112.00,896.00,1.0000,112.00,896.00,0.4213,413.38,3307.00,1,8,NULL
372,Lajoie,BC_LAJ00_GEN,Lajoie,BC_LAJ_GEN,BC Hydro,BC,Lillooet,50.839994,-122.856062,653,British Columbia.a,British Columbia,Lajoie GS,BC_LAJ_GSS,69,1957,1957,2027,,hydro_daily,hydro_daily,25.00,25.00,0.7000,17.50,17.50,0.3312,72.52,72.52,1,1,NULL
373,Lake Buntzen,BC_LB00_GEN,Lake Buntzen,BC_LB_GEN,BC Hydro,BC,Lower Mainland,49.375179,-122.868653,1,British Columbia.a,British Columbia,Lake Buntzen GS,BC_LB1_GSS,69,1951,1951,2027,,hydro_daily,hydro_daily,55.00,55.00,0.7000,38.50,38.50,0.3312,159.55,159.55,1,1,NULL
374,Lower Bonnington_01,BC_LBO01_GEN,Lower Bonnington,BC_LBO_GEN,FortisBC,BC,Kootenay River,49.461709,-117.500425,484,British Columbia.a,British Columbia,Lower Bonnington GS,BC_LBO_GSS,63,1897,2005,2035,,hydro_daily,hydro_daily,16.00,46.00,0.7000,11.20,32.20,0.3312,46.42,133.44,1,3,NULL
375,Lower Bonnington_02,BC_LBO02_GEN,Lower Bonnington,BC_LBO_GEN,FortisBC,BC,Kootenay River,49.461709,-117.500425,484,British Columbia.a,British Columbia,Lower Bonnington GS,BC_LBO_GSS,63,1897,2005,2035,,hydro_daily,hydro_daily,16.00,46.00,0.7000,11.20,32.20,0.3312,46.42,133.44,1,3,NULL
376,Lower Bonnington_03,BC_LBO03_GEN,Lower Bonnington,BC_LBO_GEN,FortisBC,BC,Kootenay River,49.461709,-117.500425,484,British Columbia.a,British Columbia,Lower Bonnington GS,BC_LBO_GSS,63,1897,2005,2035,,hydro_daily,hydro_daily,14.00,46.00,0.7000,9.80,32.20,0.3312,40.61,133.44,1,3,NULL
377,Lower Clowhom,BC_LCH00_GEN,Lower Clowhom,BC_LCH_GEN,Clowhom Limited Partnership,BC,Sechelt,49.817606,-123.397341,265,British Columbia.a,British Columbia,Lower Clowhom GS,BC_LCH_GSS,138,2010,2010,2035,,hydro_run,hydro_run,11.00,11.00,0.1500,1.65,1.65,0.4981,48.00,48.00,1,1,NULL
378,Ladore_01,BC_LDR01_GEN,Ladore,BC_LDR_GEN,BC Hydro,BC,Vancouver Island,50.017315,-125.393017,151,British Columbia.a,British Columbia,Ladore Falls GS,BC_LDR_GSS,138,1956,1956,2026,,hydro_daily,hydro_daily,23.50,47.00,0.7000,16.45,32.90,0.3312,68.17,136.34,1,2,NULL
379,Ladore_02,BC_LDR02_GEN,Ladore,BC_LDR_GEN,BC Hydro,BC,Vancouver Island,50.017315,-125.393017,151,British Columbia.a,British Columbia,Ladore Falls GS,BC_LDR_GSS,138,1956,1956,2026,,hydro_daily,hydro_daily,23.50,47.00,0.7000,16.45,32.90,0.3312,68.17,136.34,1,2,NULL
380,Lois Lake,BC_LLK00_GEN,Lois Lake,BC_LLK_GEN,Powell River Energy,BC,Stillwater,49.769902,-124.316989,10,British Columbia.a,British Columbia,Saltery Bay,BC_SAY_DSS,138,1931,2018,2058,,hydro_run,hydro_run,37.00,37.00,0.1500,5.55,5.55,0.5413,175.44,175.44,1,1,Power sold to Paper Excellences Power River Mill
381,Long Lake_01,BC_LNL01_GEN,Long Lake,BC_LNL_GEN,Long Lake Joint Venture,BC,Stewart,56.062314,-130.018495,398,British Columbia.a,British Columbia,Long Lake GS,BC_LNL_GSS,138,2013,2013,2053,,hydro_daily,hydro_daily,15.50,31.00,0.7000,10.85,21.70,0.5619,76.30,152.60,1,2,NULL
382,Long Lake_02,BC_LNL02_GEN,Long Lake,BC_LNL_GEN,Long Lake Joint Venture,BC,Stewart,56.062314,-130.018495,398,British Columbia.a,British Columbia,Long Lake GS,BC_LNL_GSS,138,2013,2013,2053,,hydro_daily,hydro_daily,15.50,31.00,0.7000,10.85,21.70,0.5619,76.30,152.60,1,2,NULL
383,Lorenzetta Creek,BC_LZT00_GEN,Lorenzetta Creek,BC_LZT_GEN,Zella Holdings Ltd.,BC,Laidlaw,49.327714,-121.601253,108,British Columbia.a,British Columbia,Hope,BC_HOP_DSS,69,2016,2016,2056,,hydro_run,hydro_run,3.20,3.20,0.1500,0.48,0.48,0.3678,10.31,10.31,1,1,NULL
384,Mamquam,BC_MAM00_GEN,Mamquam,BC_MAM_GEN,Atlantic Power Preferred Equity Ltd.,BC,Squamish,49.721443,-123.091894,140,British Columbia.a,British Columbia,Mamquam GS,BC_MAM_GSS,69,1996,1996,2027,,hydro_run,hydro_run,58.00,58.00,0.1500,8.70,8.70,0.4920,250.00,250.00,1,1,NULL
385,Mica_01,BC_MCA01_GEN,Mica,BC_MCA_GEN,BC Hydro,BC,Columbia,52.075872,-118.570515,708,British Columbia.a,British Columbia,Mica GS,BC_MCA_GSS,500,1976,1976,2046,,hydro_monthly,hydro_monthly,492.00,2971.00,1.0000,492.00,2971.00,0.4494,1936.79,11695.89,1,6,NULL
386,Mica_02,BC_MCA02_GEN,Mica,BC_MCA_GEN,BC Hydro,BC,Columbia,52.075872,-118.570515,708,British Columbia.a,British Columbia,Mica GS,BC_MCA_GSS,500,1976,1976,2046,,hydro_monthly,hydro_monthly,492.00,2971.00,1.0000,492.00,2971.00,0.4494,1936.79,11695.89,1,6,NULL
387,Mica_03,BC_MCA03_GEN,Mica,BC_MCA_GEN,BC Hydro,BC,Columbia,52.075872,-118.570515,708,British Columbia.a,British Columbia,Mica GS,BC_MCA_GSS,500,1976,1976,2046,,hydro_monthly,hydro_monthly,493.50,2971.00,1.0000,493.50,2971.00,0.4494,1942.70,11695.89,1,6,NULL
388,Mica_04,BC_MCA04_GEN,Mica,BC_MCA_GEN,BC Hydro,BC,Columbia,52.075872,-118.570515,708,British Columbia.a,British Columbia,Mica GS,BC_MCA_GSS,500,1976,1976,2046,,hydro_monthly,hydro_monthly,493.50,2971.00,1.0000,493.50,2971.00,0.4494,1942.70,11695.89,1,6,NULL
389,Mica_05,BC_MCA05_GEN,Mica,BC_MCA_GEN,BC Hydro,BC,Columbia,52.075872,-118.570515,708,British Columbia.a,British Columbia,Mica GS,BC_MCA_GSS,500,2014,2014,2084,,hydro_monthly,hydro_monthly,500.00,2971.00,1.0000,500.00,2971.00,0.4494,1968.45,11695.89,1,6,NULL
390,Mica_06,BC_MCA06_GEN,Mica,BC_MCA_GEN,BC Hydro,BC,Columbia,52.075872,-118.570515,708,British Columbia.a,British Columbia,Mica GS,BC_MCA_GSS,500,2015,2015,2085,,hydro_monthly,hydro_monthly,500.00,2971.00,1.0000,500.00,2971.00,0.4494,1968.45,11695.89,1,6,NULL
391,Mears Creek,BC_MCK00_GEN,Mears Creek,BC_MCK_GEN,Synex Energy Resources Ltd,BC,Gold River,49.872036,-126.213578,300,British Columbia.a,British Columbia,Gold River Pulp,BC_GRP_ISS,230,2004,2004,2024,,hydro_run,hydro_run,3.80,3.80,0.1500,0.57,0.57,0.5858,19.50,19.50,1,1,NULL
392,McMahon_01,BC_MCM01_GEN,McMahon,BC_MCM_GEN,McMahon Cogeneration Plant JV,BC,Taylor,56.146330,-120.671073,465,British Columbia.a,British Columbia,McMahon GS,BC_MCM_GSS,138,1993,1993,2030,2030.0,NG_CG,NG_CC,60.00,120.00,0.9000,54.00,108.00,0.7991,420.00,840.00,1,2,NULL
393,McMahon_02,BC_MCM02_GEN,McMahon,BC_MCM_GEN,McMahon Cogeneration Plant JV,BC,Taylor,56.146330,-120.671073,465,British Columbia.a,British Columbia,McMahon GS,BC_MCM_GSS,138,1993,1993,2030,2030.0,NG_CG,NG_CC,60.00,120.00,0.9000,54.00,108.00,0.7991,420.00,840.00,1,2,NULL
394,McNair Creek,BC_MCN00_GEN,McNair Creek,BC_MCN_GEN,McNair Creek Hydro Limited Partnership,BC,Sechelt,49.515817,-123.501548,111,British Columbia.a,British Columbia,Gibsons,BC_GIB_DSS,138,2004,2004,2044,,hydro_run,hydro_run,9.80,9.80,0.1500,1.47,1.47,0.4426,38.00,38.00,1,1,NULL
395,Miller Creek Power,BC_MCP00_GEN,Miller Creek Power,BC_MCP_GEN,Brown Miller Power LP,BC,Pemberton,50.349883,-122.871352,628,British Columbia.a,British Columbia,Tisdall,BC_TIS_DSS,230,2003,2003,2033,,hydro_run,hydro_run,29.50,29.50,0.1500,4.43,4.43,0.4566,118.00,118.00,1,1,NULL
