,generation_unit_name,generation_unit_code,generation_facility_name,generation_facility_code,owner,province,location,latitude,longitude,elevation,copper_balancing_area,operating_region,connecting_node_name,connecting_node_code,connecting_voltage,start_year,previous_renewal_year,possible_renewal_year,closure_year,gen_type,gen_type_copper,unit_installed_capacity,facility_installed_capacity,capacity_adjustment,unit_effective_capacity,facility_effective_capacity,capacity_factor,unit_average_annual_energy,facility_average_annual_energy,generation_units_represented,total_facility_generation_units,notes
771,Burnside_01,NS_BSD01_GEN,Burnside,NS_BSD_GEN,Nova Scotia Power Inc.,NS,Dartmouth,44.713605,-63.582608,61,Nova Scotia.a,Nova Scotia,Burnside 14H,NS_14H_GSS,138,1976,2006,2036,,oil_CT,diesel,30.00,120.00,0.7300,21.90,87.60,0.0100,2.63,10.51,1,4,Summer Capacity = 25 MW
772,Burnside_02,NS_BSD02_GEN,Burnside,NS_BSD_GEN,Nova Scotia Power Inc.,NS,Dartmouth,44.713605,-63.582608,61,Nova Scotia.a,Nova Scotia,Burnside 14H,NS_14H_GSS,138,1976,2020,2050,,oil_CT,diesel,30.00,120.00,0.7300,21.90,87.60,0.0100,2.63,10.51,1,4,Summer Capacity = 25 MW
773,Burnside_03,NS_BSD03_GEN,Burnside,NS_BSD_GEN,Nova Scotia Power Inc.,NS,Dartmouth,44.713605,-63.582608,61,Nova Scotia.a,Nova Scotia,Burnside 14H,NS_14H_GSS,138,1976,2006,2036,,oil_CT,diesel,30.00,120.00,0.7300,21.90,87.60,0.0100,2.63,10.51,1,4,Summer Capacity = 25 MW
774,Burnside_04,NS_BSD04_GEN,Burnside,NS_BSD_GEN,Nova Scotia Power Inc.,NS,Dartmouth,44.713605,-63.582608,61,Nova Scotia.a,Nova Scotia,Burnside 14H,NS_14H_GSS,138,1976,2015,2035,,oil_CT,diesel,30.00,120.00,0.7300,21.90,87.60,0.0100,2.63,10.51,1,4,Summer Capacity = 25 MW
775,Brenton,NS_BTN00_GEN,Brenton,NS_BTN_GEN,ScotianWEB II Limited Partnership,NS,Yarmouth,43.973642,-66.082899,33,Nova Scotia.a,Nova Scotia,Hebron 16W,NS_16W_DSS,69,2017,2017,2037,,wind_ons,wind_ons,2.00,2.00,0.1800,0.36,0.36,0.3900,6.83,6.83,1,1,NULL
776,Bateston,NS_BTS00_GEN,Bateston,NS_BTS_GEN,Celtic Current Limited Partnership,NS,"Sydney, CBI",45.993268,-59.907625,46,Nova Scotia.a,Nova Scotia,Donkin Road 97S,NS_97S_DSS,69,2015,2015,2035,,wind_ons,wind_ons,2.30,2.30,0.1800,0.41,0.41,0.3900,7.86,7.86,1,1,NULL
777,Chebucto Pockwock,NS_CHP00_GEN,Chebucto Pockwock,NS_CHP_GEN,Pockwock Wind Limited Partnership,NS,Halifax,44.770487,-63.837945,154,Nova Scotia.a,Nova Scotia,Lakeside 103H,NS_103H_DSS,138,2015,2015,2035,,wind_ons,wind_ons,10.00,10.00,0.1800,1.80,1.80,0.3900,34.16,34.16,5,5,NULL
778,Creignishrear,NS_CRG00_GEN,Creignishrear,NS_CRG_GEN,Black River Wind Ltd.,NS,"Judique, CBI",45.727868,-61.425879,238,Nova Scotia.a,Nova Scotia,Port Hastings 2C,NS_2C_DSS,69,2013,2013,2033,,wind_ons,wind_ons,2.00,2.00,0.1800,0.36,0.36,0.3900,6.83,6.83,1,1,NULL
779,Dickie Brook,NS_DBK00_GEN,Dickie Brook,NS_DBK_GEN,Nova Scotia Power Inc.,NS,Guysborough,45.349176,-61.503264,35,Nova Scotia.a,Nova Scotia,Dickie Brook 24C,NS_24C_DSS,69,1948,1948,2026,,hydro_daily,hydro_daily,3.80,3.80,0.9500,3.61,3.61,0.2033,6.77,6.77,2,2,NULL
780,Digby Gullivers Cove,NS_DGN00_GEN,Digby Gullivers Cove,NS_DGN_GEN,NS Power,NS,Digby,44.591309,-65.944468,107,Nova Scotia.a,Nova Scotia,Gullivers Cove 98V,NS_98V_DSS,69,2011,2011,2031,,wind_ons,wind_ons,30.00,30.00,0.1800,5.40,5.40,0.3900,102.49,102.49,20,20,NULL
781,Dalhousie Mountain,NS_DMN00_GEN,Dalhousie Mountain,NS_DMN_GEN,RMS Energy,NS,Truro,45.575574,-62.975929,283,Nova Scotia.a,Nova Scotia,Dalhousie Mountain 91N,NS_91N_GSS,230,2010,2010,2030,,wind_ons,wind_ons,51.00,51.00,0.1800,9.18,9.18,0.3900,174.24,174.24,34,34,NULL
782,Donkin,NS_DNK00_GEN,Donkin,NS_DNK_GEN,Glace Bay Lingan Wind Power Ltd.,NS,Port Caledonia,46.184915,-59.897144,1,Nova Scotia.a,Nova Scotia,Donkin Road 97S,NS_97S_DSS,69,2015,2015,2035,,wind_ons,wind_ons,2.30,2.30,0.1800,0.41,0.41,0.3900,7.86,7.86,1,1,NULL
783,Ellershouse I and II,NS_ELL01_GEN,Ellershouse I and II,NS_ELL_GEN,"Berwick, Antognish and Mahone Bay Municipalities",NS,Ellerhouse,44.935465,-64.028252,99,Nova Scotia.a,Nova Scotia,Ellershouse 102V,NS_102V_GSS,69,2016,2016,2036,,wind_ons,wind_ons,23.50,23.50,0.1800,4.23,4.23,0.3900,80.29,80.29,10,10,NULL
784,Ellershouse III,NS_ELL03_GEN,Ellershouse III,NS_ELL_GEN,"Berwick, Antognish and Mahone Bay Municipalities",NS,Ellerhouse,44.935465,-64.028252,99,Nova Scotia.a,Nova Scotia,Ellershouse 102V,NS_102V_GSS,69,2025,2025,2050,,wind_ons,wind_ons,66.00,66.00,0.1800,11.88,11.88,0.3900,225.48,225.48,12,12,NULL
785,Fairmont,NS_FMT00_GEN,Fairmont,NS_FMT_GEN,Wind Prospect Inc.,NS,Antigonish,45.682461,-61.991295,171,Nova Scotia.a,Nova Scotia,Lochaber Road 4C,NS_4C_DSS,69,2012,2012,2032,,wind_ons,wind_ons,4.60,4.60,0.1800,0.83,0.83,0.3900,15.72,15.72,2,2,NULL
786,Fitzpatrick,NS_FTZ00_GEN,Fitzpatrick,NS_FTZ_GEN,Affinity Renewables Inc.,NS,Pictou,45.623173,-62.908047,204,Nova Scotia.a,Nova Scotia,Haliburton 56N,NS_56N_DSS,69,2015,2015,2035,,wind_ons,wind_ons,1.40,1.40,0.1800,0.25,0.25,0.3900,4.78,4.78,1,1,NULL
787,Fitzpatrick Mountain,NS_FZM00_GEN,Fitzpatrick Mountain,NS_FZM_GEN,Capstone Infrastructure Corporation,NS,Pictou,45.626423,-62.901385,217,Nova Scotia.a,Nova Scotia,Haliburton 56N,NS_56N_DSS,69,2007,2007,2027,,wind_ons,wind_ons,1.60,1.60,0.1800,0.29,0.29,0.3900,5.47,5.47,2,2,NULL
788,Gaetz Brook,NS_GBK00_GEN,Gaetz Brook,NS_GBK_GEN,HG Wind Limited Partnership Natural Forces Wind Inc. ,NS,Musquodoboit Harbour,44.758068,-63.204537,58,Nova Scotia.a,Nova Scotia,Musquodoboit Harbour 87H,NS_87H_DSS,69,2014,2014,2034,,wind_ons,wind_ons,2.30,2.30,0.1800,0.41,0.41,0.3900,7.86,7.86,1,1,NULL
789,Glen Dhu,NS_GDU00_GEN,Glen Dhu,NS_GDU_GEN,Shear Wind,NS,Antigonish,45.646682,-62.221941,236,Nova Scotia.a,Nova Scotia,Glen Dhu 93N,NS_93N_GSS,138,2011,2011,2031,,wind_ons,wind_ons,62.10,62.10,0.1800,11.18,11.18,0.3900,212.16,212.16,27,27,NULL
790,Glace Bay,NS_GLB00_GEN,Glace Bay,NS_GLB_GEN,Glace Bay Lingan Wind Power Ltd.,NS,Glace Bay,46.218002,-59.981031,2,Nova Scotia.a,Nova Scotia,Seaboard 1S,NS_1S_DSS,69,2015,2015,2035,,wind_ons,wind_ons,1.60,1.60,0.1800,0.29,0.29,0.3900,5.47,5.47,2,2,NULL
791,Gardiner Mines,NS_GMN00_GEN,Gardiner Mines,NS_GMN_GEN,Gardiner Mines Wind Farm Limited Partnership,NS,"Sydney, CBI",46.195022,-60.083903,11,Nova Scotia.a,Nova Scotia,Victoria Junction 2S,NS_2S_DSS,69,2016,2016,2036,,wind_ons,wind_ons,7.05,7.05,0.1800,1.27,1.27,0.3900,24.09,24.09,3,3,NULL
792,Greenfield,NS_GRF00_GEN,Greenfield,NS_GRF_GEN,Affinity Wind LP,NS,Truro,45.346414,-63.139794,180,Nova Scotia.a,Nova Scotia,Onslow 1N,NS_1N_DSS,69,2015,2015,2035,,wind_ons,wind_ons,3.20,3.20,0.1800,0.58,0.58,0.3900,10.93,10.93,2,2,NULL
793,Granville Ferry,NS_GVF00_GEN,Granville Ferry,NS_GVF_GEN,Scotian Web Limited Partnership,NS,Digby,44.765328,-65.511803,25,Nova Scotia.a,Nova Scotia,Annapolis 81V,NS_81V_GSS,69,2014,2014,2034,,wind_ons,wind_ons,2.00,2.00,0.1800,0.36,0.36,0.3900,6.83,6.83,1,1,Also called Parker Mountain
794,Hardwood Lands,NS_HDL00_GEN,Hardwood Lands,NS_HDL_GEN,ScotianWEB II Limited Partnership,NS,Enfield,45.091060,-63.523805,67,Nova Scotia.a,Nova Scotia,Elmsdale 82V,NS_82V_DSS,69,2017,2017,2037,,wind_ons,wind_ons,6.00,6.00,0.1800,1.08,1.08,0.3900,20.50,20.50,3,3,NULL
795,Higgins Mountain,NS_HGM00_GEN,Higgins Mountain,NS_HGM_GEN,Elemental Energy,NS,Springhill,45.588975,-63.613982,301,Nova Scotia.a,Nova Scotia,Higgins Mountain,NS_HGM_GSS,138,2025,2025,2050,,wind_ons,wind_ons,100.00,100.00,0.1800,18.00,18.00,0.3900,341.64,341.64,20,20,NULL
796,Hillside-Boularderie,NS_HLB00_GEN,Hillside-Boularderie,NS_HLB_GEN,HG Wind Limited Partnership Natural Forces Wind Inc.,NS,"Sydney, CBI",46.244666,-60.348305,82,Nova Scotia.a,Nova Scotia,Victoria Junction 2S,NS_2S_DSS,69,2015,2015,2035,,wind_ons,wind_ons,4.70,4.70,0.1800,0.85,0.85,0.3900,16.06,16.06,2,2,NULL
797,Higgins Mountain Riverhurst,NS_HMR00_GEN,Higgins Mountain Riverhurst,NS_HMR_GEN,Confederation Power Ltd. ,NS,Springhill,45.588975,-63.613982,301,Nova Scotia.a,Nova Scotia,Springhill 74N,NS_74N_DSS,69,2007,2007,2027,,wind_ons,wind_ons,3.60,3.60,0.1800,0.65,0.65,0.3900,12.30,12.30,3,3,NULL
798,Irish Mountain,NS_IRM00_GEN,Irish Mountain,NS_IRM_GEN,Black River Wind Ltd. ,NS,Antigonish,45.493288,-62.624287,153,Nova Scotia.a,Nova Scotia,Lochaber Road 4C,NS_4C_DSS,69,2013,2013,2033,,wind_ons,wind_ons,2.00,2.00,0.1800,0.36,0.36,0.3900,6.83,6.83,1,1,NULL
799,Isle Madame,NS_ISM00_GEN,Isle Madame,NS_ISM_GEN,ScotianWEB Limited Partnership ,NS,Isle Madame,45.567921,-61.074432,17,Nova Scotia.a,Nova Scotia,St Peters 59C,NS_59C_DSS,69,2015,2015,2035,,wind_ons,wind_ons,2.00,2.00,0.1800,0.36,0.36,0.3900,6.83,6.83,1,1,NULL
800,Ketch Harbour,NS_KHB00_GEN,Ketch Harbour,NS_KHB_GEN,Watts Wind 4 Limited Partnership ,NS,Halifax,44.537184,-63.609811,46,Nova Scotia.a,Nova Scotia,Lakeside 103H,NS_103H_DSS,69,2016,2016,2036,,wind_ons,wind_ons,4.60,4.60,0.1800,0.83,0.83,0.3900,15.72,15.72,3,3,NULL
801,Kemptown,NS_KMP00_GEN,Kemptown,NS_KMP_GEN,Affinity Wind LP,NS,Truro,45.447792,-63.117668,152,Nova Scotia.a,Nova Scotia,Onslow 1N,NS_1N_DSS,69,2015,2015,2035,,wind_ons,wind_ons,4.99,4.99,0.1800,0.90,0.90,0.3900,17.05,17.05,3,3,NULL
802,Kaizer Meadow,NS_KMW00_GEN,Kaizer Meadow,NS_KMW_GEN,Municipality of the District of Chester ,NS,Chester,44.727771,-64.254370,186,Nova Scotia.a,Nova Scotia,Robinsons Corner 84W,NS_84W_DSS,69,2014,2014,2034,,wind_ons,wind_ons,2.00,2.00,0.1800,0.36,0.36,0.3900,6.83,6.83,1,1,NULL
803,Lingan_01,NS_LGN01_GEN,Lingan,NS_LGN_GEN,Nova Scotia Power Inc.,NS,"Lingan, CBI",46.239390,-60.038020,6,Nova Scotia.a,Nova Scotia,Lingan 88S,NS_88S_GSS,230,1979,1979,2039,,coal,coal,150.00,603.00,0.9000,135.00,542.70,0.5578,732.92,2629.64,1,4,NULL
804,Lingan_02,NS_LGN02_GEN,Lingan,NS_LGN_GEN,Nova Scotia Power Inc.,NS,"Lingan, CBI",46.239390,-60.038020,6,Nova Scotia.a,Nova Scotia,Lingan 88S,NS_88S_GSS,230,1980,1980,2024,,coal,coal,150.00,603.00,0.9000,135.00,542.70,0.3878,509.54,2629.64,1,4,NULL
805,Lingan_03,NS_LGN03_GEN,Lingan,NS_LGN_GEN,Nova Scotia Power Inc.,NS,"Lingan, CBI",46.239390,-60.038020,6,Nova Scotia.a,Nova Scotia,Lingan 88S,NS_88S_GSS,230,1983,1983,2039,,coal,coal,150.00,603.00,0.9000,135.00,542.70,0.4822,633.64,2629.64,1,4,NULL
806,Lingan_04,NS_LGN04_GEN,Lingan,NS_LGN_GEN,Nova Scotia Power Inc.,NS,"Lingan, CBI",46.239390,-60.038020,6,Nova Scotia.a,Nova Scotia,Lingan 88S,NS_88S_GSS,230,1984,1984,2039,,coal,coal,153.00,603.00,0.9000,137.70,542.70,0.5622,753.54,2629.64,1,4,NULL
807,Limerock,NS_LMK00_GEN,Limerock,NS_LMK_GEN,Affinity Wind LP,NS,New Glasgow,45.540084,-62.824553,179,Nova Scotia.a,Nova Scotia,Trenton 50N,NS_50N_DSS,69,2015,2015,2035,,wind_ons,wind_ons,4.99,4.99,0.1800,0.90,0.90,0.3900,17.05,17.05,3,3,NULL
808,Lingan Wind,NS_LNW00_GEN,Lingan Wind,NS_LNW_GEN,Glace Bay Lingan Wind Power Ltd.,NS,"Lingan, CBI",46.242293,-60.042594,20,Nova Scotia.a,Nova Scotia,Lingan Wind 109S,NS_109S_GSS,69,2012,2012,2032,,wind_ons,wind_ons,18.40,18.40,0.1800,3.31,3.31,0.3900,62.86,62.86,8,8,NULL
809,Lequille,NS_LQL00_GEN,Lequille,NS_LQL_GEN,Nova Scotia Power Inc.,NS,Annapolis Royal,44.726689,-65.496695,30,Nova Scotia.a,Nova Scotia,Lequille 12V,NS_12V_GSS,69,1968,2017,2067,,hydro_daily,hydro_daily,11.20,11.20,0.9500,10.64,10.64,0.2667,26.16,26.16,1,1,NULL
810,Little River,NS_LTR00_GEN,Little River,NS_LTR_GEN,ScotianWEB Limited Partnership,NS,Digby,43.753402,-66.030177,5,Nova Scotia.a,Nova Scotia,Gullivers Cove 98V,NS_98V_DSS,69,2014,2014,2034,,wind_ons,wind_ons,2.00,2.00,0.1800,0.36,0.36,0.3900,6.83,6.83,1,1,NULL
811,Liverpool,NS_LVP00_GEN,Liverpool,NS_LVP_GEN,Liverpoool Wind Energy Storage Project Inc.,NS,Liverpool,43.753402,-66.030177,5,Nova Scotia.a,Nova Scotia,Liverpool 48W,NS_48W_DSS,69,2017,2017,2037,,wind_ons,wind_ons,4.70,4.70,0.1800,0.85,0.85,0.3900,16.06,16.06,2,2,NULL
812,Mulgrave,NS_MLG00_GEN,Mulgrave,NS_MLG_GEN,Celtic Current Limited Partnership,NS,Antigonish,45.620609,-61.434908,117,Nova Scotia.a,Nova Scotia,Lochaber Road 4C,NS_4C_DSS,69,2015,2015,2035,,wind_ons,wind_ons,2.35,2.35,0.1800,0.42,0.42,0.3900,8.03,8.03,1,1,NULL
813,Mersey_01 Upper Lake Falls 1,NS_MSY01_GEN,Mersey,NS_MSY_GEN,Nova Scotia Power Inc.,NS,Liverpool,44.157376,-64.998404,71,Nova Scotia.a,Nova Scotia,Upper Lake Falls 1W,NS_1W_GSS,69,1929,2015,2025,,hydro_daily,hydro_daily,2.70,42.50,0.9500,2.57,40.38,0.6067,14.35,225.86,1,2,NULL
814,Mersey_02 Upper Lake Falls 2,NS_MSY02_GEN,Mersey,NS_MSY_GEN,Nova Scotia Power Inc.,NS,Liverpool,44.157376,-64.998404,71,Nova Scotia.a,Nova Scotia,Upper Lake Falls 1W,NS_1W_GSS,69,1929,2014,2025,,hydro_daily,hydro_daily,2.70,42.50,0.9500,2.57,40.38,0.6067,14.35,225.86,1,2,NULL
815,Mersey_03 Lower Lake Falls 1,NS_MSY03_GEN,Mersey,NS_MSY_GEN,Nova Scotia Power Inc.,NS,Liverpool,44.157654,-64.977258,66,Nova Scotia.a,Nova Scotia,Lower Lake Falls 2W,NS_2W_GSS,69,1929,1929,2025,,hydro_daily,hydro_daily,3.70,42.50,0.9500,3.52,40.38,0.6067,19.66,225.86,1,2,NULL
816,Mersey_04 Lower Lake Falls 2,NS_MSY04_GEN,Mersey,NS_MSY_GEN,Nova Scotia Power Inc.,NS,Liverpool,44.157654,-64.977258,66,Nova Scotia.a,Nova Scotia,Lower Lake Falls 2W,NS_2W_GSS,69,1929,1929,2025,,hydro_daily,hydro_daily,3.70,42.50,0.9500,3.52,40.38,0.6067,19.66,225.86,1,2,NULL
817,Mersey_05 Big Falls 1,NS_MSY05_GEN,Mersey,NS_MSY_GEN,Nova Scotia Power Inc.,NS,Liverpool,44.138011,-64.935360,66,Nova Scotia.a,Nova Scotia,Big Falls 3W,NS_3W_GSS,69,1929,1929,2025,,hydro_daily,hydro_daily,4.50,42.50,0.9500,4.27,40.38,0.6067,23.91,225.86,1,2,NULL
818,Mersey_06 Big Falls 2,NS_MSY06_GEN,Mersey,NS_MSY_GEN,Nova Scotia Power Inc.,NS,Liverpool,44.138011,-64.935360,66,Nova Scotia.a,Nova Scotia,Big Falls 3W,NS_3W_GSS,69,1929,2012,2025,,hydro_daily,hydro_daily,4.50,42.50,0.9500,4.27,40.38,0.6067,23.91,225.86,1,2,NULL
819,Mersey_07 Lower Great Brook 1,NS_MSY07_GEN,Mersey,NS_MSY_GEN,Nova Scotia Power Inc.,NS,Liverpool,44.090042,-64.847920,37,Nova Scotia.a,Nova Scotia,Lower Great Brook 4W,NS_4W_GSS,69,1955,1955,2025,,hydro_daily,hydro_daily,2.25,42.50,0.9500,2.14,40.38,0.6067,11.96,225.86,1,2,NULL
820,Mersey_08 Lower Great Brook 2,NS_MSY08_GEN,Mersey,NS_MSY_GEN,Nova Scotia Power Inc.,NS,Liverpool,44.090042,-64.847920,37,Nova Scotia.a,Nova Scotia,Lower Great Brook 4W,NS_4W_GSS,69,1955,1955,2025,,hydro_daily,hydro_daily,2.25,42.50,0.9500,2.14,40.38,0.6067,11.96,225.86,1,2,NULL
821,Mersey_09 Deep Brook 1,NS_MSY09_GEN,Mersey,NS_MSY_GEN,Nova Scotia Power Inc.,NS,Liverpool,44.080556,-64.790755,18,Nova Scotia.a,Nova Scotia,Milton 50W,NS_50W_DSS,69,1950,1950,2025,,hydro_daily,hydro_daily,4.50,42.50,0.9500,4.27,40.38,0.6067,23.91,225.86,1,2,NULL
822,Mersey_10 Deep Brook 2,NS_MSY10_GEN,Mersey,NS_MSY_GEN,Nova Scotia Power Inc.,NS,Liverpool,44.080556,-64.790755,18,Nova Scotia.a,Nova Scotia,Milton 50W,NS_50W_DSS,69,1950,1950,2025,,hydro_daily,hydro_daily,4.50,42.50,0.9500,4.27,40.38,0.6067,23.91,225.86,1,2,NULL
823,Mersey_11Cowie Falls 1,NS_MSY11_GEN,Mersey,NS_MSY_GEN,Nova Scotia Power Inc.,NS,Liverpool,44.074268,-64.770730,14,Nova Scotia.a,Nova Scotia,Milton 50W,NS_50W_DSS,69,1938,1938,2025,,hydro_daily,hydro_daily,3.60,42.50,0.9500,3.42,40.38,0.6067,19.13,225.86,1,2,NULL
824,Mersey_12 Cowie Falls 2,NS_MSY12_GEN,Mersey,NS_MSY_GEN,Nova Scotia Power Inc.,NS,Liverpool,44.074268,-64.770730,14,Nova Scotia.a,Nova Scotia,Milton 50W,NS_50W_DSS,69,1938,1938,2025,,hydro_daily,hydro_daily,3.60,42.50,0.9500,3.42,40.38,0.6067,19.13,225.86,1,2,NULL
825,Martock Ridge,NS_MTR00_GEN,Martock Ridge,NS_MTR_GEN,ScotianWEB Limited Partnership,NS,Windsor,44.925931,-64.120050,181,Nova Scotia.a,Nova Scotia,Three Mile Plains 79V,NS_79V_DSS,69,2015,2015,2035,,wind_ons,wind_ons,6.00,6.00,0.1800,1.08,1.08,0.3900,20.50,20.50,3,3,NULL
826,Maryvale,NS_MVL00_GEN,Maryvale,NS_MVL_GEN,Maryvale Wind LP,NS,Antigonish,45.728159,-62.065101,177,Nova Scotia.a,Nova Scotia,Lochaber Road 4C,NS_4C_DSS,69,2010,2010,2030,,wind_ons,wind_ons,6.00,6.00,0.1800,1.08,1.08,0.3900,20.50,20.50,4,4,NULL
827,North Beaverbank,NS_NBK00_GEN,North Beaverbank,NS_NBK_GEN,ScotianWEB Limited Partnership,NS,Truro,44.915093,-63.681529,154,Nova Scotia.a,Nova Scotia,Onslow 1N,NS_1N_DSS,69,2015,2015,2035,,wind_ons,wind_ons,8.00,8.00,0.1800,1.44,1.44,0.3900,27.33,27.33,4,4,NULL
828,New Glasgow,NS_NGL00_GEN,New Glasgow,NS_NGL_GEN,Watts Wind II Limited Partnership,NS,New Glasgow,45.506621,-62.608881,166,Nova Scotia.a,Nova Scotia,Trenton 50N,NS_50N_DSS,69,2015,2015,2035,,wind_ons,wind_ons,6.40,6.40,0.1800,1.15,1.15,0.3900,21.86,21.86,4,4,NULL
829,Nine Mile River,NS_NMR00_GEN,Nine Mile River,NS_NMR_GEN,ScotianWEB Limited Partnership,NS,Enfield,45.022245,-63.655131,152,Nova Scotia.a,Nova Scotia,Elmsdale 82V,NS_82V_DSS,69,2015,2015,2035,,wind_ons,wind_ons,4.00,4.00,0.1800,0.72,0.72,0.3900,13.67,13.67,2,2,NULL
830,Nictaux,NS_NTX00_GEN,Nictaux,NS_NTX_GEN,Nova Scotia Power Inc.,NS,Annapolis Royal,44.909056,-65.029910,35,Nova Scotia.a,Nova Scotia,Nictaux 10V,NS_10V_GSS,69,1954,2024,2094,,hydro_daily,hydro_daily,8.30,8.30,0.9500,7.89,7.89,0.5233,38.05,38.05,1,1,NULL
831,Nuttby Mountain,NS_NUT00_GEN,Nuttby Mountain,NS_NUT_GEN,Nova Scotia Power Inc.,NS,Truro,45.560659,-63.203744,248,Nova Scotia.a,Nova Scotia,Nuttby Mountain 89N,NS_89N_GSS,69,2011,2011,2031,,wind_ons,wind_ons,50.60,50.60,0.1800,9.11,9.11,0.3900,172.87,172.87,22,22,NULL
832,New Victoria,NS_NVC00_GEN,New Victoria,NS_NVC_GEN,Celtic Current Limited Partnership,NS,New Victoria,46.243507,-60.136882,26,Nova Scotia.a,Nova Scotia,New Waterford 15S,NS_15S_DSS,69,2017,2017,2037,,wind_ons,wind_ons,2.35,2.35,0.1800,0.42,0.42,0.3900,8.03,8.03,1,1,NULL
833,Point Aconi Coal,NS_PAC00_GEN,Point Aconi Coal,NS_PAC_GEN,Nova Scotia Power Inc.,NS,"Point Aconi, CBI",46.320667,-60.330155,9,Nova Scotia.a,Nova Scotia,Point Aconi 102S,NS_89S_DSS,230,1994,2010,2030,,coal,coal,165.00,165.00,0.9000,148.50,148.50,0.7456,1077.63,1077.63,1,1,NULL
834,Point Aconi Wind,NS_PAW00_GEN,Point Aconi Wind,NS_PAW_GEN,Celtic Current Limited Partnership,NS,"Sydney, CBI",46.321803,-60.319523,13,Nova Scotia.a,Nova Scotia,Point Aconi 89S,NS_102S_GSS,69,2015,2015,2035,,wind_ons,wind_ons,1.90,1.90,0.1800,0.34,0.34,0.3900,6.49,6.49,1,1,NULL
835,Pictou Landing,NS_PCT00_GEN,Pictou Landing,NS_PCT_GEN,Mikmaq Wind4All Communities Limited Partnership ,NS,Pictou,45.666790,-62.688006,9,Nova Scotia.a,Nova Scotia,Pictou 55N,NS_55N_DSS,69,2017,2017,2037,,wind_ons,wind_ons,1.60,1.60,0.1800,0.29,0.29,0.3900,5.47,5.47,1,1,NULL
836,Port Hawkesbury Biomass,NS_PHB00_GEN,Port Hawkesbury Biomass,NS_PHB_GEN,Nova Scotia Power Inc.,NS,"Port Hawkesbury, CBI",45.597482,-61.356305,10,Nova Scotia.a,Nova Scotia,St Peters 59C,NS_59C_DSS,69,2013,2023,2033,,biomass,biomass,63.80,63.80,0.9600,61.25,61.25,0.3667,204.93,204.93,1,1,NULL
837,Porters Lake,NS_PLK00_GEN,Porters Lake,NS_PLK_GEN,Watts wind III Limited Partnership,NS,Musquodoboit Harbour,44.725309,-63.356966,58,Nova Scotia.a,Nova Scotia,Musquodoboit Harbour 87H,NS_87H_DSS,69,2016,2016,2036,,wind_ons,wind_ons,3.20,3.20,0.1800,0.58,0.58,0.3900,10.93,10.93,2,2,NULL
838,Paradise,NS_PRD00_GEN,Paradise,NS_PRD_GEN,Nova Scotia Power Inc.,NS,Annapolis Royal,44.811687,-65.218537,186,Nova Scotia.a,Nova Scotia,Paradise 11V,NS_11V_DSS,69,1950,2020,2090,,hydro_daily,hydro_daily,4.70,4.70,0.9500,4.47,4.47,0.5667,23.33,23.33,1,1,NULL
839,Point Tupper Coal,NS_PTC00_GEN,Point Tupper Coal,NS_PTC_GEN,Nova Scotia Power Inc.,NS,"Point Tupper, CBI",45.587858,-61.348609,9,Nova Scotia.a,Nova Scotia,Point Tupper 1C,NS_1C_DSS,138,1987,2011,2039,,coal,coal,150.00,150.00,0.9000,135.00,135.00,0.6833,897.90,897.90,1,1,NULL
840,Point Tupper Wind,NS_PTW00_GEN,Point Tupper Wind,NS_PTW_GEN,Renewable Energy Services Ltd./NS Power 47.4%,NS,Point Tupper,45.571915,-61.311237,65,Nova Scotia.a,Nova Scotia,Point Tupper 1C,NS_1C_DSS,69,2010,2010,2030,,wind_ons,wind_ons,24.00,24.00,0.1800,4.32,4.32,0.3900,81.99,81.99,12,12,NULL
841,Pubnico Point,NS_PUP00_GEN,Pubnico Point,NS_PUP_GEN,Pubnico Point Wind Farm Inc.,NS,Yarmouth,43.606890,-65.794790,10,Nova Scotia.a,Nova Scotia,Pubnico Point 106W,NS_106W_GSS,69,2005,2005,2025,,wind_ons,wind_ons,30.60,30.60,0.1800,5.51,5.51,0.3900,104.54,104.54,17,17,NULL
842,Sable,NS_SBL00_GEN,Sable,NS_SBL_GEN,Municipality of the District of Guysborough ,NS,Guysborough,45.318563,-60.993902,20,Nova Scotia.a,Nova Scotia,Dickie Brook 24C,NS_24C_DSS,69,2015,2015,2035,,wind_ons,wind_ons,13.80,13.80,0.1800,2.48,2.48,0.3900,47.15,47.15,6,6,NULL
843,Sissiboo_01,NS_SBO01_GEN,Sissiboo,NS_SBO_GEN,Nova Scotia Power Inc.,NS,Digby,44.430747,-65.872244,48,Nova Scotia.a,Nova Scotia,Sissiboo 15V,NS_15V_GSS,69,1961,2015,2035,,hydro_daily,hydro_daily,5.00,24.00,0.9500,4.75,22.80,0.3533,15.48,74.28,1,1,NULL
844,Sissiboo_02 Weymouth 1,NS_SBO02_GEN,Sissiboo,NS_SBO_GEN,Nova Scotia Power Inc.,NS,Digby,44.407502,-65.949056,40,Nova Scotia.a,Nova Scotia,Weymouth 16V,NS_16V_GSS,69,1961,2020,2040,,hydro_daily,hydro_daily,9.50,24.00,0.9500,9.03,22.80,0.3533,29.40,74.28,1,2,NULL
