,generation_unit_name,generation_unit_code,generation_facility_name,generation_facility_code,owner,province,location,latitude,longitude,elevation,copper_balancing_area,operating_region,connecting_node_name,connecting_node_code,connecting_voltage,start_year,previous_renewal_year,possible_renewal_year,closure_year,gen_type,gen_type_copper,unit_installed_capacity,facility_installed_capacity,capacity_adjustment,unit_effective_capacity,facility_effective_capacity,capacity_factor,unit_average_annual_energy,facility_average_annual_energy,generation_units_represented,total_facility_generation_units,notes
698,Deer Lake_07,NL_DLP07_GEN,Deer Lake,NL_DLP_GEN,Kruger Energy,NL,Deer Lake,49.169874,-57.436184,10,Newfoundland and Labrador.a,Newfoundland and Labrador,Deer Lake GS DLP,NL_DLP_GSS,66,1925,1925,1995,,hydro_daily,hydro_daily,11.50,125.50,0.7500,8.63,94.13,0.9331,94.00,788.00,1,9,Capacities for 60 Hz units assumed equivalent
699,Deer Lake_08,NL_DLP08_GEN,Deer Lake,NL_DLP_GEN,Kruger Energy,NL,Deer Lake,49.169874,-57.436184,10,Newfoundland and Labrador.a,Newfoundland and Labrador,Deer Lake GS DLP,NL_DLP_GSS,66,1925,1925,1995,,hydro_daily,hydro_daily,22.50,125.50,0.7500,16.88,94.13,0.3298,65.00,788.00,1,9,Generates at 50 Hz so effective capacity reduced
700,Deer Lake_09,NL_DLP09_GEN,Deer Lake,NL_DLP_GEN,Kruger Energy,NL,Deer Lake,49.169874,-57.436184,10,Newfoundland and Labrador.a,Newfoundland and Labrador,Deer Lake GS DLP,NL_DLP_GSS,66,1925,1925,1995,,hydro_daily,hydro_daily,22.50,125.50,0.7500,16.88,94.13,0.3298,65.00,788.00,1,9,Generates at 50 Hz so effective capacity reduced
701,Fermeuse,NL_FER00_GEN,Fermeuse,NL_FER_GEN,Elemental Energy,NL,Fermeuse,46.967224,-52.958165,20,Newfoundland and Labrador.a,Newfoundland and Labrador,Fermeuse FER,NL_FER_DSS,66,2008,2008,2028,,wind_ons,wind_ons,27.00,27.00,0.2200,5.94,5.94,0.3551,84.00,84.00,9,9,NULL
702,Granite Canal,NL_GCL00_GEN,Granite Canal,NL_GCL_GEN,Nalcor Energy,NL,Bay DEspoir System,48.196703,-56.815029,289,Newfoundland and Labrador.a,Newfoundland and Labrador,Granite Canal GCL,NL_GCL_GSS,230,2003,2019,2039,,hydro_monthly,hydro_monthly,40.00,40.00,1.0000,40.00,40.00,0.7021,246.00,246.00,1,1,NULL
703,Grand Falls_04,NL_GFS04_GEN,Grand Falls,NL_GFS_GEN,Nalcor Energy,NL,Exploits River,48.925438,-55.668022,53,Newfoundland and Labrador.a,Newfoundland and Labrador,Grand Falls GFS,NL_GFS_DSS,230,1905,1905,1975,,hydro_daily,hydro_daily,29.00,75.00,0.6250,18.13,46.88,0.7306,185.60,480.00,1,6,NULL
704,Grand Falls_05,NL_GFS05_GEN,Grand Falls,NL_GFS_GEN,Nalcor Energy,NL,Exploits River,48.925438,-55.668022,53,Newfoundland and Labrador.a,Newfoundland and Labrador,Grand Falls GFS,NL_GFS_DSS,230,1905,1905,1975,,hydro_daily,hydro_daily,4.00,75.00,0.6250,2.50,46.88,0.7306,25.60,480.00,1,6,NULL
705,Grand Falls_06,NL_GFS06_GEN,Grand Falls,NL_GFS_GEN,Nalcor Energy,NL,Exploits River,48.925438,-55.668022,53,Newfoundland and Labrador.a,Newfoundland and Labrador,Grand Falls GFS,NL_GFS_DSS,230,1905,1905,1975,,hydro_daily,hydro_daily,4.00,75.00,0.6250,2.50,46.88,0.7306,25.60,480.00,1,6,NULL
706,Grand Falls_07,NL_GFS07_GEN,Grand Falls,NL_GFS_GEN,Nalcor Energy,NL,Exploits River,48.925438,-55.668022,53,Newfoundland and Labrador.a,Newfoundland and Labrador,Grand Falls GFS,NL_GFS_DSS,230,1905,1905,1975,,hydro_daily,hydro_daily,4.00,75.00,0.6250,2.50,46.88,0.7306,25.60,480.00,1,6,NULL
707,Grand Falls_08,NL_GFS08_GEN,Grand Falls,NL_GFS_GEN,Nalcor Energy,NL,Exploits River,48.925438,-55.668022,53,Newfoundland and Labrador.a,Newfoundland and Labrador,Grand Falls GFS,NL_GFS_DSS,230,1905,1905,1975,,hydro_daily,hydro_daily,4.00,75.00,0.6250,2.50,46.88,0.7306,25.60,480.00,1,6,NULL
708,Grand Falls_09,NL_GFS09_GEN,Grand Falls,NL_GFS_GEN,Nalcor Energy,NL,Exploits River,48.925438,-55.668022,53,Newfoundland and Labrador.a,Newfoundland and Labrador,Grand Falls GFS,NL_GFS_DSS,230,1905,1905,1975,,hydro_daily,hydro_daily,30.00,75.00,0.6250,18.75,46.88,0.7306,192.00,480.00,1,6,NULL
709,Greenhill,NL_GRH00_GEN,Greenhill,NL_GRH_GEN,Newfoundland Power,NL,Burin,47.101938,-55.760149,1,Newfoundland and Labrador.a,Newfoundland and Labrador,Greenhill GRH,NL_GRH_DSS,66,1975,2009,2025,,gas_CT,diesel,20.00,20.00,1.0000,20.00,20.00,0.0024,0.42,0.42,1,1,Back up facility
710,Hawkes Bay,NL_HBY00_GEN,Hawkes Bay,NL_HBY_GEN,Nalcor Energy,NL,Hawkes Bay,50.609492,-57.169115,5,Newfoundland and Labrador.a,Newfoundland and Labrador,Hawkes Bay HBY,NL_HBY_GSS,66,1971,2001,2031,,diesel_CT,diesel,5.00,5.00,1.0000,5.00,5.00,0.0100,0.44,0.44,1,1,Back up facility
711,Horsechops,NL_HCP00_GEN,Horsechops,NL_HCP_GEN,Newfoundland Power,NL,St. Johns,47.131947,-52.981676,56,Newfoundland and Labrador.a,Newfoundland and Labrador,Horsechops HCP,NL_HCP_GSS,66,1953,1953,2025,,hydro_daily,hydro_daily,8.30,8.30,0.7500,6.23,6.23,0.5500,39.99,39.99,1,1,NULL
712,Hearts Content,NL_HCT00_GEN,Hearts Content,NL_HCT_GEN,Newfoundland Power,NL,Avalon,47.862843,-53.375845,47,Newfoundland and Labrador.a,Newfoundland and Labrador,Hearts Content HCT,NL_HCT_DSS,66,1960,2014,2054,,hydro_daily,hydro_daily,2.37,2.37,0.7500,1.78,1.78,0.3988,8.28,8.28,1,1,NULL
713,Holyrood Diesel,NL_HLD00_GEN,Holyrood Diesel,NL_HLD_GEN,Nalcor Energy,NL,Conception Bay South,47.385810,-53.127667,2,Newfoundland and Labrador.a,Newfoundland and Labrador,Holyrood GS HOL,NL_HOL_GSS,138,2015,2015,2045,,diesel_CT,diesel,12.00,12.00,1.0000,12.00,12.00,0.0100,1.05,1.05,1,1,Black start diesel facility
714,Hinds Lake,NL_HLK00_GEN,Hinds Lake,NL_HLK_GEN,Nalcor Energy,NL,Grand Lake,49.082345,-57.201028,153,Newfoundland and Labrador.a,Newfoundland and Labrador,Hinds Lake HLK,NL_HLK_GSS,138,1980,1980,2050,,hydro_daily,hydro_daily,75.00,75.00,1.0000,75.00,75.00,0.5388,354.00,354.00,1,1,NULL
715,Holyrood_01,NL_HOL01_GEN,Holyrood,NL_HOL_GEN,Nalcor Energy,NL,Conception Bay South,47.385810,-53.127667,2,Newfoundland and Labrador.a,Newfoundland and Labrador,Holyrood GS HOL,NL_HOL_GSS,230,1970,2012,2030,2030.0,oil_ST,diesel,170.00,75.00,1.0000,170.00,75.00,0.2500,372.30,354.00,1,4,NULL
716,Holyrood_02,NL_HOL02_GEN,Holyrood,NL_HOL_GEN,Nalcor Energy,NL,Conception Bay South,47.385810,-53.127667,2,Newfoundland and Labrador.a,Newfoundland and Labrador,Holyrood GS HOL,NL_HOL_GSS,230,1971,2023,2030,2030.0,oil_ST,diesel,170.00,75.00,1.0000,170.00,75.00,0.2500,372.30,354.00,1,4,NULL
717,Holyrood_03,NL_HOL03_GEN,Holyrood,NL_HOL_GEN,Nalcor Energy,NL,Conception Bay South,47.385810,-53.127667,2,Newfoundland and Labrador.a,Newfoundland and Labrador,Holyrood GS HOL,NL_HOL_GSS,230,1980,2016,2030,2030.0,oil_ST,diesel,150.00,75.00,1.0000,150.00,75.00,0.2500,328.50,354.00,1,4,NULL
718,Holyrood_04,NL_HOL04_GEN,Holyrood,NL_HOL_GEN,Nalcor Energy,NL,Conception Bay South,47.385810,-53.127667,2,Newfoundland and Labrador.a,Newfoundland and Labrador,Holyrood GS HOL,NL_HOL_GSS,230,2014,2014,2044,,gas_CT,diesel,123.50,75.00,1.0000,123.50,75.00,0.0000,0.00,354.00,1,4,NULL
719,Happy Valley Gas,NL_HVG00_GEN,Happy Valley Gas,NL_HVG_GEN,Nalcor Energy,NL,"Happy Valley - Goose Bay, Labrador",53.298647,-60.379797,32,Newfoundland and Labrador.b,Newfoundland and Labrador,Happy Valley HVY,NL_HVY_DSS,138,1992,1992,2030,2030.0,gas_CT,diesel,25.00,25.00,1.0000,25.00,25.00,0.0100,2.19,2.19,1,1,NULL
720,Hardwoods,NL_HWD00_GEN,Hardwoods,NL_HWD_GEN,Nalcor Energy,NL,St. Johns,47.588222,-52.782323,201,Newfoundland and Labrador.a,Newfoundland and Labrador,Hardwoods HWD,NL_HWD_DSS,66,1976,2017,2047,,gas_CT,diesel,50.00,50.00,1.0000,50.00,50.00,0.0100,4.38,4.38,1,1,Primarily operates in synchronous condense mode
721,Lookout Brook,NL_LBK00_GEN,Lookout Brook,NL_LBK_GEN,Newfoundland Power,NL,Stephenville,48.366132,-58.293980,107,Newfoundland and Labrador.a,Newfoundland and Labrador,Lookout Brook LBK,NL_LBK_DSS,66,1945,2010,2026,,hydro_daily,hydro_daily,6.15,6.15,0.7500,4.61,4.61,0.5706,30.74,30.74,1,2,NULL
722,Lockston,NL_LOK00_GEN,Lockston,NL_LOK_GEN,Newfoundland Power,NL,Clarenville,48.400849,-53.378714,48,Newfoundland and Labrador.a,Newfoundland and Labrador,Lockston LOK,NL_LOK_DSS,66,1956,2012,2052,,hydro_daily,hydro_daily,3.38,3.38,0.7500,2.54,2.54,0.3722,11.02,11.02,1,2,NULL
723,Mobile,NL_MOB00_GEN,Mobile,NL_MOB_GEN,Newfoundland Power,NL,Mobile,47.247874,-52.841793,45,Newfoundland and Labrador.a,Newfoundland and Labrador,Mobile MOB,NL_MOB_DSS,66,1950,1950,2024,,hydro_daily,hydro_daily,11.97,11.97,0.7500,8.98,8.98,0.4588,48.11,48.11,1,1,NULL
724,Morris,NL_MRP00_GEN,Morris,NL_MRP_GEN,Newfoundland Power,NL,St. Johns,47.253694,-52.935813,133,Newfoundland and Labrador.a,Newfoundland and Labrador,Morris MRP,NL_MRP_GSS,66,1983,1983,2027,,hydro_daily,hydro_daily,1.14,1.14,0.7500,0.86,0.86,0.5252,5.24,5.24,1,1,NULL
725,Muskrat Falls_01,NL_MSF01_GEN,Muskrat Falls,NL_MSF_GEN,Nalcor Energy,NL,"Churchill River, Labrador",53.247579,-60.772783,32,Newfoundland and Labrador.b,Newfoundland and Labrador,Muskrat Falls TS2,NL_TS2_CSS,315,2020,2020,2090,,hydro_monthly,hydro_monthly,206.00,824.00,0.9525,196.20,784.82,0.6802,1227.50,4910.00,1,4,NULL
726,Muskrat Falls_02,NL_MSF02_GEN,Muskrat Falls,NL_MSF_GEN,Nalcor Energy,NL,"Churchill River, Labrador",53.247579,-60.772783,32,Newfoundland and Labrador.b,Newfoundland and Labrador,Muskrat Falls TS2,NL_TS2_CSS,315,2020,2020,2090,,hydro_monthly,hydro_monthly,206.00,824.00,0.9525,196.20,784.82,0.6802,1227.50,4910.00,1,4,NULL
727,Muskrat Falls_03,NL_MSF03_GEN,Muskrat Falls,NL_MSF_GEN,Nalcor Energy,NL,"Churchill River, Labrador",53.247579,-60.772783,32,Newfoundland and Labrador.b,Newfoundland and Labrador,Muskrat Falls TS2,NL_TS2_CSS,315,2020,2020,2090,,hydro_monthly,hydro_monthly,206.00,824.00,0.9525,196.20,784.82,0.6802,1227.50,4910.00,1,4,NULL
728,Muskrat Falls_04,NL_MSF04_GEN,Muskrat Falls,NL_MSF_GEN,Nalcor Energy,NL,"Churchill River, Labrador",53.247579,-60.772783,32,Newfoundland and Labrador.b,Newfoundland and Labrador,Muskrat Falls TS2,NL_TS2_CSS,315,2020,2020,2090,,hydro_monthly,hydro_monthly,206.00,824.00,0.9525,196.20,784.82,0.6802,1227.50,4910.00,1,4,NULL
729,New Chelsea,NL_NCH00_GEN,New Chelsea,NL_NCH_GEN,Newfoundland Power,NL,Avalon,48.029193,-53.210370,16,Newfoundland and Labrador.a,Newfoundland and Labrador,New Chelsea NCH,NL_NCH_DSS,66,1956,2013,2053,,hydro_daily,hydro_daily,3.70,3.70,0.7500,2.78,2.78,0.4478,14.51,14.51,1,1,NULL
730,Port Aux Basques,NL_PAB00_GEN,Port Aux Basques,NL_PAB_GEN,Newfoundland Power,NL,Port Aux Basques,47.574252,-59.136961,5,Newfoundland and Labrador.a,Newfoundland and Labrador,Port Aux Basques PAB,NL_PAB_DSS,66,1969,2009,2039,,diesel_CT,diesel,2.50,2.50,1.0000,2.50,2.50,0.0030,0.07,0.07,1,1,NULL
731,Pierres Brook,NL_PBK00_GEN,Pierres Brook,NL_PBK_GEN,Newfoundland Power,NL,St. Johns,47.288358,-52.821064,29,Newfoundland and Labrador.a,Newfoundland and Labrador,Pierres Brook PBK,NL_PBK_GSS,66,1931,2016,2056,,hydro_daily,hydro_daily,4.30,4.30,0.7500,3.22,3.22,0.6986,26.31,26.31,1,1,NULL
732,Petty Harbour,NL_PHR00_GEN,Petty Harbour,NL_PHR_GEN,Newfoundland Power,NL,St. Johns,47.465391,-52.712225,82,Newfoundland and Labrador.a,Newfoundland and Labrador,Petty Harbour PHR,NL_PHR_DSS,66,1900,1900,2022,,hydro_daily,hydro_daily,5.31,5.31,0.7500,3.98,3.98,0.3330,15.49,15.49,3,3,NULL
733,Paradise River,NL_PRV00_GEN,Paradise River,NL_PRV_GEN,Nalcor Energy,NL,Paradise River,47.618233,-54.431439,29,Newfoundland and Labrador.a,Newfoundland and Labrador,Paradise River PRV,NL_PRV_DSS,138,1989,2021,2061,,hydro_daily,hydro_daily,8.00,8.00,1.0000,8.00,8.00,0.4994,35.00,35.00,1,1,NULL
734,Rose Blanche,NL_RBH00_GEN,Rose Blanche,NL_RBH_GEN,Newfoundland Power,NL,Stephenville,47.651864,-58.712972,99,Newfoundland and Labrador.a,Newfoundland and Labrador,Long Lake LGL,NL_LGL_DSS,69,1998,1998,2027,,hydro_daily,hydro_daily,5.96,5.96,0.7500,4.47,4.47,0.5250,27.41,27.41,1,1,NULL
735,Rattling Brook,NL_RBK00_GEN,Rattling Brook,NL_RBK_GEN,Newfoundland Power,NL,Grand Falls,49.067539,-55.298104,12,Newfoundland and Labrador.a,Newfoundland and Labrador,Rattling Brook RBK,NL_RBK_DSS,66,1958,2011,2051,,hydro_daily,hydro_daily,11.10,11.10,0.7500,8.33,8.33,0.6502,63.22,63.22,2,2,NULL
736,Rocky Pond,NL_ROP00_GEN,Rocky Pond,NL_ROP_GEN,Newfoundland Power,NL,St. Johns,47.210410,-52.895064,57,Newfoundland and Labrador.a,Newfoundland and Labrador,Rocky Pond ROP,NL_ROP_DSS,66,1943,2009,2049,,hydro_daily,hydro_daily,3.25,3.25,0.7500,2.44,2.44,0.4216,12.00,12.00,1,1,NULL
737,Rattle Brook,NL_RTK00_GEN,Rattle Brook,NL_RTK_GEN,Algonquin Power,NL,Northern Peninsula,49.887649,-56.835965,129,Newfoundland and Labrador.a,Newfoundland and Labrador,Rattle Brook RTK,NL_RTK_GSS,66,1998,1998,2023,,hydro_run,hydro_run,4.00,4.00,0.1500,0.60,0.60,0.4281,15.00,15.00,1,1,NULL
738,Sandy Brook,NL_SBK00_GEN,Sandy Brook,NL_SBK_GEN,Newfoundland Power,NL,Grand Falls,48.890919,-55.822725,97,Newfoundland and Labrador.a,Newfoundland and Labrador,Sandy Brook SBK,NL_SBK_GSS,66,1963,2011,2051,,hydro_daily,hydro_daily,5.53,5.53,0.7500,4.15,4.15,0.5494,26.61,26.61,1,1,NULL
739,Seal Cove,NL_SCV00_GEN,Seal Cove,NL_SCV_GEN,Newfoundland Power,NL,St. Johns,47.457416,-53.067803,33,Newfoundland and Labrador.a,Newfoundland and Labrador,Seal Cove SCV,NL_SCV_DSS,66,1924,2015,2055,,hydro_daily,hydro_daily,3.50,3.50,0.7500,2.63,2.63,0.2932,8.99,8.99,2,2,NULL
740,Star Lake,NL_SLK00_GEN,Star Lake,NL_SLK_GEN,Nalcor Energy,NL,Deer Lake,48.552555,-57.205399,190,Newfoundland and Labrador.a,Newfoundland and Labrador,Star Lake SLK,NL_SLK_GSS,66,1998,1998,2068,,hydro_daily,hydro_daily,18.00,18.00,1.0000,18.00,18.00,0.8942,141.00,141.00,1,1,NULL
741,St Anthony,NL_SOP00_GEN,St Anthony,NL_SOP_GEN,Nalcor Energy,NL,St. Anthony,51.371044,-55.598589,11,Newfoundland and Labrador.a,Newfoundland and Labrador,St Anthony SOP,NL_SOP_GSS,66,1982,2012,2042,,diesel_CT,diesel,9.70,9.70,1.0000,9.70,9.70,0.0100,0.85,0.85,1,1,Back up facility
742,St Lawrence,NL_STL00_GEN,St Lawrence,NL_STL_GEN,Enel North America Inc.,NL,St. Lawrence,46.950016,-55.429105,132,Newfoundland and Labrador.a,Newfoundland and Labrador,Webbers Cove WBC,NL_WBC_DSS,66,2008,2008,2028,,wind_ons,wind_ons,27.00,27.00,0.2200,5.94,5.94,0.4439,105.00,105.00,9,9,NULL
743,Stephenville,NL_STV00_GEN,Stephenville,NL_STV_GEN,Nalcor Energy,NL,Stephenville,48.548545,-58.579045,2,Newfoundland and Labrador.a,Newfoundland and Labrador,Stephenville STV,NL_STV_GSS,230,1975,2019,2049,,gas_CT,diesel,50.00,50.00,1.0000,50.00,50.00,0.0100,4.38,4.38,1,1,Primarily operates in synchronous condense mode
744,Tors Cove,NL_TCV00_GEN,Tors Cove,NL_TCV_GEN,Newfoundland Power,NL,Tors Cove,47.210645,-52.848327,7,Newfoundland and Labrador.a,Newfoundland and Labrador,Tors Cove TCV,NL_TCV_GSS,66,1942,2015,2025,,hydro_daily,hydro_daily,6.50,6.50,0.7500,4.88,4.88,0.4334,24.68,24.68,3,3,NULL
745,Topsail,NL_TOP00_GEN,Topsail,NL_TOP_GEN,Newfoundland Power,NL,St. Johns,47.539506,-52.919025,40,Newfoundland and Labrador.a,Newfoundland and Labrador,Chamberlains CHA,NL_CHA_DSS,66,1932,2021,2061,,hydro_daily,hydro_daily,2.55,2.55,0.7500,1.91,1.91,0.5208,11.63,11.63,1,1,NULL
746,Upper Salmon,NL_USL00_GEN,Upper Salmon,NL_USL_GEN,Nalcor Energy,NL,Bay DEspoir System,48.183476,-56.172475,217,Newfoundland and Labrador.a,Newfoundland and Labrador,Upper Salmon USL,NL_USL_GSS,230,1983,1983,2053,,hydro_monthly,hydro_monthly,84.00,84.00,1.0000,84.00,84.00,0.7556,556.00,556.00,1,1,NULL
747,Vale Capacity Assistance,NL_VCA00_GEN,Vale Capacity Assistance,NL_VCA_GEN,Vale,NL,Long Harbour,47.466773,-53.741225,125,Newfoundland and Labrador.a,Newfoundland and Labrador,Long Harbour LHB,NL_LHB_ISS,230,2015,2015,2045,,diesel_CT,diesel,11.00,11.00,1.0000,11.00,11.00,0.0000,0.00,0.00,1,1,Back up facility
748,Watsons Brook,NL_WBK00_GEN,Watsons Brook,NL_WBK_GEN,Kruger Energy,NL,Deer Lake,48.941490,-57.928212,94,Newfoundland and Labrador.a,Newfoundland and Labrador,Deer Lake DLK,NL_DLK_DSS,66,1925,1925,1995,,hydro_daily,hydro_daily,9.00,9.00,1.0000,9.00,9.00,0.8245,65.00,65.00,1,1,NULL
749,Wesleyville,NL_WES00_GEN,Wesleyville,NL_WES_GEN,Newfoundland Power,NL,Wesleyville,49.121821,-53.599343,18,Newfoundland and Labrador.a,Newfoundland and Labrador,Wesleyville WES,NL_WES_DSS,66,1969,2007,2025,,gas_CT,diesel,8.00,8.00,1.0000,8.00,8.00,0.0028,0.20,0.20,1,1,Back up facility
750,Amherst Community Wind,NS_ACW00_GEN,Amherst Community Wind,NS_ACW_GEN,Mikmaq Wind4All Communities Limited Partnership ,NS,Amherst,45.831293,-64.147487,55,Nova Scotia.a,Nova Scotia,Amherst 92N,NS_92N_GSS,138,2017,2017,2037,,wind_ons,wind_ons,6.00,6.00,0.1800,1.08,1.08,0.3900,20.50,20.50,2,2,NULL
751,Amherst,NS_AMH00_GEN,Amherst,NS_AMH_GEN,Amherst Wind Power LP,NS,Amherst,45.826522,-64.241667,10,Nova Scotia.a,Nova Scotia,Amherst 92N,NS_92N_GSS,138,2012,2012,2032,,wind_ons,wind_ons,30.00,30.00,0.1800,5.40,5.40,0.3900,102.49,102.49,15,15,NULL
752,Annapolis Tidal,NS_ANT00_GEN,Annapolis Tidal,NS_ANT_GEN,Nova Scotia Power Inc.,NS,Annapolis Royal,44.753037,-65.512021,9,Nova Scotia.a,Nova Scotia,Cornwallis 74V,NS_74V_DSS,69,1984,1984,2024,,hydro_run,hydro_run,19.00,19.00,0.1500,2.85,2.85,0.1320,21.97,21.97,1,1,NULL
753,Aulds Mountain,NS_AUM00_GEN,Aulds Mountain,NS_AUM_GEN,BA Wind Limited Partnership Natural Forces Wind Inc.,NS,Antigonish,45.594557,-62.374629,227,Nova Scotia.a,Nova Scotia,Lochaber Road 4C,NS_4C_DSS,69,2015,2015,2035,,wind_ons,wind_ons,4.60,4.60,0.1800,0.83,0.83,0.3900,15.72,15.72,2,2,NULL
754,Avondale,NS_AVD00_GEN,Avondale,NS_AVD_GEN,Avondale Community Wind Park Limited Partnership,NS,Windsor,45.632730,-62.278395,141,Nova Scotia.a,Nova Scotia,Three Mile Plains 79V,NS_79V_DSS,69,2015,2015,2035,,wind_ons,wind_ons,1.60,1.60,0.1800,0.29,0.29,0.3900,5.47,5.47,1,1,NULL
755,Avon_01,NS_AVO01_GEN,Avon,NS_AVO_GEN,Nova Scotia Power Inc.,NS,Windsor,44.881379,-64.217208,71,Nova Scotia.a,Nova Scotia,Avon 1V,NS_1V_GSS,69,1958,2023,2043,,hydro_daily,hydro_daily,3.75,6.75,0.9500,3.56,6.41,0.4333,14.24,25.62,1,2,NULL
756,Avon_02,NS_AVO02_GEN,Avon,NS_AVO_GEN,Nova Scotia Power Inc.,NS,Windsor,44.881379,-64.217208,71,Nova Scotia.a,Nova Scotia,Avon 1V,NS_1V_GSS,69,1929,1999,2069,,hydro_daily,hydro_daily,3.00,6.75,0.9500,2.85,6.41,0.4333,11.39,25.62,1,2,NULL
757,Baddeck,NS_BDK00_GEN,Baddeck,NS_BDK_GEN,ScotianWEB II Limited Partnership,NS,Baddeck,46.147000,-60.696252,128,Nova Scotia.a,Nova Scotia,Baddeck 104S,NS_104S_DSS,138,2017,2017,2037,,wind_ons,wind_ons,1.70,1.70,0.1800,0.31,0.31,0.3900,5.81,5.81,1,1,NULL
758,Brooklyn Energy Centre,NS_BEC00_GEN,Brooklyn Energy Centre,NS_BEC_GEN,Emera Energy,NS,Brooklyn,44.051717,-64.696275,9,Nova Scotia.a,Nova Scotia,BMPC 101W,NS_101W_GSS,69,1995,1995,2025,,biomass,biomass,30.00,30.00,0.9600,28.80,28.80,0.3667,96.36,96.36,1,1,NULL
759,Bear River_01 Gulch,NS_BER01_GEN,Bear River,NS_BER_GEN,Nova Scotia Power Inc.,NS,Digby,44.567140,-65.634700,30,Nova Scotia.a,Nova Scotia,Gulch 13V,NS_13V_DSS,69,1952,1952,2024,,hydro_daily,hydro_daily,6.20,13.40,0.9500,5.89,12.73,0.3167,17.20,37.17,1,3,NULL
760,Bear River_02 Ridge,NS_BER02_GEN,Bear River,NS_BER_GEN,Nova Scotia Power Inc.,NS,Digby,44.553758,-65.582935,98,Nova Scotia.a,Nova Scotia,Ridge 14V,NS_14V_GSS,69,1957,2016,2036,,hydro_daily,hydro_daily,4.10,13.40,0.9500,3.89,12.73,0.3167,11.37,37.17,1,3,NULL
761,Bear River_03 Fourth Lake,NS_BER03_GEN,Bear River,NS_BER_GEN,Nova Scotia Power Inc.,NS,Digby,44.369594,-65.719223,135,Nova Scotia.a,Nova Scotia,Fourth Lake 91V,NS_91V_GSS,69,1983,2018,2043,,hydro_daily,hydro_daily,3.10,13.40,0.9500,2.95,12.73,0.3167,8.60,37.17,1,3,NULL
762,Benjamins Mill,NS_BJM00_GEN,Benjamins Mill,NS_BJM_GEN,Natural Forces Developments Limited,NS,Benjamins Mill,44.889654,-64.256227,204,Nova Scotia.a,Nova Scotia,Benjamins Mill,NS_BJM_GSS,69,2024,2024,2049,,wind_ons,wind_ons,150.00,150.00,0.1800,27.00,27.00,0.3900,512.46,512.46,28,28,NULL
763,Black Pond,NS_BLP00_GEN,Black Pond,NS_BLP_GEN,ScotianWEB Limited Partnership,NS,Yarmouth,43.751313,-66.020354,17,Nova Scotia.a,Nova Scotia,Yarmouth 11W,NS_11W_DSS,69,2015,2015,2035,,wind_ons,wind_ons,2.00,2.00,0.1800,0.36,0.36,0.3900,6.83,6.83,1,1,NULL
764,Black River_01 Methals,NS_BLR01_GEN,Black River,NS_BLR_GEN,Nova Scotia Power Inc.,NS,Kentville,44.939670,-64.431512,187,Nova Scotia.a,Nova Scotia,Methals 7V,NS_7V_GSS,69,1949,2016,2036,,hydro_daily,hydro_daily,3.50,22.50,0.9500,3.32,21.38,0.4367,13.39,86.07,1,6,NULL
765,Black River_02 Hollow Bridge,NS_BLR02_GEN,Black River,NS_BLR_GEN,Nova Scotia Power Inc.,NS,Kentville,45.003607,-64.376465,144,Nova Scotia.a,Nova Scotia,Hollow Bridge 6V,NS_6V_GSS,69,1942,2009,2026,,hydro_daily,hydro_daily,5.50,22.50,0.9500,5.23,21.38,0.4367,21.04,86.07,1,6,NULL
766,Black River_03 Lumsden,NS_BLR03_GEN,Black River,NS_BLR_GEN,Nova Scotia Power Inc.,NS,Kentville,45.027429,-64.396689,139,Nova Scotia.a,Nova Scotia,Lumsden 5V,NS_5V_GSS,69,1940,2010,2030,,hydro_daily,hydro_daily,2.90,22.50,0.9500,2.76,21.38,0.4367,11.09,86.07,1,6,NULL
767,Black River_04 Hells Gate 1,NS_BLR04_GEN,Black River,NS_BLR_GEN,Nova Scotia Power Inc.,NS,Kentville,45.046640,-64.412072,82,Nova Scotia.a,Nova Scotia,Hells Gate 3V,NS_3V_GSS,69,1930,2018,2038,,hydro_daily,hydro_daily,3.50,22.50,0.9500,3.32,21.38,0.4367,13.39,86.07,1,6,NULL
768,Black River_05 Hells Gate 2,NS_BLR05_GEN,Black River,NS_BLR_GEN,Nova Scotia Power Inc.,NS,Kentville,45.046640,-64.412072,82,Nova Scotia.a,Nova Scotia,Hells Gate 3V,NS_3V_GSS,69,1949,2017,2037,,hydro_daily,hydro_daily,3.70,22.50,0.9500,3.52,21.38,0.4367,14.15,86.07,1,6,NULL
769,Black River_06 White Rock,NS_BLR06_GEN,Black River,NS_BLR_GEN,Nova Scotia Power Inc.,NS,Kentville,45.062256,-64.380668,45,Nova Scotia.a,Nova Scotia,White Rock 4V,NS_4V_GSS,69,1952,2026,2046,,hydro_daily,hydro_daily,3.40,22.50,0.9500,3.23,21.38,0.4367,13.01,86.07,1,6,NULL
770,Barrachois,NS_BRC00_GEN,Barrachois,NS_BRC_GEN,EM Wind Limited Partnership ,NS,"Sydney, CBI",46.153555,-60.402627,168,Nova Scotia.a,Nova Scotia,Victoria Junction 2S,NS_2S_DSS,69,2015,2015,2035,,wind_ons,wind_ons,4.00,4.00,0.1800,0.72,0.72,0.3900,13.67,13.67,2,2,NULL
