,scenario,variable,year,value,region,sector
59855,Global Net-zero,Hydrogen,2022,0.03010,British Columbia,"Total End-Use"
59867,Global Net-zero,Hydrogen,2023,0.00000,British Columbia,"Commercial"
59868,Global Net-zero,Hydrogen,2023,0.00000,British Columbia,"Industrial"
59869,Global Net-zero,Hydrogen,2023,0.00000,British Columbia,"Residential"
59926,Global Net-zero,Hydrogen,2023,0.06550,British Columbia,"Total End-Use"
59927,Global Net-zero,Hydrogen,2023,0.06550,British Columbia,"Transportation"
59936,Global Net-zero,Hydrogen,2024,0.00000,British Columbia,"Commercial"
59937,Global Net-zero,Hydrogen,2024,0.00000,British Columbia,"Industrial"
59938,Global Net-zero,Hydrogen,2024,0.00000,British Columbia,"Residential"
59992,Global Net-zero,Hydrogen,2024,0.17640,British Columbia,"Total End-Use"
59993,Global Net-zero,Hydrogen,2024,0.17640,British Columbia,"Transportation"
60006,Global Net-zero,Hydrogen,2025,0.00000,British Columbia,"Commercial"
60007,Global Net-zero,Hydrogen,2025,0.00000,British Columbia,"Industrial"
60008,Global Net-zero,Hydrogen,2025,0.00000,British Columbia,"Residential"
60062,Global Net-zero,Hydrogen,2025,0.30630,British Columbia,"Total End-Use"
60063,Global Net-zero,Hydrogen,2025,0.30630,British Columbia,"Transportation"
60076,Global Net-zero,Hydrogen,2026,0.00000,British Columbia,"Commercial"
60077,Global Net-zero,Hydrogen,2026,0.00000,British Columbia,"Industrial"
60078,Global Net-zero,Hydrogen,2026,0.00000,British Columbia,"Residential"
60132,Global Net-zero,Hydrogen,2026,0.78780,British Columbia,"Total End-Use"
60133,Global Net-zero,Hydrogen,2026,0.78780,British Columbia,"Transportation"
60146,Global Net-zero,Hydrogen,2027,0.00000,British Columbia,"Commercial"
60147,Global Net-zero,Hydrogen,2027,0.00000,British Columbia,"Industrial"
60148,Global Net-zero,Hydrogen,2027,0.00000,British Columbia,"Residential"
60203,Global Net-zero,Hydrogen,2027,1.50740,British Columbia,"Total End-Use"
60204,Global Net-zero,Hydrogen,2027,1.50740,British Columbia,"Transportation"
60216,Global Net-zero,Hydrogen,2028,0.00000,British Columbia,"Commercial"
60217,Global Net-zero,Hydrogen,2028,0.00000,British Columbia,"Industrial"
60218,Global Net-zero,Hydrogen,2028,0.00000,British Columbia,"Residential"
60272,Global Net-zero,Hydrogen,2028,2.44200,British Columbia,"Total End-Use"
60273,Global Net-zero,Hydrogen,2028,2.44200,British Columbia,"Transportation"
60286,Global Net-zero,Hydrogen,2029,0.00000,British Columbia,"Commercial"
60287,Global Net-zero,Hydrogen,2029,0.00000,British Columbia,"Industrial"
60288,Global Net-zero,Hydrogen,2029,0.00000,British Columbia,"Residential"
60342,Global Net-zero,Hydrogen,2029,3.50530,British Columbia,"Total End-Use"
60343,Global Net-zero,Hydrogen,2029,3.50530,British Columbia,"Transportation"
60354,Global Net-zero,Hydrogen,2030,0.00000,British Columbia,"Commercial"
60355,Global Net-zero,Hydrogen,2030,0.00000,British Columbia,"Residential"
60399,Global Net-zero,Hydrogen,2030,0.14010,British Columbia,"Industrial"
60412,Global Net-zero,Hydrogen,2030,4.83730,British Columbia,"Transportation"
60413,Global Net-zero,Hydrogen,2030,4.97740,British Columbia,"Total End-Use"
60444,Global Net-zero,Hydrogen,2031,0.00010,British Columbia,"Commercial"
60445,Global Net-zero,Hydrogen,2031,0.00010,British Columbia,"Residential"
60470,Global Net-zero,Hydrogen,2031,0.34760,British Columbia,"Industrial"
60481,Global Net-zero,Hydrogen,2031,6.36960,British Columbia,"Transportation"
60482,Global Net-zero,Hydrogen,2031,6.71740,British Columbia,"Total End-Use"
60520,Global Net-zero,Hydrogen,2032,0.00030,British Columbia,"Residential"
60521,Global Net-zero,Hydrogen,2032,0.00060,British Columbia,"Commercial"
60540,Global Net-zero,Hydrogen,2032,0.56880,British Columbia,"Industrial"
60550,Global Net-zero,Hydrogen,2032,8.24500,British Columbia,"Transportation"
60552,Global Net-zero,Hydrogen,2032,8.81470,British Columbia,"Total End-Use"
60588,Global Net-zero,Hydrogen,2033,0.00050,British Columbia,"Residential"
60591,Global Net-zero,Hydrogen,2033,0.00070,British Columbia,"Commercial"
60610,Global Net-zero,Hydrogen,2033,0.80240,British Columbia,"Industrial"
60620,Global Net-zero,Hydrogen,2033,10.26710,British Columbia,"Transportation"
60621,Global Net-zero,Hydrogen,2033,11.07070,British Columbia,"Total End-Use"
60659,Global Net-zero,Hydrogen,2034,0.00080,British Columbia,"Residential"
60661,Global Net-zero,Hydrogen,2034,0.00120,British Columbia,"Commercial"
60681,Global Net-zero,Hydrogen,2034,1.06270,British Columbia,"Industrial"
60690,Global Net-zero,Hydrogen,2034,12.49040,British Columbia,"Transportation"
60691,Global Net-zero,Hydrogen,2034,13.55510,British Columbia,"Total End-Use"
60728,Global Net-zero,Hydrogen,2035,0.00120,British Columbia,"Residential"
60732,Global Net-zero,Hydrogen,2035,0.00180,British Columbia,"Commercial"
60750,Global Net-zero,Hydrogen,2035,1.32700,British Columbia,"Industrial"
60760,Global Net-zero,Hydrogen,2035,16.11170,British Columbia,"Transportation"
60762,Global Net-zero,Hydrogen,2035,17.44170,British Columbia,"Total End-Use"
60800,Global Net-zero,Hydrogen,2036,0.00190,British Columbia,"Residential"
60802,Global Net-zero,Hydrogen,2036,0.00250,British Columbia,"Commercial"
60820,Global Net-zero,Hydrogen,2036,1.57120,British Columbia,"Industrial"
60831,Global Net-zero,Hydrogen,2036,20.46770,British Columbia,"Transportation"
60832,Global Net-zero,Hydrogen,2036,22.04330,British Columbia,"Total End-Use"
60869,Global Net-zero,Hydrogen,2037,0.00270,British Columbia,"Residential"
60872,Global Net-zero,Hydrogen,2037,0.00330,British Columbia,"Commercial"
60890,Global Net-zero,Hydrogen,2037,1.80700,British Columbia,"Industrial"
60901,Global Net-zero,Hydrogen,2037,24.82470,British Columbia,"Transportation"
60902,Global Net-zero,Hydrogen,2037,26.63770,British Columbia,"Total End-Use"
60938,Global Net-zero,Hydrogen,2038,0.00370,British Columbia,"Residential"
60942,Global Net-zero,Hydrogen,2038,0.00480,British Columbia,"Commercial"
60958,Global Net-zero,Hydrogen,2038,2.01010,British Columbia,"Industrial"
60971,Global Net-zero,Hydrogen,2038,29.00900,British Columbia,"Transportation"
60972,Global Net-zero,Hydrogen,2038,31.02760,British Columbia,"Total End-Use"
61008,Global Net-zero,Hydrogen,2039,0.00530,British Columbia,"Residential"
61012,Global Net-zero,Hydrogen,2039,0.00670,British Columbia,"Commercial"
61028,Global Net-zero,Hydrogen,2039,2.18730,British Columbia,"Industrial"
61041,Global Net-zero,Hydrogen,2039,33.02390,British Columbia,"Transportation"
61042,Global Net-zero,Hydrogen,2039,35.22320,British Columbia,"Total End-Use"
61077,Global Net-zero,Hydrogen,2040,0.00730,British Columbia,"Residential"
61080,Global Net-zero,Hydrogen,2040,0.00930,British Columbia,"Commercial"
61097,Global Net-zero,Hydrogen,2040,2.35240,British Columbia,"Industrial"
61111,Global Net-zero,Hydrogen,2040,36.93680,British Columbia,"Transportation"
61112,Global Net-zero,Hydrogen,2040,39.30580,British Columbia,"Total End-Use"
61147,Global Net-zero,Hydrogen,2041,0.01020,British Columbia,"Residential"
61148,Global Net-zero,Hydrogen,2041,0.01280,British Columbia,"Commercial"
61165,Global Net-zero,Hydrogen,2041,2.50420,British Columbia,"Industrial"
61181,Global Net-zero,Hydrogen,2041,41.67520,British Columbia,"Transportation"
61182,Global Net-zero,Hydrogen,2041,44.20240,British Columbia,"Total End-Use"
61217,Global Net-zero,Hydrogen,2042,0.01420,British Columbia,"Residential"
61218,Global Net-zero,Hydrogen,2042,0.01740,British Columbia,"Commercial"
61233,Global Net-zero,Hydrogen,2042,2.64690,British Columbia,"Industrial"
61251,Global Net-zero,Hydrogen,2042,46.24030,British Columbia,"Transportation"
61252,Global Net-zero,Hydrogen,2042,48.91880,British Columbia,"Total End-Use"
61287,Global Net-zero,Hydrogen,2043,0.02390,British Columbia,"Commercial"
61296,Global Net-zero,Hydrogen,2043,0.36460,British Columbia,"Residential"
61306,Global Net-zero,Hydrogen,2043,4.03070,British Columbia,"Industrial"
61320,Global Net-zero,Hydrogen,2043,50.74570,British Columbia,"Transportation"
61322,Global Net-zero,Hydrogen,2043,55.16490,British Columbia,"Total End-Use"
61357,Global Net-zero,Hydrogen,2044,0.03240,British Columbia,"Commercial"
61364,Global Net-zero,Hydrogen,2044,0.35630,British Columbia,"Residential"
61375,Global Net-zero,Hydrogen,2044,4.10950,British Columbia,"Industrial"
61390,Global Net-zero,Hydrogen,2044,55.26540,British Columbia,"Transportation"
61392,Global Net-zero,Hydrogen,2044,59.76360,British Columbia,"Total End-Use"
61427,Global Net-zero,Hydrogen,2045,0.04380,British Columbia,"Commercial"
61436,Global Net-zero,Hydrogen,2045,0.66610,British Columbia,"Residential"
61446,Global Net-zero,Hydrogen,2045,5.28630,British Columbia,"Industrial"
61461,Global Net-zero,Hydrogen,2045,59.19460,British Columbia,"Transportation"
61463,Global Net-zero,Hydrogen,2045,65.19080,British Columbia,"Total End-Use"
61497,Global Net-zero,Hydrogen,2046,0.05980,British Columbia,"Commercial"
61506,Global Net-zero,Hydrogen,2046,0.65220,British Columbia,"Residential"
61516,Global Net-zero,Hydrogen,2046,5.27580,British Columbia,"Industrial"
61531,Global Net-zero,Hydrogen,2046,62.89620,British Columbia,"Transportation"
61532,Global Net-zero,Hydrogen,2046,68.88400,British Columbia,"Total End-Use"
61571,Global Net-zero,Hydrogen,2047,0.35900,British Columbia,"Commercial"
61576,Global Net-zero,Hydrogen,2047,0.93210,British Columbia,"Residential"
61586,Global Net-zero,Hydrogen,2047,6.28270,British Columbia,"Industrial"
61601,Global Net-zero,Hydrogen,2047,67.19080,British Columbia,"Transportation"
61603,Global Net-zero,Hydrogen,2047,74.76460,British Columbia,"Total End-Use"
61640,Global Net-zero,Hydrogen,2048,0.37390,British Columbia,"Commercial"
61646,Global Net-zero,Hydrogen,2048,1.19810,British Columbia,"Residential"
61657,Global Net-zero,Hydrogen,2048,7.24530,British Columbia,"Industrial"
61671,Global Net-zero,Hydrogen,2048,71.81390,British Columbia,"Transportation"
61673,Global Net-zero,Hydrogen,2048,80.63120,British Columbia,"Total End-Use"
61713,Global Net-zero,Hydrogen,2049,0.65080,British Columbia,"Commercial"
61717,Global Net-zero,Hydrogen,2049,1.45870,British Columbia,"Residential"
61727,Global Net-zero,Hydrogen,2049,8.17830,British Columbia,"Industrial"
61741,Global Net-zero,Hydrogen,2049,76.82400,British Columbia,"Transportation"
61743,Global Net-zero,Hydrogen,2049,87.11180,British Columbia,"Total End-Use"
61783,Global Net-zero,Hydrogen,2050,0.68610,British Columbia,"Commercial"
61787,Global Net-zero,Hydrogen,2050,1.47670,British Columbia,"Residential"
61797,Global Net-zero,Hydrogen,2050,8.19610,British Columbia,"Industrial"
61811,Global Net-zero,Hydrogen,2050,82.00870,British Columbia,"Transportation"
61813,Global Net-zero,Hydrogen,2050,92.36760,British Columbia,"Total End-Use"
61835,Global Net-zero,LPG,2005,3.97900,British Columbia,"Transportation"
61849,Global Net-zero,LPG,2006,3.03000,British Columbia,"Transportation"
61863,Global Net-zero,LPG,2007,4.32000,British Columbia,"Transportation"
61877,Global Net-zero,LPG,2008,5.25700,British Columbia,"Transportation"
61891,Global Net-zero,LPG,2009,4.14300,British Columbia,"Transportation"
61905,Global Net-zero,LPG,2010,4.31800,British Columbia,"Transportation"
61919,Global Net-zero,LPG,2011,3.98100,British Columbia,"Transportation"
61933,Global Net-zero,LPG,2012,3.69000,British Columbia,"Transportation"
61947,Global Net-zero,LPG,2013,3.31800,British Columbia,"Transportation"
61961,Global Net-zero,LPG,2014,2.76000,British Columbia,"Transportation"
61975,Global Net-zero,LPG,2015,2.83800,British Columbia,"Transportation"
61989,Global Net-zero,LPG,2016,2.37400,British Columbia,"Transportation"
62003,Global Net-zero,LPG,2017,2.52500,British Columbia,"Transportation"
62017,Global Net-zero,LPG,2018,4.12200,British Columbia,"Transportation"
62031,Global Net-zero,LPG,2019,3.89590,British Columbia,"Transportation"
62045,Global Net-zero,LPG,2020,2.88270,British Columbia,"Transportation"
62059,Global Net-zero,LPG,2021,2.99680,British Columbia,"Transportation"
62073,Global Net-zero,LPG,2022,3.05170,British Columbia,"Transportation"
62087,Global Net-zero,LPG,2023,3.05820,British Columbia,"Transportation"
62101,Global Net-zero,LPG,2024,2.95370,British Columbia,"Transportation"
62115,Global Net-zero,LPG,2025,2.83080,British Columbia,"Transportation"
62129,Global Net-zero,LPG,2026,2.70270,British Columbia,"Transportation"
62143,Global Net-zero,LPG,2027,2.55860,British Columbia,"Transportation"
62157,Global Net-zero,LPG,2028,2.40910,British Columbia,"Transportation"
62171,Global Net-zero,LPG,2029,2.26040,British Columbia,"Transportation"
62185,Global Net-zero,LPG,2030,2.11780,British Columbia,"Transportation"
62199,Global Net-zero,LPG,2031,1.98330,British Columbia,"Transportation"
62213,Global Net-zero,LPG,2032,1.85500,British Columbia,"Transportation"
62227,Global Net-zero,LPG,2033,1.73320,British Columbia,"Transportation"
62241,Global Net-zero,LPG,2034,1.61850,British Columbia,"Transportation"
62255,Global Net-zero,LPG,2035,1.51100,British Columbia,"Transportation"
62269,Global Net-zero,LPG,2036,1.40400,British Columbia,"Transportation"
62283,Global Net-zero,LPG,2037,1.29750,British Columbia,"Transportation"
62297,Global Net-zero,LPG,2038,1.19160,British Columbia,"Transportation"
62311,Global Net-zero,LPG,2039,1.08620,British Columbia,"Transportation"
62325,Global Net-zero,LPG,2040,0.98150,British Columbia,"Transportation"
62339,Global Net-zero,LPG,2041,0.87740,British Columbia,"Transportation"
62353,Global Net-zero,LPG,2042,0.77410,British Columbia,"Transportation"
62367,Global Net-zero,LPG,2043,0.67160,British Columbia,"Transportation"
62381,Global Net-zero,LPG,2044,0.57000,British Columbia,"Transportation"
62395,Global Net-zero,LPG,2045,0.46940,British Columbia,"Transportation"
62409,Global Net-zero,LPG,2046,0.37010,British Columbia,"Transportation"
62423,Global Net-zero,LPG,2047,0.27230,British Columbia,"Transportation"
62437,Global Net-zero,LPG,2048,0.17640,British Columbia,"Transportation"
62451,Global Net-zero,LPG,2049,0.08340,British Columbia,"Transportation"
62455,Global Net-zero,LPG,2050,0.00000,British Columbia,"Transportation"
62479,Global Net-zero,Lubricants,2005,0.44250,British Columbia,"Transportation"
62492,Global Net-zero,Lubricants,2006,0.39940,British Columbia,"Transportation"
62505,Global Net-zero,Lubricants,2007,0.41500,British Columbia,"Transportation"
62519,Global Net-zero,Lubricants,2008,0.45810,British Columbia,"Transportation"
62533,Global Net-zero,Lubricants,2009,0.28590,British Columbia,"Transportation"
62547,Global Net-zero,Lubricants,2010,0.28580,British Columbia,"Transportation"
62562,Global Net-zero,Lubricants,2011,0.29730,British Columbia,"Transportation"
62574,Global Net-zero,Lubricants,2012,0.17210,British Columbia,"Transportation"
62591,Global Net-zero,Lubricants,2013,0.27000,British Columbia,"Transportation"
62605,Global Net-zero,Lubricants,2014,0.21520,British Columbia,"Transportation"
62620,Global Net-zero,Lubricants,2015,0.19170,British Columbia,"Transportation"
62634,Global Net-zero,Lubricants,2016,0.26320,British Columbia,"Transportation"
62647,Global Net-zero,Lubricants,2017,0.16420,British Columbia,"Transportation"
62661,Global Net-zero,Lubricants,2018,0.17550,British Columbia,"Transportation"
62672,Global Net-zero,Lubricants,2019,0.03430,British Columbia,"Transportation"
62686,Global Net-zero,Lubricants,2020,0.04950,British Columbia,"Transportation"
62701,Global Net-zero,Lubricants,2021,0.05160,British Columbia,"Transportation"
62715,Global Net-zero,Lubricants,2022,0.05300,British Columbia,"Transportation"
62729,Global Net-zero,Lubricants,2023,0.05360,British Columbia,"Transportation"
62743,Global Net-zero,Lubricants,2024,0.05440,British Columbia,"Transportation"
62757,Global Net-zero,Lubricants,2025,0.05570,British Columbia,"Transportation"
62771,Global Net-zero,Lubricants,2026,0.05750,British Columbia,"Transportation"
62785,Global Net-zero,Lubricants,2027,0.05860,British Columbia,"Transportation"
62799,Global Net-zero,Lubricants,2028,0.05960,British Columbia,"Transportation"
62813,Global Net-zero,Lubricants,2029,0.06070,British Columbia,"Transportation"
62827,Global Net-zero,Lubricants,2030,0.06130,British Columbia,"Transportation"
62841,Global Net-zero,Lubricants,2031,0.06230,British Columbia,"Transportation"
62855,Global Net-zero,Lubricants,2032,0.06350,British Columbia,"Transportation"
62869,Global Net-zero,Lubricants,2033,0.06470,British Columbia,"Transportation"
62883,Global Net-zero,Lubricants,2034,0.06610,British Columbia,"Transportation"
62897,Global Net-zero,Lubricants,2035,0.06750,British Columbia,"Transportation"
62911,Global Net-zero,Lubricants,2036,0.06880,British Columbia,"Transportation"
62925,Global Net-zero,Lubricants,2037,0.07020,British Columbia,"Transportation"
62939,Global Net-zero,Lubricants,2038,0.07120,British Columbia,"Transportation"
62953,Global Net-zero,Lubricants,2039,0.07220,British Columbia,"Transportation"
62967,Global Net-zero,Lubricants,2040,0.07290,British Columbia,"Transportation"
62981,Global Net-zero,Lubricants,2041,0.07350,British Columbia,"Transportation"
62995,Global Net-zero,Lubricants,2042,0.07410,British Columbia,"Transportation"
63009,Global Net-zero,Lubricants,2043,0.07480,British Columbia,"Transportation"
63023,Global Net-zero,Lubricants,2044,0.07540,British Columbia,"Transportation"
63037,Global Net-zero,Lubricants,2045,0.07580,British Columbia,"Transportation"
63051,Global Net-zero,Lubricants,2046,0.07600,British Columbia,"Transportation"
63065,Global Net-zero,Lubricants,2047,0.07690,British Columbia,"Transportation"
63079,Global Net-zero,Lubricants,2048,0.07800,British Columbia,"Transportation"
63093,Global Net-zero,Lubricants,2049,0.07950,British Columbia,"Transportation"
63107,Global Net-zero,Lubricants,2050,0.08130,British Columbia,"Transportation"
63121,Global Net-zero,Motor Gasoline,2005,158.41860,British Columbia,"Transportation"
63135,Global Net-zero,Motor Gasoline,2006,156.03670,British Columbia,"Transportation"
63149,Global Net-zero,Motor Gasoline,2007,157.57210,British Columbia,"Transportation"
63163,Global Net-zero,Motor Gasoline,2008,153.60640,British Columbia,"Transportation"
63177,Global Net-zero,Motor Gasoline,2009,157.74900,British Columbia,"Transportation"
63191,Global Net-zero,Motor Gasoline,2010,147.95800,British Columbia,"Transportation"
63205,Global Net-zero,Motor Gasoline,2011,136.87210,British Columbia,"Transportation"
63219,Global Net-zero,Motor Gasoline,2012,140.63540,British Columbia,"Transportation"
63233,Global Net-zero,Motor Gasoline,2013,143.72010,British Columbia,"Transportation"
63247,Global Net-zero,Motor Gasoline,2014,146.87530,British Columbia,"Transportation"
63261,Global Net-zero,Motor Gasoline,2015,151.05350,British Columbia,"Transportation"
63275,Global Net-zero,Motor Gasoline,2016,164.98300,British Columbia,"Transportation"
63289,Global Net-zero,Motor Gasoline,2017,165.34140,British Columbia,"Transportation"
63303,Global Net-zero,Motor Gasoline,2018,168.52970,British Columbia,"Transportation"
63317,Global Net-zero,Motor Gasoline,2019,167.02320,British Columbia,"Transportation"
63331,Global Net-zero,Motor Gasoline,2020,139.21210,British Columbia,"Transportation"
63345,Global Net-zero,Motor Gasoline,2021,142.92940,British Columbia,"Transportation"
63359,Global Net-zero,Motor Gasoline,2022,146.11470,British Columbia,"Transportation"
63373,Global Net-zero,Motor Gasoline,2023,146.33180,British Columbia,"Transportation"
63387,Global Net-zero,Motor Gasoline,2024,141.16490,British Columbia,"Transportation"
63401,Global Net-zero,Motor Gasoline,2025,135.75610,British Columbia,"Transportation"
63415,Global Net-zero,Motor Gasoline,2026,129.66850,British Columbia,"Transportation"
63429,Global Net-zero,Motor Gasoline,2027,122.15650,British Columbia,"Transportation"
63443,Global Net-zero,Motor Gasoline,2028,114.43700,British Columbia,"Transportation"
63457,Global Net-zero,Motor Gasoline,2029,106.88590,British Columbia,"Transportation"
63471,Global Net-zero,Motor Gasoline,2030,98.97400,British Columbia,"Transportation"
63485,Global Net-zero,Motor Gasoline,2031,92.70190,British Columbia,"Transportation"
63499,Global Net-zero,Motor Gasoline,2032,86.72340,British Columbia,"Transportation"
63513,Global Net-zero,Motor Gasoline,2033,81.03940,British Columbia,"Transportation"
63527,Global Net-zero,Motor Gasoline,2034,75.72810,British Columbia,"Transportation"
63541,Global Net-zero,Motor Gasoline,2035,70.71480,British Columbia,"Transportation"
63555,Global Net-zero,Motor Gasoline,2036,64.78460,British Columbia,"Transportation"
63569,Global Net-zero,Motor Gasoline,2037,58.96700,British Columbia,"Transportation"
63583,Global Net-zero,Motor Gasoline,2038,53.23310,British Columbia,"Transportation"
63597,Global Net-zero,Motor Gasoline,2039,47.62990,British Columbia,"Transportation"
63611,Global Net-zero,Motor Gasoline,2040,42.21340,British Columbia,"Transportation"
63625,Global Net-zero,Motor Gasoline,2041,36.90870,British Columbia,"Transportation"
63639,Global Net-zero,Motor Gasoline,2042,31.86580,British Columbia,"Transportation"
63653,Global Net-zero,Motor Gasoline,2043,27.16820,British Columbia,"Transportation"
63667,Global Net-zero,Motor Gasoline,2044,22.77220,British Columbia,"Transportation"
63681,Global Net-zero,Motor Gasoline,2045,18.67280,British Columbia,"Transportation"
63695,Global Net-zero,Motor Gasoline,2046,14.80850,British Columbia,"Transportation"
63709,Global Net-zero,Motor Gasoline,2047,11.18610,British Columbia,"Transportation"
63723,Global Net-zero,Motor Gasoline,2048,7.84600,British Columbia,"Transportation"
63737,Global Net-zero,Motor Gasoline,2049,4.73280,British Columbia,"Transportation"
63750,Global Net-zero,Motor Gasoline,2050,2.02200,British Columbia,"Transportation"
63778,Global Net-zero,Natural Gas,2005,0.16100,British Columbia,"Transportation"
63804,Global Net-zero,Natural Gas,2005,72.18700,British Columbia,"Commercial"
63806,Global Net-zero,Natural Gas,2005,79.05700,British Columbia,"Residential"
63812,Global Net-zero,Natural Gas,2005,214.54210,British Columbia,"Industrial"
63818,Global Net-zero,Natural Gas,2005,365.94710,British Columbia,"Total End-Use"
63848,Global Net-zero,Natural Gas,2006,0.16100,British Columbia,"Transportation"
63874,Global Net-zero,Natural Gas,2006,68.17100,British Columbia,"Commercial"
63876,Global Net-zero,Natural Gas,2006,81.62000,British Columbia,"Residential"
63880,Global Net-zero,Natural Gas,2006,160.11080,British Columbia,"Industrial"
63887,Global Net-zero,Natural Gas,2006,310.06280,British Columbia,"Total End-Use"
63918,Global Net-zero,Natural Gas,2007,0.16100,British Columbia,"Transportation"
63944,Global Net-zero,Natural Gas,2007,70.68400,British Columbia,"Commercial"
63946,Global Net-zero,Natural Gas,2007,80.61800,British Columbia,"Residential"
63950,Global Net-zero,Natural Gas,2007,169.63590,British Columbia,"Industrial"
63957,Global Net-zero,Natural Gas,2007,321.09890,British Columbia,"Total End-Use"
63988,Global Net-zero,Natural Gas,2008,0.16100,British Columbia,"Transportation"
64014,Global Net-zero,Natural Gas,2008,75.04910,British Columbia,"Commercial"
64016,Global Net-zero,Natural Gas,2008,80.53390,British Columbia,"Residential"
64020,Global Net-zero,Natural Gas,2008,165.45310,British Columbia,"Industrial"
64026,Global Net-zero,Natural Gas,2008,321.19710,British Columbia,"Total End-Use"
64059,Global Net-zero,Natural Gas,2009,0.27700,British Columbia,"Transportation"
64083,Global Net-zero,Natural Gas,2009,68.60800,British Columbia,"Commercial"
64085,Global Net-zero,Natural Gas,2009,81.02200,British Columbia,"Residential"
64090,Global Net-zero,Natural Gas,2009,164.50920,British Columbia,"Industrial"
64096,Global Net-zero,Natural Gas,2009,314.41620,British Columbia,"Total End-Use"
64131,Global Net-zero,Natural Gas,2010,0.38900,British Columbia,"Transportation"
64153,Global Net-zero,Natural Gas,2010,63.36210,British Columbia,"Commercial"
64154,Global Net-zero,Natural Gas,2010,67.22100,British Columbia,"Residential"
64161,Global Net-zero,Natural Gas,2010,174.54500,British Columbia,"Industrial"
64166,Global Net-zero,Natural Gas,2010,305.51710,British Columbia,"Total End-Use"
64201,Global Net-zero,Natural Gas,2011,0.57000,British Columbia,"Transportation"
64224,Global Net-zero,Natural Gas,2011,69.44800,British Columbia,"Commercial"
64226,Global Net-zero,Natural Gas,2011,83.73900,British Columbia,"Residential"
64231,Global Net-zero,Natural Gas,2011,189.01560,British Columbia,"Industrial"
64237,Global Net-zero,Natural Gas,2011,342.77260,British Columbia,"Total End-Use"
64273,Global Net-zero,Natural Gas,2012,0.67600,British Columbia,"Transportation"
64294,Global Net-zero,Natural Gas,2012,69.42510,British Columbia,"Commercial"
64297,Global Net-zero,Natural Gas,2012,78.16410,British Columbia,"Residential"
64302,Global Net-zero,Natural Gas,2012,210.63130,British Columbia,"Industrial"
64308,Global Net-zero,Natural Gas,2012,358.89650,British Columbia,"Total End-Use"
64342,Global Net-zero,Natural Gas,2013,0.52900,British Columbia,"Transportation"
64365,Global Net-zero,Natural Gas,2013,69.71310,British Columbia,"Commercial"
64366,Global Net-zero,Natural Gas,2013,77.84700,British Columbia,"Residential"
64371,Global Net-zero,Natural Gas,2013,213.64730,British Columbia,"Industrial"
64378,Global Net-zero,Natural Gas,2013,361.73640,British Columbia,"Total End-Use"
64409,Global Net-zero,Natural Gas,2014,0.52600,British Columbia,"Transportation"
64433,Global Net-zero,Natural Gas,2014,68.98890,British Columbia,"Commercial"
64436,Global Net-zero,Natural Gas,2014,74.85800,British Columbia,"Residential"
64441,Global Net-zero,Natural Gas,2014,194.78300,British Columbia,"Industrial"
64446,Global Net-zero,Natural Gas,2014,339.15590,British Columbia,"Total End-Use"
64479,Global Net-zero,Natural Gas,2015,0.56600,British Columbia,"Transportation"
64504,Global Net-zero,Natural Gas,2015,69.94600,British Columbia,"Commercial"
64505,Global Net-zero,Natural Gas,2015,72.87690,British Columbia,"Residential"
64511,Global Net-zero,Natural Gas,2015,195.26300,British Columbia,"Industrial"
64516,Global Net-zero,Natural Gas,2015,338.65190,British Columbia,"Total End-Use"
64550,Global Net-zero,Natural Gas,2016,0.57300,British Columbia,"Transportation"
64574,Global Net-zero,Natural Gas,2016,72.22960,British Columbia,"Commercial"
64576,Global Net-zero,Natural Gas,2016,74.71590,British Columbia,"Residential"
64581,Global Net-zero,Natural Gas,2016,207.21110,British Columbia,"Industrial"
64588,Global Net-zero,Natural Gas,2016,354.72960,British Columbia,"Total End-Use"
64621,Global Net-zero,Natural Gas,2017,0.66400,British Columbia,"Transportation"
64644,Global Net-zero,Natural Gas,2017,76.83820,British Columbia,"Commercial"
64646,Global Net-zero,Natural Gas,2017,81.81310,British Columbia,"Residential"
64651,Global Net-zero,Natural Gas,2017,216.16930,British Columbia,"Industrial"
64658,Global Net-zero,Natural Gas,2017,375.48460,British Columbia,"Total End-Use"
64690,Global Net-zero,Natural Gas,2018,0.62900,British Columbia,"Transportation"
64715,Global Net-zero,Natural Gas,2018,75.34280,British Columbia,"Commercial"
64716,Global Net-zero,Natural Gas,2018,76.28200,British Columbia,"Residential"
64720,Global Net-zero,Natural Gas,2018,217.28560,British Columbia,"Industrial"
64727,Global Net-zero,Natural Gas,2018,369.53940,British Columbia,"Total End-Use"
64760,Global Net-zero,Natural Gas,2019,0.67190,British Columbia,"Transportation"
64785,Global Net-zero,Natural Gas,2019,75.88590,British Columbia,"Commercial"
64786,Global Net-zero,Natural Gas,2019,79.78610,British Columbia,"Residential"
64790,Global Net-zero,Natural Gas,2019,202.66210,British Columbia,"Industrial"
64798,Global Net-zero,Natural Gas,2019,359.00600,British Columbia,"Total End-Use"
64829,Global Net-zero,Natural Gas,2020,0.54230,British Columbia,"Transportation"
64855,Global Net-zero,Natural Gas,2020,72.60580,British Columbia,"Commercial"
64856,Global Net-zero,Natural Gas,2020,81.64900,British Columbia,"Residential"
64861,Global Net-zero,Natural Gas,2020,207.40730,British Columbia,"Industrial"
64868,Global Net-zero,Natural Gas,2020,362.20440,British Columbia,"Total End-Use"
