,scenario,variable,year,value,region,sector
51741,Global Net-zero,Biofuels & Emerging Energy,2008,170.66390,British Columbia,"Total End-Use"
51758,Global Net-zero,Biofuels & Emerging Energy,2009,0.00090,British Columbia,"Commercial"
51781,Global Net-zero,Biofuels & Emerging Energy,2009,13.80000,British Columbia,"Residential"
51796,Global Net-zero,Biofuels & Emerging Energy,2009,168.69560,British Columbia,"Industrial"
51797,Global Net-zero,Biofuels & Emerging Energy,2009,184.26730,British Columbia,"Total End-Use"
51813,Global Net-zero,Biofuels & Emerging Energy,2010,0.00080,British Columbia,"Commercial"
51837,Global Net-zero,Biofuels & Emerging Energy,2010,13.30000,British Columbia,"Residential"
51852,Global Net-zero,Biofuels & Emerging Energy,2010,182.09170,British Columbia,"Industrial"
51853,Global Net-zero,Biofuels & Emerging Energy,2010,204.59510,British Columbia,"Total End-Use"
51869,Global Net-zero,Biofuels & Emerging Energy,2011,0.00090,British Columbia,"Commercial"
51894,Global Net-zero,Biofuels & Emerging Energy,2011,13.10000,British Columbia,"Residential"
51908,Global Net-zero,Biofuels & Emerging Energy,2011,177.48600,British Columbia,"Industrial"
51909,Global Net-zero,Biofuels & Emerging Energy,2011,202.18060,British Columbia,"Total End-Use"
51926,Global Net-zero,Biofuels & Emerging Energy,2012,0.00100,British Columbia,"Commercial"
51949,Global Net-zero,Biofuels & Emerging Energy,2012,13.00000,British Columbia,"Residential"
51964,Global Net-zero,Biofuels & Emerging Energy,2012,187.45860,British Columbia,"Industrial"
51965,Global Net-zero,Biofuels & Emerging Energy,2012,212.47150,British Columbia,"Total End-Use"
51982,Global Net-zero,Biofuels & Emerging Energy,2013,0.00170,British Columbia,"Commercial"
52005,Global Net-zero,Biofuels & Emerging Energy,2013,12.80000,British Columbia,"Residential"
52020,Global Net-zero,Biofuels & Emerging Energy,2013,180.53260,British Columbia,"Industrial"
52021,Global Net-zero,Biofuels & Emerging Energy,2013,207.35350,British Columbia,"Total End-Use"
52039,Global Net-zero,Biofuels & Emerging Energy,2014,0.00260,British Columbia,"Commercial"
52061,Global Net-zero,Biofuels & Emerging Energy,2014,12.70000,British Columbia,"Residential"
52075,Global Net-zero,Biofuels & Emerging Energy,2014,172.10250,British Columbia,"Industrial"
52077,Global Net-zero,Biofuels & Emerging Energy,2014,200.11060,British Columbia,"Total End-Use"
52097,Global Net-zero,Biofuels & Emerging Energy,2015,0.00250,British Columbia,"Commercial"
52117,Global Net-zero,Biofuels & Emerging Energy,2015,12.49990,British Columbia,"Residential"
52132,Global Net-zero,Biofuels & Emerging Energy,2015,187.47020,British Columbia,"Industrial"
52133,Global Net-zero,Biofuels & Emerging Energy,2015,216.92900,British Columbia,"Total End-Use"
52151,Global Net-zero,Biofuels & Emerging Energy,2016,0.00390,British Columbia,"Commercial"
52173,Global Net-zero,Biofuels & Emerging Energy,2016,12.39990,British Columbia,"Residential"
52188,Global Net-zero,Biofuels & Emerging Energy,2016,181.47950,British Columbia,"Industrial"
52189,Global Net-zero,Biofuels & Emerging Energy,2016,211.46760,British Columbia,"Total End-Use"
52206,Global Net-zero,Biofuels & Emerging Energy,2017,0.00350,British Columbia,"Commercial"
52229,Global Net-zero,Biofuels & Emerging Energy,2017,12.30000,British Columbia,"Residential"
52244,Global Net-zero,Biofuels & Emerging Energy,2017,193.54870,British Columbia,"Industrial"
52245,Global Net-zero,Biofuels & Emerging Energy,2017,224.25410,British Columbia,"Total End-Use"
52262,Global Net-zero,Biofuels & Emerging Energy,2018,0.00370,British Columbia,"Commercial"
52285,Global Net-zero,Biofuels & Emerging Energy,2018,12.10010,British Columbia,"Residential"
52300,Global Net-zero,Biofuels & Emerging Energy,2018,185.98260,British Columbia,"Industrial"
52301,Global Net-zero,Biofuels & Emerging Energy,2018,217.75640,British Columbia,"Total End-Use"
52321,Global Net-zero,Biofuels & Emerging Energy,2019,0.00640,British Columbia,"Commercial"
52341,Global Net-zero,Biofuels & Emerging Energy,2019,12.47120,British Columbia,"Residential"
52356,Global Net-zero,Biofuels & Emerging Energy,2019,192.93490,British Columbia,"Industrial"
52357,Global Net-zero,Biofuels & Emerging Energy,2019,226.75000,British Columbia,"Total End-Use"
52377,Global Net-zero,Biofuels & Emerging Energy,2020,0.00700,British Columbia,"Commercial"
52398,Global Net-zero,Biofuels & Emerging Energy,2020,12.72700,British Columbia,"Residential"
52412,Global Net-zero,Biofuels & Emerging Energy,2020,181.01870,British Columbia,"Industrial"
52413,Global Net-zero,Biofuels & Emerging Energy,2020,213.77040,British Columbia,"Total End-Use"
52438,Global Net-zero,Biofuels & Emerging Energy,2021,0.75590,British Columbia,"Commercial"
52453,Global Net-zero,Biofuels & Emerging Energy,2021,11.81010,British Columbia,"Residential"
52468,Global Net-zero,Biofuels & Emerging Energy,2021,185.82690,British Columbia,"Industrial"
52469,Global Net-zero,Biofuels & Emerging Energy,2021,228.91720,British Columbia,"Total End-Use"
52495,Global Net-zero,Biofuels & Emerging Energy,2022,1.19810,British Columbia,"Commercial"
52509,Global Net-zero,Biofuels & Emerging Energy,2022,12.11510,British Columbia,"Residential"
52524,Global Net-zero,Biofuels & Emerging Energy,2022,195.71080,British Columbia,"Industrial"
52525,Global Net-zero,Biofuels & Emerging Energy,2022,243.12500,British Columbia,"Total End-Use"
52551,Global Net-zero,Biofuels & Emerging Energy,2023,1.63590,British Columbia,"Commercial"
52565,Global Net-zero,Biofuels & Emerging Energy,2023,12.40390,British Columbia,"Residential"
52580,Global Net-zero,Biofuels & Emerging Energy,2023,193.24330,British Columbia,"Industrial"
52581,Global Net-zero,Biofuels & Emerging Energy,2023,243.06340,British Columbia,"Total End-Use"
52608,Global Net-zero,Biofuels & Emerging Energy,2024,2.41120,British Columbia,"Commercial"
52621,Global Net-zero,Biofuels & Emerging Energy,2024,12.35600,British Columbia,"Residential"
52635,Global Net-zero,Biofuels & Emerging Energy,2024,196.30370,British Columbia,"Industrial"
52637,Global Net-zero,Biofuels & Emerging Energy,2024,250.84550,British Columbia,"Total End-Use"
52665,Global Net-zero,Biofuels & Emerging Energy,2025,3.58540,British Columbia,"Commercial"
52675,Global Net-zero,Biofuels & Emerging Energy,2025,12.65870,British Columbia,"Residential"
52691,Global Net-zero,Biofuels & Emerging Energy,2025,199.40370,British Columbia,"Industrial"
52693,Global Net-zero,Biofuels & Emerging Energy,2025,257.15010,British Columbia,"Total End-Use"
52723,Global Net-zero,Biofuels & Emerging Energy,2026,4.73630,British Columbia,"Commercial"
52730,Global Net-zero,Biofuels & Emerging Energy,2026,12.94140,British Columbia,"Residential"
52748,Global Net-zero,Biofuels & Emerging Energy,2026,203.01410,British Columbia,"Industrial"
52749,Global Net-zero,Biofuels & Emerging Energy,2026,265.48860,British Columbia,"Total End-Use"
52781,Global Net-zero,Biofuels & Emerging Energy,2027,6.17110,British Columbia,"Commercial"
52787,Global Net-zero,Biofuels & Emerging Energy,2027,13.52520,British Columbia,"Residential"
52804,Global Net-zero,Biofuels & Emerging Energy,2027,209.49760,British Columbia,"Industrial"
52805,Global Net-zero,Biofuels & Emerging Energy,2027,276.76420,British Columbia,"Total End-Use"
52838,Global Net-zero,Biofuels & Emerging Energy,2028,7.47330,British Columbia,"Commercial"
52843,Global Net-zero,Biofuels & Emerging Energy,2028,14.06160,British Columbia,"Residential"
52860,Global Net-zero,Biofuels & Emerging Energy,2028,216.12330,British Columbia,"Industrial"
52861,Global Net-zero,Biofuels & Emerging Energy,2028,286.87000,British Columbia,"Total End-Use"
52895,Global Net-zero,Biofuels & Emerging Energy,2029,9.01050,British Columbia,"Commercial"
52899,Global Net-zero,Biofuels & Emerging Energy,2029,14.84590,British Columbia,"Residential"
52916,Global Net-zero,Biofuels & Emerging Energy,2029,224.30080,British Columbia,"Industrial"
52917,Global Net-zero,Biofuels & Emerging Energy,2029,297.01040,British Columbia,"Total End-Use"
52952,Global Net-zero,Biofuels & Emerging Energy,2030,10.37410,British Columbia,"Commercial"
52956,Global Net-zero,Biofuels & Emerging Energy,2030,15.55310,British Columbia,"Residential"
52972,Global Net-zero,Biofuels & Emerging Energy,2030,231.91280,British Columbia,"Industrial"
52973,Global Net-zero,Biofuels & Emerging Energy,2030,307.67380,British Columbia,"Total End-Use"
53008,Global Net-zero,Biofuels & Emerging Energy,2031,9.93200,British Columbia,"Commercial"
53011,Global Net-zero,Biofuels & Emerging Energy,2031,14.85400,British Columbia,"Residential"
53028,Global Net-zero,Biofuels & Emerging Energy,2031,235.11900,British Columbia,"Industrial"
53029,Global Net-zero,Biofuels & Emerging Energy,2031,308.67210,British Columbia,"Total End-Use"
53064,Global Net-zero,Biofuels & Emerging Energy,2032,9.48980,British Columbia,"Commercial"
53067,Global Net-zero,Biofuels & Emerging Energy,2032,14.18650,British Columbia,"Residential"
53084,Global Net-zero,Biofuels & Emerging Energy,2032,237.65300,British Columbia,"Industrial"
53085,Global Net-zero,Biofuels & Emerging Energy,2032,309.12300,British Columbia,"Total End-Use"
53120,Global Net-zero,Biofuels & Emerging Energy,2033,9.04780,British Columbia,"Commercial"
53122,Global Net-zero,Biofuels & Emerging Energy,2033,13.54190,British Columbia,"Residential"
53140,Global Net-zero,Biofuels & Emerging Energy,2033,239.26670,British Columbia,"Industrial"
53141,Global Net-zero,Biofuels & Emerging Energy,2033,308.75140,British Columbia,"Total End-Use"
53175,Global Net-zero,Biofuels & Emerging Energy,2034,8.61370,British Columbia,"Commercial"
53178,Global Net-zero,Biofuels & Emerging Energy,2034,12.92450,British Columbia,"Residential"
53196,Global Net-zero,Biofuels & Emerging Energy,2034,240.22700,British Columbia,"Industrial"
53197,Global Net-zero,Biofuels & Emerging Energy,2034,307.93650,British Columbia,"Total End-Use"
53231,Global Net-zero,Biofuels & Emerging Energy,2035,8.19910,British Columbia,"Commercial"
53234,Global Net-zero,Biofuels & Emerging Energy,2035,12.33150,British Columbia,"Residential"
53252,Global Net-zero,Biofuels & Emerging Energy,2035,240.68390,British Columbia,"Industrial"
53253,Global Net-zero,Biofuels & Emerging Energy,2035,306.63020,British Columbia,"Total End-Use"
53285,Global Net-zero,Biofuels & Emerging Energy,2036,7.77190,British Columbia,"Commercial"
53290,Global Net-zero,Biofuels & Emerging Energy,2036,11.76180,British Columbia,"Residential"
53308,Global Net-zero,Biofuels & Emerging Energy,2036,240.54880,British Columbia,"Industrial"
53309,Global Net-zero,Biofuels & Emerging Energy,2036,305.20330,British Columbia,"Total End-Use"
53341,Global Net-zero,Biofuels & Emerging Energy,2037,7.36920,British Columbia,"Commercial"
53346,Global Net-zero,Biofuels & Emerging Energy,2037,11.21240,British Columbia,"Residential"
53364,Global Net-zero,Biofuels & Emerging Energy,2037,240.33820,British Columbia,"Industrial"
53365,Global Net-zero,Biofuels & Emerging Energy,2037,303.84140,British Columbia,"Total End-Use"
53397,Global Net-zero,Biofuels & Emerging Energy,2038,6.99010,British Columbia,"Commercial"
53401,Global Net-zero,Biofuels & Emerging Energy,2038,10.68160,British Columbia,"Residential"
53420,Global Net-zero,Biofuels & Emerging Energy,2038,239.49640,British Columbia,"Industrial"
53421,Global Net-zero,Biofuels & Emerging Energy,2038,301.86270,British Columbia,"Total End-Use"
53452,Global Net-zero,Biofuels & Emerging Energy,2039,6.63320,British Columbia,"Commercial"
53457,Global Net-zero,Biofuels & Emerging Energy,2039,10.16590,British Columbia,"Residential"
53476,Global Net-zero,Biofuels & Emerging Energy,2039,238.27170,British Columbia,"Industrial"
53477,Global Net-zero,Biofuels & Emerging Energy,2039,299.50530,British Columbia,"Total End-Use"
53508,Global Net-zero,Biofuels & Emerging Energy,2040,6.29010,British Columbia,"Commercial"
53513,Global Net-zero,Biofuels & Emerging Energy,2040,9.66810,British Columbia,"Residential"
53532,Global Net-zero,Biofuels & Emerging Energy,2040,236.82200,British Columbia,"Industrial"
53533,Global Net-zero,Biofuels & Emerging Energy,2040,298.50770,British Columbia,"Total End-Use"
53563,Global Net-zero,Biofuels & Emerging Energy,2041,5.94390,British Columbia,"Commercial"
53568,Global Net-zero,Biofuels & Emerging Energy,2041,9.18880,British Columbia,"Residential"
53587,Global Net-zero,Biofuels & Emerging Energy,2041,234.95310,British Columbia,"Industrial"
53589,Global Net-zero,Biofuels & Emerging Energy,2041,297.23390,British Columbia,"Total End-Use"
53618,Global Net-zero,Biofuels & Emerging Energy,2042,5.59530,British Columbia,"Commercial"
53624,Global Net-zero,Biofuels & Emerging Energy,2042,8.72850,British Columbia,"Residential"
53643,Global Net-zero,Biofuels & Emerging Energy,2042,232.96670,British Columbia,"Industrial"
53645,Global Net-zero,Biofuels & Emerging Energy,2042,295.87320,British Columbia,"Total End-Use"
53674,Global Net-zero,Biofuels & Emerging Energy,2043,5.26870,British Columbia,"Commercial"
53679,Global Net-zero,Biofuels & Emerging Energy,2043,8.28850,British Columbia,"Residential"
53699,Global Net-zero,Biofuels & Emerging Energy,2043,231.23370,British Columbia,"Industrial"
53701,Global Net-zero,Biofuels & Emerging Energy,2043,294.77950,British Columbia,"Total End-Use"
53730,Global Net-zero,Biofuels & Emerging Energy,2044,4.96230,British Columbia,"Commercial"
53734,Global Net-zero,Biofuels & Emerging Energy,2044,7.87090,British Columbia,"Residential"
53755,Global Net-zero,Biofuels & Emerging Energy,2044,229.87790,British Columbia,"Industrial"
53757,Global Net-zero,Biofuels & Emerging Energy,2044,294.19060,British Columbia,"Total End-Use"
53786,Global Net-zero,Biofuels & Emerging Energy,2045,4.67840,British Columbia,"Commercial"
53790,Global Net-zero,Biofuels & Emerging Energy,2045,7.47410,British Columbia,"Residential"
53811,Global Net-zero,Biofuels & Emerging Energy,2045,228.46560,British Columbia,"Industrial"
53813,Global Net-zero,Biofuels & Emerging Energy,2045,293.32450,British Columbia,"Total End-Use"
53842,Global Net-zero,Biofuels & Emerging Energy,2046,4.41210,British Columbia,"Commercial"
53846,Global Net-zero,Biofuels & Emerging Energy,2046,7.09560,British Columbia,"Residential"
53867,Global Net-zero,Biofuels & Emerging Energy,2046,226.91930,British Columbia,"Industrial"
53869,Global Net-zero,Biofuels & Emerging Energy,2046,292.66070,British Columbia,"Total End-Use"
53898,Global Net-zero,Biofuels & Emerging Energy,2047,4.16560,British Columbia,"Commercial"
53901,Global Net-zero,Biofuels & Emerging Energy,2047,6.73600,British Columbia,"Residential"
53922,Global Net-zero,Biofuels & Emerging Energy,2047,225.81850,British Columbia,"Industrial"
53925,Global Net-zero,Biofuels & Emerging Energy,2047,293.36780,British Columbia,"Total End-Use"
53954,Global Net-zero,Biofuels & Emerging Energy,2048,3.93840,British Columbia,"Commercial"
53957,Global Net-zero,Biofuels & Emerging Energy,2048,6.39910,British Columbia,"Residential"
53978,Global Net-zero,Biofuels & Emerging Energy,2048,225.48360,British Columbia,"Industrial"
53981,Global Net-zero,Biofuels & Emerging Energy,2048,295.03030,British Columbia,"Total End-Use"
54010,Global Net-zero,Biofuels & Emerging Energy,2049,3.72860,British Columbia,"Commercial"
54013,Global Net-zero,Biofuels & Emerging Energy,2049,6.08540,British Columbia,"Residential"
54034,Global Net-zero,Biofuels & Emerging Energy,2049,226.00310,British Columbia,"Industrial"
54037,Global Net-zero,Biofuels & Emerging Energy,2049,298.02930,British Columbia,"Total End-Use"
54066,Global Net-zero,Biofuels & Emerging Energy,2050,3.53820,British Columbia,"Commercial"
54068,Global Net-zero,Biofuels & Emerging Energy,2050,5.79470,British Columbia,"Residential"
54090,Global Net-zero,Biofuels & Emerging Energy,2050,226.89220,British Columbia,"Industrial"
54093,Global Net-zero,Biofuels & Emerging Energy,2050,301.48170,British Columbia,"Total End-Use"
54105,Global Net-zero,Diesel,2005,92.06000,British Columbia,"Transportation"
54119,Global Net-zero,Diesel,2006,88.91500,British Columbia,"Transportation"
54133,Global Net-zero,Diesel,2007,89.57600,British Columbia,"Transportation"
54147,Global Net-zero,Diesel,2008,100.01000,British Columbia,"Transportation"
54161,Global Net-zero,Diesel,2009,85.35900,British Columbia,"Transportation"
54175,Global Net-zero,Diesel,2010,90.61800,British Columbia,"Transportation"
54189,Global Net-zero,Diesel,2011,87.11300,British Columbia,"Transportation"
54203,Global Net-zero,Diesel,2012,91.45300,British Columbia,"Transportation"
54217,Global Net-zero,Diesel,2013,98.28800,British Columbia,"Transportation"
54231,Global Net-zero,Diesel,2014,97.19600,British Columbia,"Transportation"
54245,Global Net-zero,Diesel,2015,95.21700,British Columbia,"Transportation"
54259,Global Net-zero,Diesel,2016,98.52100,British Columbia,"Transportation"
54273,Global Net-zero,Diesel,2017,104.09400,British Columbia,"Transportation"
54287,Global Net-zero,Diesel,2018,112.34700,British Columbia,"Transportation"
54301,Global Net-zero,Diesel,2019,117.54100,British Columbia,"Transportation"
54315,Global Net-zero,Diesel,2020,102.23320,British Columbia,"Transportation"
54329,Global Net-zero,Diesel,2021,97.10920,British Columbia,"Transportation"
54343,Global Net-zero,Diesel,2022,96.19360,British Columbia,"Transportation"
54357,Global Net-zero,Diesel,2023,97.80730,British Columbia,"Transportation"
54371,Global Net-zero,Diesel,2024,93.99470,British Columbia,"Transportation"
54385,Global Net-zero,Diesel,2025,93.81960,British Columbia,"Transportation"
54399,Global Net-zero,Diesel,2026,91.26380,British Columbia,"Transportation"
54413,Global Net-zero,Diesel,2027,87.48150,British Columbia,"Transportation"
54427,Global Net-zero,Diesel,2028,83.64260,British Columbia,"Transportation"
54441,Global Net-zero,Diesel,2029,81.17330,British Columbia,"Transportation"
54455,Global Net-zero,Diesel,2030,76.70820,British Columbia,"Transportation"
54469,Global Net-zero,Diesel,2031,73.38910,British Columbia,"Transportation"
54483,Global Net-zero,Diesel,2032,69.94930,British Columbia,"Transportation"
54497,Global Net-zero,Diesel,2033,66.56850,British Columbia,"Transportation"
54511,Global Net-zero,Diesel,2034,63.41950,British Columbia,"Transportation"
54525,Global Net-zero,Diesel,2035,60.04300,British Columbia,"Transportation"
54539,Global Net-zero,Diesel,2036,56.84810,British Columbia,"Transportation"
54553,Global Net-zero,Diesel,2037,53.91960,British Columbia,"Transportation"
54567,Global Net-zero,Diesel,2038,51.12440,British Columbia,"Transportation"
54581,Global Net-zero,Diesel,2039,48.47700,British Columbia,"Transportation"
54595,Global Net-zero,Diesel,2040,45.99050,British Columbia,"Transportation"
54609,Global Net-zero,Diesel,2041,42.66140,British Columbia,"Transportation"
54623,Global Net-zero,Diesel,2042,39.55430,British Columbia,"Transportation"
54637,Global Net-zero,Diesel,2043,36.68870,British Columbia,"Transportation"
54652,Global Net-zero,Diesel,2044,34.05720,British Columbia,"Transportation"
54667,Global Net-zero,Diesel,2045,31.46480,British Columbia,"Transportation"
54681,Global Net-zero,Diesel,2046,28.78740,British Columbia,"Transportation"
54695,Global Net-zero,Diesel,2047,26.05550,British Columbia,"Transportation"
54709,Global Net-zero,Diesel,2048,23.59290,British Columbia,"Transportation"
54723,Global Net-zero,Diesel,2049,21.27090,British Columbia,"Transportation"
54737,Global Net-zero,Diesel,2050,19.24010,British Columbia,"Transportation"
54756,Global Net-zero,Electricity,2005,0.50700,British Columbia,"Transportation"
54789,Global Net-zero,Electricity,2005,52.68200,British Columbia,"Commercial"
54792,Global Net-zero,Electricity,2005,63.41300,British Columbia,"Residential"
