,scenario,variable,year,value,region,sector
14342,Canada Net-zero,Natural Gas,2016,72.22960,British Columbia,"Commercial"
14344,Canada Net-zero,Natural Gas,2016,74.71590,British Columbia,"Residential"
14349,Canada Net-zero,Natural Gas,2016,207.21110,British Columbia,"Industrial"
14356,Canada Net-zero,Natural Gas,2016,354.72960,British Columbia,"Total End-Use"
14389,Canada Net-zero,Natural Gas,2017,0.66400,British Columbia,"Transportation"
14412,Canada Net-zero,Natural Gas,2017,76.83820,British Columbia,"Commercial"
14414,Canada Net-zero,Natural Gas,2017,81.81310,British Columbia,"Residential"
14419,Canada Net-zero,Natural Gas,2017,216.16930,British Columbia,"Industrial"
14426,Canada Net-zero,Natural Gas,2017,375.48460,British Columbia,"Total End-Use"
14458,Canada Net-zero,Natural Gas,2018,0.62900,British Columbia,"Transportation"
14483,Canada Net-zero,Natural Gas,2018,75.34280,British Columbia,"Commercial"
14484,Canada Net-zero,Natural Gas,2018,76.28200,British Columbia,"Residential"
14488,Canada Net-zero,Natural Gas,2018,217.28560,British Columbia,"Industrial"
14495,Canada Net-zero,Natural Gas,2018,369.53940,British Columbia,"Total End-Use"
14528,Canada Net-zero,Natural Gas,2019,0.67190,British Columbia,"Transportation"
14553,Canada Net-zero,Natural Gas,2019,75.88590,British Columbia,"Commercial"
14554,Canada Net-zero,Natural Gas,2019,79.78610,British Columbia,"Residential"
14558,Canada Net-zero,Natural Gas,2019,202.66210,British Columbia,"Industrial"
14566,Canada Net-zero,Natural Gas,2019,359.00600,British Columbia,"Total End-Use"
14597,Canada Net-zero,Natural Gas,2020,0.54230,British Columbia,"Transportation"
14623,Canada Net-zero,Natural Gas,2020,72.60580,British Columbia,"Commercial"
14624,Canada Net-zero,Natural Gas,2020,81.64900,British Columbia,"Residential"
14629,Canada Net-zero,Natural Gas,2020,207.40730,British Columbia,"Industrial"
14636,Canada Net-zero,Natural Gas,2020,362.20440,British Columbia,"Total End-Use"
14667,Canada Net-zero,Natural Gas,2021,0.56340,British Columbia,"Transportation"
14693,Canada Net-zero,Natural Gas,2021,73.26320,British Columbia,"Residential"
14694,Canada Net-zero,Natural Gas,2021,74.10380,British Columbia,"Commercial"
14699,Canada Net-zero,Natural Gas,2021,218.37000,British Columbia,"Industrial"
14706,Canada Net-zero,Natural Gas,2021,366.30040,British Columbia,"Total End-Use"
14738,Canada Net-zero,Natural Gas,2022,0.59120,British Columbia,"Transportation"
14763,Canada Net-zero,Natural Gas,2022,73.34220,British Columbia,"Residential"
14764,Canada Net-zero,Natural Gas,2022,78.14520,British Columbia,"Commercial"
14769,Canada Net-zero,Natural Gas,2022,229.17310,British Columbia,"Industrial"
14776,Canada Net-zero,Natural Gas,2022,381.25170,British Columbia,"Total End-Use"
14808,Canada Net-zero,Natural Gas,2023,0.62510,British Columbia,"Transportation"
14832,Canada Net-zero,Natural Gas,2023,72.13590,British Columbia,"Residential"
14834,Canada Net-zero,Natural Gas,2023,79.72170,British Columbia,"Commercial"
14839,Canada Net-zero,Natural Gas,2023,228.59450,British Columbia,"Industrial"
14846,Canada Net-zero,Natural Gas,2023,381.07720,British Columbia,"Total End-Use"
14878,Canada Net-zero,Natural Gas,2024,0.63240,British Columbia,"Transportation"
14902,Canada Net-zero,Natural Gas,2024,69.34980,British Columbia,"Residential"
14904,Canada Net-zero,Natural Gas,2024,77.69180,British Columbia,"Commercial"
14908,Canada Net-zero,Natural Gas,2024,221.57510,British Columbia,"Industrial"
14916,Canada Net-zero,Natural Gas,2024,369.24910,British Columbia,"Total End-Use"
14948,Canada Net-zero,Natural Gas,2025,0.63690,British Columbia,"Transportation"
14972,Canada Net-zero,Natural Gas,2025,66.18010,British Columbia,"Residential"
14974,Canada Net-zero,Natural Gas,2025,76.03420,British Columbia,"Commercial"
14981,Canada Net-zero,Natural Gas,2025,243.47470,British Columbia,"Industrial"
14986,Canada Net-zero,Natural Gas,2025,386.32590,British Columbia,"Total End-Use"
15018,Canada Net-zero,Natural Gas,2026,0.63930,British Columbia,"Transportation"
15042,Canada Net-zero,Natural Gas,2026,63.02050,British Columbia,"Residential"
15044,Canada Net-zero,Natural Gas,2026,74.47140,British Columbia,"Commercial"
15052,Canada Net-zero,Natural Gas,2026,267.56300,British Columbia,"Industrial"
15056,Canada Net-zero,Natural Gas,2026,405.69420,British Columbia,"Total End-Use"
15088,Canada Net-zero,Natural Gas,2027,0.63970,British Columbia,"Transportation"
15112,Canada Net-zero,Natural Gas,2027,59.58280,British Columbia,"Residential"
15114,Canada Net-zero,Natural Gas,2027,71.71050,British Columbia,"Commercial"
15122,Canada Net-zero,Natural Gas,2027,259.69791,British Columbia,"Industrial"
15126,Canada Net-zero,Natural Gas,2027,391.63091,British Columbia,"Total End-Use"
15158,Canada Net-zero,Natural Gas,2028,0.63860,British Columbia,"Transportation"
15181,Canada Net-zero,Natural Gas,2028,56.22300,British Columbia,"Residential"
15184,Canada Net-zero,Natural Gas,2028,68.67800,British Columbia,"Commercial"
15192,Canada Net-zero,Natural Gas,2028,253.13599,British Columbia,"Industrial"
15196,Canada Net-zero,Natural Gas,2028,378.67559,British Columbia,"Total End-Use"
15228,Canada Net-zero,Natural Gas,2029,0.63680,British Columbia,"Transportation"
15251,Canada Net-zero,Natural Gas,2029,52.64000,British Columbia,"Residential"
15254,Canada Net-zero,Natural Gas,2029,65.66890,British Columbia,"Commercial"
15262,Canada Net-zero,Natural Gas,2029,253.48677,British Columbia,"Industrial"
15266,Canada Net-zero,Natural Gas,2029,372.43247,British Columbia,"Total End-Use"
15298,Canada Net-zero,Natural Gas,2030,0.63470,British Columbia,"Transportation"
15321,Canada Net-zero,Natural Gas,2030,49.20590,British Columbia,"Residential"
15324,Canada Net-zero,Natural Gas,2030,62.76920,British Columbia,"Commercial"
15333,Canada Net-zero,Natural Gas,2030,257.50280,British Columbia,"Industrial"
15336,Canada Net-zero,Natural Gas,2030,370.11260,British Columbia,"Total End-Use"
15368,Canada Net-zero,Natural Gas,2031,0.63310,British Columbia,"Transportation"
15391,Canada Net-zero,Natural Gas,2031,47.57390,British Columbia,"Residential"
15394,Canada Net-zero,Natural Gas,2031,60.91010,British Columbia,"Commercial"
15403,Canada Net-zero,Natural Gas,2031,256.72169,British Columbia,"Industrial"
15406,Canada Net-zero,Natural Gas,2031,365.83879,British Columbia,"Total End-Use"
15438,Canada Net-zero,Natural Gas,2032,0.63190,British Columbia,"Transportation"
15461,Canada Net-zero,Natural Gas,2032,45.96830,British Columbia,"Residential"
15464,Canada Net-zero,Natural Gas,2032,58.56460,British Columbia,"Commercial"
15473,Canada Net-zero,Natural Gas,2032,250.22067,British Columbia,"Industrial"
15476,Canada Net-zero,Natural Gas,2032,355.38547,British Columbia,"Total End-Use"
15508,Canada Net-zero,Natural Gas,2033,0.63060,British Columbia,"Transportation"
15531,Canada Net-zero,Natural Gas,2033,44.33440,British Columbia,"Residential"
15534,Canada Net-zero,Natural Gas,2033,56.27990,British Columbia,"Commercial"
15543,Canada Net-zero,Natural Gas,2033,245.74907,British Columbia,"Industrial"
15546,Canada Net-zero,Natural Gas,2033,346.99397,British Columbia,"Total End-Use"
15578,Canada Net-zero,Natural Gas,2034,0.62950,British Columbia,"Transportation"
15601,Canada Net-zero,Natural Gas,2034,42.69430,British Columbia,"Residential"
15604,Canada Net-zero,Natural Gas,2034,54.05550,British Columbia,"Commercial"
15613,Canada Net-zero,Natural Gas,2034,242.38000,British Columbia,"Industrial"
15616,Canada Net-zero,Natural Gas,2034,339.75930,British Columbia,"Total End-Use"
15648,Canada Net-zero,Natural Gas,2035,0.62850,British Columbia,"Transportation"
15671,Canada Net-zero,Natural Gas,2035,41.05490,British Columbia,"Residential"
15674,Canada Net-zero,Natural Gas,2035,51.88740,British Columbia,"Commercial"
15683,Canada Net-zero,Natural Gas,2035,238.10124,British Columbia,"Industrial"
15686,Canada Net-zero,Natural Gas,2035,331.67204,British Columbia,"Total End-Use"
15718,Canada Net-zero,Natural Gas,2036,0.62750,British Columbia,"Transportation"
15740,Canada Net-zero,Natural Gas,2036,39.43260,British Columbia,"Residential"
15744,Canada Net-zero,Natural Gas,2036,49.59030,British Columbia,"Commercial"
15753,Canada Net-zero,Natural Gas,2036,234.55050,British Columbia,"Industrial"
15756,Canada Net-zero,Natural Gas,2036,324.20090,British Columbia,"Total End-Use"
15788,Canada Net-zero,Natural Gas,2037,0.62660,British Columbia,"Transportation"
15810,Canada Net-zero,Natural Gas,2037,37.84320,British Columbia,"Residential"
15814,Canada Net-zero,Natural Gas,2037,47.40870,British Columbia,"Commercial"
15823,Canada Net-zero,Natural Gas,2037,232.23422,British Columbia,"Industrial"
15826,Canada Net-zero,Natural Gas,2037,318.11272,British Columbia,"Total End-Use"
15858,Canada Net-zero,Natural Gas,2038,0.62580,British Columbia,"Transportation"
15880,Canada Net-zero,Natural Gas,2038,36.28770,British Columbia,"Residential"
15884,Canada Net-zero,Natural Gas,2038,45.35830,British Columbia,"Commercial"
15894,Canada Net-zero,Natural Gas,2038,230.33165,British Columbia,"Industrial"
15896,Canada Net-zero,Natural Gas,2038,312.60345,British Columbia,"Total End-Use"
15928,Canada Net-zero,Natural Gas,2039,0.62490,British Columbia,"Transportation"
15950,Canada Net-zero,Natural Gas,2039,34.35360,British Columbia,"Residential"
15954,Canada Net-zero,Natural Gas,2039,43.41300,British Columbia,"Commercial"
15964,Canada Net-zero,Natural Gas,2039,229.11108,British Columbia,"Industrial"
15966,Canada Net-zero,Natural Gas,2039,307.50258,British Columbia,"Total End-Use"
15998,Canada Net-zero,Natural Gas,2040,0.62450,British Columbia,"Transportation"
16020,Canada Net-zero,Natural Gas,2040,32.50440,British Columbia,"Residential"
16024,Canada Net-zero,Natural Gas,2040,41.51180,British Columbia,"Commercial"
16034,Canada Net-zero,Natural Gas,2040,223.69469,British Columbia,"Industrial"
16036,Canada Net-zero,Natural Gas,2040,298.33539,British Columbia,"Total End-Use"
16069,Canada Net-zero,Natural Gas,2041,0.62410,British Columbia,"Transportation"
16090,Canada Net-zero,Natural Gas,2041,31.12430,British Columbia,"Residential"
16094,Canada Net-zero,Natural Gas,2041,39.64860,British Columbia,"Commercial"
16104,Canada Net-zero,Natural Gas,2041,225.00438,British Columbia,"Industrial"
16106,Canada Net-zero,Natural Gas,2041,296.40138,British Columbia,"Total End-Use"
16139,Canada Net-zero,Natural Gas,2042,0.62380,British Columbia,"Transportation"
16160,Canada Net-zero,Natural Gas,2042,29.40810,British Columbia,"Residential"
16163,Canada Net-zero,Natural Gas,2042,37.40950,British Columbia,"Commercial"
16174,Canada Net-zero,Natural Gas,2042,226.31825,British Columbia,"Industrial"
16177,Canada Net-zero,Natural Gas,2042,293.75965,British Columbia,"Total End-Use"
16209,Canada Net-zero,Natural Gas,2043,0.62350,British Columbia,"Transportation"
16230,Canada Net-zero,Natural Gas,2043,27.76690,British Columbia,"Residential"
16233,Canada Net-zero,Natural Gas,2043,35.77130,British Columbia,"Commercial"
16244,Canada Net-zero,Natural Gas,2043,234.59113,British Columbia,"Industrial"
16247,Canada Net-zero,Natural Gas,2043,298.75283,British Columbia,"Total End-Use"
16279,Canada Net-zero,Natural Gas,2044,0.62330,British Columbia,"Transportation"
16300,Canada Net-zero,Natural Gas,2044,26.52770,British Columbia,"Residential"
16303,Canada Net-zero,Natural Gas,2044,33.77870,British Columbia,"Commercial"
16315,Canada Net-zero,Natural Gas,2044,244.76492,British Columbia,"Industrial"
16318,Canada Net-zero,Natural Gas,2044,305.69462,British Columbia,"Total End-Use"
16349,Canada Net-zero,Natural Gas,2045,0.62310,British Columbia,"Transportation"
16370,Canada Net-zero,Natural Gas,2045,25.02260,British Columbia,"Residential"
16373,Canada Net-zero,Natural Gas,2045,32.25060,British Columbia,"Commercial"
16386,Canada Net-zero,Natural Gas,2045,258.53477,British Columbia,"Industrial"
16388,Canada Net-zero,Natural Gas,2045,316.43107,British Columbia,"Total End-Use"
16419,Canada Net-zero,Natural Gas,2046,0.62310,British Columbia,"Transportation"
16441,Canada Net-zero,Natural Gas,2046,23.59300,British Columbia,"Residential"
16443,Canada Net-zero,Natural Gas,2046,30.45780,British Columbia,"Commercial"
16457,Canada Net-zero,Natural Gas,2046,272.00511,British Columbia,"Industrial"
16458,Canada Net-zero,Natural Gas,2046,326.67901,British Columbia,"Total End-Use"
16489,Canada Net-zero,Natural Gas,2047,0.62330,British Columbia,"Transportation"
16511,Canada Net-zero,Natural Gas,2047,22.52790,British Columbia,"Residential"
16513,Canada Net-zero,Natural Gas,2047,28.79730,British Columbia,"Commercial"
16527,Canada Net-zero,Natural Gas,2047,287.97970,British Columbia,"Industrial"
16529,Canada Net-zero,Natural Gas,2047,339.92820,British Columbia,"Total End-Use"
16559,Canada Net-zero,Natural Gas,2048,0.62370,British Columbia,"Transportation"
16581,Canada Net-zero,Natural Gas,2048,21.51380,British Columbia,"Residential"
16583,Canada Net-zero,Natural Gas,2048,27.56380,British Columbia,"Commercial"
16598,Canada Net-zero,Natural Gas,2048,305.79220,British Columbia,"Industrial"
16599,Canada Net-zero,Natural Gas,2048,355.49350,British Columbia,"Total End-Use"
16629,Canada Net-zero,Natural Gas,2049,0.62440,British Columbia,"Transportation"
16651,Canada Net-zero,Natural Gas,2049,20.28640,British Columbia,"Residential"
16653,Canada Net-zero,Natural Gas,2049,26.04480,British Columbia,"Commercial"
16668,Canada Net-zero,Natural Gas,2049,326.63946,British Columbia,"Industrial"
16669,Canada Net-zero,Natural Gas,2049,373.59506,British Columbia,"Total End-Use"
16699,Canada Net-zero,Natural Gas,2050,0.62550,British Columbia,"Transportation"
16721,Canada Net-zero,Natural Gas,2050,19.38670,British Columbia,"Residential"
16723,Canada Net-zero,Natural Gas,2050,24.63810,British Columbia,"Commercial"
16738,Canada Net-zero,Natural Gas,2050,349.44965,British Columbia,"Industrial"
16739,Canada Net-zero,Natural Gas,2050,394.09995,British Columbia,"Total End-Use"
16746,Canada Net-zero,Other,2005,0.00000,British Columbia,"Commercial"
16777,Canada Net-zero,Other,2005,0.52400,British Columbia,"Residential"
16792,Canada Net-zero,Other,2005,12.30390,British Columbia,"Industrial"
16793,Canada Net-zero,Other,2005,12.82790,British Columbia,"Total End-Use"
16802,Canada Net-zero,Other,2006,0.00000,British Columbia,"Commercial"
16833,Canada Net-zero,Other,2006,0.20610,British Columbia,"Residential"
16848,Canada Net-zero,Other,2006,14.16490,British Columbia,"Industrial"
16849,Canada Net-zero,Other,2006,14.37100,British Columbia,"Total End-Use"
16857,Canada Net-zero,Other,2007,0.00000,British Columbia,"Commercial"
16888,Canada Net-zero,Other,2007,0.07400,British Columbia,"Residential"
16904,Canada Net-zero,Other,2007,15.34490,British Columbia,"Industrial"
16905,Canada Net-zero,Other,2007,15.41890,British Columbia,"Total End-Use"
16913,Canada Net-zero,Other,2008,0.00000,British Columbia,"Commercial"
16914,Canada Net-zero,Other,2008,0.00000,British Columbia,"Residential"
16960,Canada Net-zero,Other,2008,14.61290,British Columbia,"Industrial"
16961,Canada Net-zero,Other,2008,14.61290,British Columbia,"Total End-Use"
16969,Canada Net-zero,Other,2009,0.00000,British Columbia,"Commercial"
16970,Canada Net-zero,Other,2009,0.00000,British Columbia,"Residential"
17016,Canada Net-zero,Other,2009,11.30300,British Columbia,"Industrial"
17017,Canada Net-zero,Other,2009,11.30300,British Columbia,"Total End-Use"
17025,Canada Net-zero,Other,2010,0.00000,British Columbia,"Commercial"
17026,Canada Net-zero,Other,2010,0.00000,British Columbia,"Residential"
17072,Canada Net-zero,Other,2010,11.32100,British Columbia,"Industrial"
17073,Canada Net-zero,Other,2010,11.32100,British Columbia,"Total End-Use"
17080,Canada Net-zero,Other,2011,0.00000,British Columbia,"Commercial"
17081,Canada Net-zero,Other,2011,0.00000,British Columbia,"Residential"
17128,Canada Net-zero,Other,2011,11.33900,British Columbia,"Industrial"
17129,Canada Net-zero,Other,2011,11.33900,British Columbia,"Total End-Use"
17136,Canada Net-zero,Other,2012,0.00000,British Columbia,"Commercial"
17137,Canada Net-zero,Other,2012,0.00000,British Columbia,"Residential"
17184,Canada Net-zero,Other,2012,7.73100,British Columbia,"Industrial"
17185,Canada Net-zero,Other,2012,7.73100,British Columbia,"Total End-Use"
17192,Canada Net-zero,Other,2013,0.00000,British Columbia,"Commercial"
17193,Canada Net-zero,Other,2013,0.00000,British Columbia,"Residential"
17239,Canada Net-zero,Other,2013,5.44000,British Columbia,"Industrial"
17240,Canada Net-zero,Other,2013,5.44000,British Columbia,"Total End-Use"
17249,Canada Net-zero,Other,2014,0.00000,British Columbia,"Commercial"
17250,Canada Net-zero,Other,2014,0.00000,British Columbia,"Residential"
17296,Canada Net-zero,Other,2014,6.69100,British Columbia,"Industrial"
17297,Canada Net-zero,Other,2014,6.69100,British Columbia,"Total End-Use"
17305,Canada Net-zero,Other,2015,0.00000,British Columbia,"Commercial"
17306,Canada Net-zero,Other,2015,0.00000,British Columbia,"Residential"
17352,Canada Net-zero,Other,2015,6.50200,British Columbia,"Industrial"
17353,Canada Net-zero,Other,2015,6.50200,British Columbia,"Total End-Use"
17361,Canada Net-zero,Other,2016,0.00000,British Columbia,"Commercial"
17362,Canada Net-zero,Other,2016,0.00000,British Columbia,"Residential"
17408,Canada Net-zero,Other,2016,6.40600,British Columbia,"Industrial"
17409,Canada Net-zero,Other,2016,6.40600,British Columbia,"Total End-Use"
17418,Canada Net-zero,Other,2017,0.00000,British Columbia,"Commercial"
17419,Canada Net-zero,Other,2017,0.00000,British Columbia,"Residential"
17464,Canada Net-zero,Other,2017,6.27300,British Columbia,"Industrial"
17465,Canada Net-zero,Other,2017,6.27300,British Columbia,"Total End-Use"
17474,Canada Net-zero,Other,2018,0.00000,British Columbia,"Commercial"
17475,Canada Net-zero,Other,2018,0.00000,British Columbia,"Residential"
17520,Canada Net-zero,Other,2018,5.72500,British Columbia,"Industrial"
17521,Canada Net-zero,Other,2018,5.72500,British Columbia,"Total End-Use"
17530,Canada Net-zero,Other,2019,0.00000,British Columbia,"Commercial"
17531,Canada Net-zero,Other,2019,0.00000,British Columbia,"Residential"
17576,Canada Net-zero,Other,2019,6.58500,British Columbia,"Industrial"
17577,Canada Net-zero,Other,2019,6.58500,British Columbia,"Total End-Use"
17586,Canada Net-zero,Other,2020,0.00000,British Columbia,"Commercial"
17587,Canada Net-zero,Other,2020,0.00000,British Columbia,"Residential"
17632,Canada Net-zero,Other,2020,4.25800,British Columbia,"Industrial"
17633,Canada Net-zero,Other,2020,4.25800,British Columbia,"Total End-Use"
17642,Canada Net-zero,Other,2021,0.00000,British Columbia,"Commercial"
17643,Canada Net-zero,Other,2021,0.00000,British Columbia,"Residential"
17688,Canada Net-zero,Other,2021,8.15430,British Columbia,"Industrial"
17689,Canada Net-zero,Other,2021,8.15430,British Columbia,"Total End-Use"
17698,Canada Net-zero,Other,2022,0.00000,British Columbia,"Commercial"
17699,Canada Net-zero,Other,2022,0.00000,British Columbia,"Residential"
17744,Canada Net-zero,Other,2022,9.09210,British Columbia,"Industrial"
17745,Canada Net-zero,Other,2022,9.09210,British Columbia,"Total End-Use"
17754,Canada Net-zero,Other,2023,0.00000,British Columbia,"Commercial"
17755,Canada Net-zero,Other,2023,0.00000,British Columbia,"Residential"
17800,Canada Net-zero,Other,2023,6.53160,British Columbia,"Industrial"
17801,Canada Net-zero,Other,2023,6.53160,British Columbia,"Total End-Use"
17810,Canada Net-zero,Other,2024,0.00000,British Columbia,"Commercial"
17811,Canada Net-zero,Other,2024,0.00000,British Columbia,"Residential"
17856,Canada Net-zero,Other,2024,4.36010,British Columbia,"Industrial"
17857,Canada Net-zero,Other,2024,4.36010,British Columbia,"Total End-Use"
17866,Canada Net-zero,Other,2025,0.00000,British Columbia,"Commercial"
17867,Canada Net-zero,Other,2025,0.00000,British Columbia,"Residential"
17912,Canada Net-zero,Other,2025,3.45460,British Columbia,"Industrial"
17913,Canada Net-zero,Other,2025,3.45460,British Columbia,"Total End-Use"
17922,Canada Net-zero,Other,2026,0.00000,British Columbia,"Commercial"
17923,Canada Net-zero,Other,2026,0.00000,British Columbia,"Residential"
17966,Canada Net-zero,Other,2026,3.05170,British Columbia,"Industrial"
17967,Canada Net-zero,Other,2026,3.05170,British Columbia,"Total End-Use"
17978,Canada Net-zero,Other,2027,0.00000,British Columbia,"Commercial"
17979,Canada Net-zero,Other,2027,0.00000,British Columbia,"Residential"
18022,Canada Net-zero,Other,2027,2.87810,British Columbia,"Industrial"
18023,Canada Net-zero,Other,2027,2.87810,British Columbia,"Total End-Use"
18034,Canada Net-zero,Other,2028,0.00000,British Columbia,"Commercial"
18035,Canada Net-zero,Other,2028,0.00000,British Columbia,"Residential"
18078,Canada Net-zero,Other,2028,2.53220,British Columbia,"Industrial"
18079,Canada Net-zero,Other,2028,2.53220,British Columbia,"Total End-Use"
18090,Canada Net-zero,Other,2029,0.00000,British Columbia,"Commercial"
18091,Canada Net-zero,Other,2029,0.00000,British Columbia,"Residential"
18134,Canada Net-zero,Other,2029,2.39320,British Columbia,"Industrial"
18135,Canada Net-zero,Other,2029,2.39320,British Columbia,"Total End-Use"
18146,Canada Net-zero,Other,2030,0.00000,British Columbia,"Commercial"
18147,Canada Net-zero,Other,2030,0.00000,British Columbia,"Residential"
18190,Canada Net-zero,Other,2030,2.25120,British Columbia,"Industrial"
18191,Canada Net-zero,Other,2030,2.25120,British Columbia,"Total End-Use"
18202,Canada Net-zero,Other,2031,0.00000,British Columbia,"Commercial"
18203,Canada Net-zero,Other,2031,0.00000,British Columbia,"Residential"
18246,Canada Net-zero,Other,2031,2.28040,British Columbia,"Industrial"
18247,Canada Net-zero,Other,2031,2.28040,British Columbia,"Total End-Use"
18258,Canada Net-zero,Other,2032,0.00000,British Columbia,"Commercial"
18259,Canada Net-zero,Other,2032,0.00000,British Columbia,"Residential"
18302,Canada Net-zero,Other,2032,2.29110,British Columbia,"Industrial"
18303,Canada Net-zero,Other,2032,2.29110,British Columbia,"Total End-Use"
18314,Canada Net-zero,Other,2033,0.00000,British Columbia,"Commercial"
18315,Canada Net-zero,Other,2033,0.00000,British Columbia,"Residential"
18358,Canada Net-zero,Other,2033,2.18360,British Columbia,"Industrial"
18359,Canada Net-zero,Other,2033,2.18360,British Columbia,"Total End-Use"
18370,Canada Net-zero,Other,2034,0.00000,British Columbia,"Commercial"
18371,Canada Net-zero,Other,2034,0.00000,British Columbia,"Residential"
18414,Canada Net-zero,Other,2034,2.10210,British Columbia,"Industrial"
18415,Canada Net-zero,Other,2034,2.10210,British Columbia,"Total End-Use"
18426,Canada Net-zero,Other,2035,0.00000,British Columbia,"Commercial"
18427,Canada Net-zero,Other,2035,0.00000,British Columbia,"Residential"
18470,Canada Net-zero,Other,2035,2.09920,British Columbia,"Industrial"
18471,Canada Net-zero,Other,2035,2.09920,British Columbia,"Total End-Use"
18482,Canada Net-zero,Other,2036,0.00000,British Columbia,"Commercial"
18483,Canada Net-zero,Other,2036,0.00000,British Columbia,"Residential"
18526,Canada Net-zero,Other,2036,2.07810,British Columbia,"Industrial"
18527,Canada Net-zero,Other,2036,2.07810,British Columbia,"Total End-Use"
18538,Canada Net-zero,Other,2037,0.00000,British Columbia,"Commercial"
18539,Canada Net-zero,Other,2037,0.00000,British Columbia,"Residential"
18582,Canada Net-zero,Other,2037,2.10340,British Columbia,"Industrial"
18583,Canada Net-zero,Other,2037,2.10340,British Columbia,"Total End-Use"
18594,Canada Net-zero,Other,2038,0.00000,British Columbia,"Commercial"
18595,Canada Net-zero,Other,2038,0.00000,British Columbia,"Residential"
18638,Canada Net-zero,Other,2038,2.09810,British Columbia,"Industrial"
18639,Canada Net-zero,Other,2038,2.09810,British Columbia,"Total End-Use"
18650,Canada Net-zero,Other,2039,0.00000,British Columbia,"Commercial"
18651,Canada Net-zero,Other,2039,0.00000,British Columbia,"Residential"
18694,Canada Net-zero,Other,2039,2.07820,British Columbia,"Industrial"
18695,Canada Net-zero,Other,2039,2.07820,British Columbia,"Total End-Use"
18706,Canada Net-zero,Other,2040,0.00000,British Columbia,"Commercial"
18707,Canada Net-zero,Other,2040,0.00000,British Columbia,"Residential"
18750,Canada Net-zero,Other,2040,2.05840,British Columbia,"Industrial"
18751,Canada Net-zero,Other,2040,2.05840,British Columbia,"Total End-Use"
18762,Canada Net-zero,Other,2041,0.00000,British Columbia,"Commercial"
18763,Canada Net-zero,Other,2041,0.00000,British Columbia,"Residential"
18806,Canada Net-zero,Other,2041,1.97430,British Columbia,"Industrial"
18807,Canada Net-zero,Other,2041,1.97430,British Columbia,"Total End-Use"
18818,Canada Net-zero,Other,2042,0.00000,British Columbia,"Commercial"
18819,Canada Net-zero,Other,2042,0.00000,British Columbia,"Residential"
18862,Canada Net-zero,Other,2042,1.89760,British Columbia,"Industrial"
18863,Canada Net-zero,Other,2042,1.89760,British Columbia,"Total End-Use"
18874,Canada Net-zero,Other,2043,0.00000,British Columbia,"Commercial"
18875,Canada Net-zero,Other,2043,0.00000,British Columbia,"Residential"
18918,Canada Net-zero,Other,2043,1.82750,British Columbia,"Industrial"
18919,Canada Net-zero,Other,2043,1.82750,British Columbia,"Total End-Use"
18930,Canada Net-zero,Other,2044,0.00000,British Columbia,"Commercial"
18931,Canada Net-zero,Other,2044,0.00000,British Columbia,"Residential"
18974,Canada Net-zero,Other,2044,1.76390,British Columbia,"Industrial"
18975,Canada Net-zero,Other,2044,1.76390,British Columbia,"Total End-Use"
18986,Canada Net-zero,Other,2045,0.00000,British Columbia,"Commercial"
18987,Canada Net-zero,Other,2045,0.00000,British Columbia,"Residential"
19030,Canada Net-zero,Other,2045,1.70820,British Columbia,"Industrial"
19031,Canada Net-zero,Other,2045,1.70820,British Columbia,"Total End-Use"
19042,Canada Net-zero,Other,2046,0.00000,British Columbia,"Commercial"
19043,Canada Net-zero,Other,2046,0.00000,British Columbia,"Residential"
19086,Canada Net-zero,Other,2046,1.66170,British Columbia,"Industrial"
19087,Canada Net-zero,Other,2046,1.66170,British Columbia,"Total End-Use"
19098,Canada Net-zero,Other,2047,0.00000,British Columbia,"Commercial"
19099,Canada Net-zero,Other,2047,0.00000,British Columbia,"Residential"
19142,Canada Net-zero,Other,2047,1.62020,British Columbia,"Industrial"
19143,Canada Net-zero,Other,2047,1.62020,British Columbia,"Total End-Use"
19154,Canada Net-zero,Other,2048,0.00000,British Columbia,"Commercial"
19155,Canada Net-zero,Other,2048,0.00000,British Columbia,"Residential"
19198,Canada Net-zero,Other,2048,1.58220,British Columbia,"Industrial"
19199,Canada Net-zero,Other,2048,1.58220,British Columbia,"Total End-Use"
19210,Canada Net-zero,Other,2049,0.00000,British Columbia,"Commercial"
19211,Canada Net-zero,Other,2049,0.00000,British Columbia,"Residential"
19254,Canada Net-zero,Other,2049,1.54690,British Columbia,"Industrial"
19255,Canada Net-zero,Other,2049,1.54690,British Columbia,"Total End-Use"
19266,Canada Net-zero,Other,2050,0.00000,British Columbia,"Commercial"
19267,Canada Net-zero,Other,2050,0.00000,British Columbia,"Residential"
19310,Canada Net-zero,Other,2050,1.51600,British Columbia,"Industrial"
19311,Canada Net-zero,Other,2050,1.51600,British Columbia,"Total End-Use"
19337,Canada Net-zero,RPP,2005,4.35600,British Columbia,"Residential"
19344,Canada Net-zero,RPP,2005,12.28620,British Columbia,"Commercial"
19359,Canada Net-zero,RPP,2005,88.86630,British Columbia,"Industrial"
19369,Canada Net-zero,RPP,2005,453.39860,British Columbia,"Total End-Use"
19393,Canada Net-zero,RPP,2006,4.45700,British Columbia,"Residential"
19399,Canada Net-zero,RPP,2006,7.81390,British Columbia,"Commercial"
19416,Canada Net-zero,RPP,2006,103.76480,British Columbia,"Industrial"
19424,Canada Net-zero,RPP,2006,457.08880,British Columbia,"Total End-Use"
