"Scenario","Region","Variable","Year","Value","Sector"
"Higher Scenario","Nova Scotia","Natural Gas","2028","2.612600","Industrial"
"Higher Scenario","Nova Scotia","Natural Gas","2028","0.277600","Residential"
"Higher Scenario","Nova Scotia","Natural Gas","2028","10.695400","Total End-Use"
"Higher Scenario","Nova Scotia","Natural Gas","2028","0.329500","Transportation"
"Higher Scenario","Nova Scotia","Natural Gas","2029","7.521800","Commercial"
"Higher Scenario","Nova Scotia","Natural Gas","2029","2.595500","Industrial"
"Higher Scenario","Nova Scotia","Natural Gas","2029","0.272600","Residential"
"Higher Scenario","Nova Scotia","Natural Gas","2029","10.718800","Total End-Use"
"Higher Scenario","Nova Scotia","Natural Gas","2029","0.328900","Transportation"
"Higher Scenario","Nova Scotia","Natural Gas","2030","7.590400","Commercial"
"Higher Scenario","Nova Scotia","Natural Gas","2030","2.577600","Industrial"
"Higher Scenario","Nova Scotia","Natural Gas","2030","0.268200","Residential"
"Higher Scenario","Nova Scotia","Natural Gas","2030","10.767500","Total End-Use"
"Higher Scenario","Nova Scotia","Natural Gas","2030","0.331300","Transportation"
"Higher Scenario","Nova Scotia","Natural Gas","2031","7.671300","Commercial"
"Higher Scenario","Nova Scotia","Natural Gas","2031","2.563200","Industrial"
"Higher Scenario","Nova Scotia","Natural Gas","2031","0.262900","Residential"
"Higher Scenario","Nova Scotia","Natural Gas","2031","10.831300","Total End-Use"
"Higher Scenario","Nova Scotia","Natural Gas","2031","0.333900","Transportation"
"Higher Scenario","Nova Scotia","Natural Gas","2032","7.713300","Commercial"
"Higher Scenario","Nova Scotia","Natural Gas","2032","2.539900","Industrial"
"Higher Scenario","Nova Scotia","Natural Gas","2032","0.256400","Residential"
"Higher Scenario","Nova Scotia","Natural Gas","2032","10.846900","Total End-Use"
"Higher Scenario","Nova Scotia","Natural Gas","2032","0.337300","Transportation"
"Higher Scenario","Nova Scotia","Natural Gas","2033","7.804200","Commercial"
"Higher Scenario","Nova Scotia","Natural Gas","2033","2.515300","Industrial"
"Higher Scenario","Nova Scotia","Natural Gas","2033","0.250700","Residential"
"Higher Scenario","Nova Scotia","Natural Gas","2033","10.910900","Total End-Use"
"Higher Scenario","Nova Scotia","Natural Gas","2033","0.340700","Transportation"
"Higher Scenario","Nova Scotia","Natural Gas","2034","7.877900","Commercial"
"Higher Scenario","Nova Scotia","Natural Gas","2034","2.496700","Industrial"
"Higher Scenario","Nova Scotia","Natural Gas","2034","0.245400","Residential"
"Higher Scenario","Nova Scotia","Natural Gas","2034","10.964100","Total End-Use"
"Higher Scenario","Nova Scotia","Natural Gas","2034","0.344100","Transportation"
"Higher Scenario","Nova Scotia","Natural Gas","2035","7.976800","Commercial"
"Higher Scenario","Nova Scotia","Natural Gas","2035","2.483300","Industrial"
"Higher Scenario","Nova Scotia","Natural Gas","2035","0.240500","Residential"
"Higher Scenario","Nova Scotia","Natural Gas","2035","11.047600","Total End-Use"
"Higher Scenario","Nova Scotia","Natural Gas","2035","0.347000","Transportation"
"Higher Scenario","Nova Scotia","Natural Gas","2036","8.055200","Commercial"
"Higher Scenario","Nova Scotia","Natural Gas","2036","2.473000","Industrial"
"Higher Scenario","Nova Scotia","Natural Gas","2036","0.236100","Residential"
"Higher Scenario","Nova Scotia","Natural Gas","2036","11.114300","Total End-Use"
"Higher Scenario","Nova Scotia","Natural Gas","2036","0.350000","Transportation"
"Higher Scenario","Nova Scotia","Natural Gas","2037","8.154300","Commercial"
"Higher Scenario","Nova Scotia","Natural Gas","2037","2.466600","Industrial"
"Higher Scenario","Nova Scotia","Natural Gas","2037","0.231800","Residential"
"Higher Scenario","Nova Scotia","Natural Gas","2037","11.205800","Total End-Use"
"Higher Scenario","Nova Scotia","Natural Gas","2037","0.353100","Transportation"
"Higher Scenario","Nova Scotia","Natural Gas","2038","8.232800","Commercial"
"Higher Scenario","Nova Scotia","Natural Gas","2038","2.463800","Industrial"
"Higher Scenario","Nova Scotia","Natural Gas","2038","0.228100","Residential"
"Higher Scenario","Nova Scotia","Natural Gas","2038","11.280900","Total End-Use"
"Higher Scenario","Nova Scotia","Natural Gas","2038","0.356200","Transportation"
"Higher Scenario","Nova Scotia","Natural Gas","2039","8.312700","Commercial"
"Higher Scenario","Nova Scotia","Natural Gas","2039","2.467100","Industrial"
"Higher Scenario","Nova Scotia","Natural Gas","2039","0.224700","Residential"
"Higher Scenario","Nova Scotia","Natural Gas","2039","11.363900","Total End-Use"
"Higher Scenario","Nova Scotia","Natural Gas","2039","0.359400","Transportation"
"Higher Scenario","Nova Scotia","Natural Gas","2040","8.395200","Commercial"
"Higher Scenario","Nova Scotia","Natural Gas","2040","2.477700","Industrial"
"Higher Scenario","Nova Scotia","Natural Gas","2040","0.221500","Residential"
"Higher Scenario","Nova Scotia","Natural Gas","2040","11.456700","Total End-Use"
"Higher Scenario","Nova Scotia","Natural Gas","2040","0.362300","Transportation"
"Higher Scenario","Nova Scotia","Natural Gas","2041","8.501000","Commercial"
"Higher Scenario","Nova Scotia","Natural Gas","2041","2.487900","Industrial"
"Higher Scenario","Nova Scotia","Natural Gas","2041","0.218800","Residential"
"Higher Scenario","Nova Scotia","Natural Gas","2041","11.573000","Total End-Use"
"Higher Scenario","Nova Scotia","Natural Gas","2041","0.365300","Transportation"
"Higher Scenario","Nova Scotia","Natural Gas","2042","8.582600","Commercial"
"Higher Scenario","Nova Scotia","Natural Gas","2042","2.497000","Industrial"
"Higher Scenario","Nova Scotia","Natural Gas","2042","0.216300","Residential"
"Higher Scenario","Nova Scotia","Natural Gas","2042","11.664300","Total End-Use"
"Higher Scenario","Nova Scotia","Natural Gas","2042","0.368400","Transportation"
"Higher Scenario","Nova Scotia","Natural Gas","2043","8.664600","Commercial"
"Higher Scenario","Nova Scotia","Natural Gas","2043","2.507300","Industrial"
"Higher Scenario","Nova Scotia","Natural Gas","2043","0.214100","Residential"
"Higher Scenario","Nova Scotia","Natural Gas","2043","11.757500","Total End-Use"
"Higher Scenario","Nova Scotia","Natural Gas","2043","0.371500","Transportation"
"Higher Scenario","Nova Scotia","Natural Gas","2044","8.742900","Commercial"
"Higher Scenario","Nova Scotia","Natural Gas","2044","2.520700","Industrial"
"Higher Scenario","Nova Scotia","Natural Gas","2044","0.211800","Residential"
"Higher Scenario","Nova Scotia","Natural Gas","2044","11.849900","Total End-Use"
"Higher Scenario","Nova Scotia","Natural Gas","2044","0.374500","Transportation"
"Higher Scenario","Nova Scotia","Natural Gas","2045","8.869700","Commercial"
"Higher Scenario","Nova Scotia","Natural Gas","2045","2.385000","Industrial"
"Higher Scenario","Nova Scotia","Natural Gas","2045","0.210000","Residential"
"Higher Scenario","Nova Scotia","Natural Gas","2045","11.841900","Total End-Use"
"Higher Scenario","Nova Scotia","Natural Gas","2045","0.377200","Transportation"
"Higher Scenario","Nova Scotia","Natural Gas","2046","9.065300","Commercial"
"Higher Scenario","Nova Scotia","Natural Gas","2046","2.257200","Industrial"
"Higher Scenario","Nova Scotia","Natural Gas","2046","0.208300","Residential"
"Higher Scenario","Nova Scotia","Natural Gas","2046","11.910700","Total End-Use"
"Higher Scenario","Nova Scotia","Natural Gas","2046","0.379900","Transportation"
"Higher Scenario","Nova Scotia","Natural Gas","2047","9.145700","Commercial"
"Higher Scenario","Nova Scotia","Natural Gas","2047","2.268000","Industrial"
"Higher Scenario","Nova Scotia","Natural Gas","2047","0.206600","Residential"
"Higher Scenario","Nova Scotia","Natural Gas","2047","12.002800","Total End-Use"
"Higher Scenario","Nova Scotia","Natural Gas","2047","0.382500","Transportation"
"Higher Scenario","Nova Scotia","Natural Gas","2048","9.252900","Commercial"
"Higher Scenario","Nova Scotia","Natural Gas","2048","2.303500","Industrial"
"Higher Scenario","Nova Scotia","Natural Gas","2048","0.205300","Residential"
"Higher Scenario","Nova Scotia","Natural Gas","2048","12.147100","Total End-Use"
"Higher Scenario","Nova Scotia","Natural Gas","2048","0.385400","Transportation"
"Higher Scenario","Nova Scotia","Natural Gas","2049","9.337200","Commercial"
"Higher Scenario","Nova Scotia","Natural Gas","2049","2.340200","Industrial"
"Higher Scenario","Nova Scotia","Natural Gas","2049","0.204100","Residential"
"Higher Scenario","Nova Scotia","Natural Gas","2049","12.270000","Total End-Use"
"Higher Scenario","Nova Scotia","Natural Gas","2049","0.388500","Transportation"
"Higher Scenario","Nova Scotia","Natural Gas","2050","9.445500","Commercial"
"Higher Scenario","Nova Scotia","Natural Gas","2050","2.381300","Industrial"
"Higher Scenario","Nova Scotia","Natural Gas","2050","0.203300","Residential"
"Higher Scenario","Nova Scotia","Natural Gas","2050","12.422000","Total End-Use"
"Higher Scenario","Nova Scotia","Natural Gas","2050","0.391900","Transportation"
"Higher Scenario","Nova Scotia","Other","2005","0.000000","Commercial"
"Higher Scenario","Nova Scotia","Other","2005","1.255500","Industrial"
"Higher Scenario","Nova Scotia","Other","2005","0.000000","Residential"
"Higher Scenario","Nova Scotia","Other","2005","1.255500","Total End-Use"
"Higher Scenario","Nova Scotia","Other","2006","0.000000","Commercial"
"Higher Scenario","Nova Scotia","Other","2006","1.169000","Industrial"
"Higher Scenario","Nova Scotia","Other","2006","0.000000","Residential"
"Higher Scenario","Nova Scotia","Other","2006","1.169000","Total End-Use"
"Higher Scenario","Nova Scotia","Other","2007","0.000000","Commercial"
"Higher Scenario","Nova Scotia","Other","2007","0.895000","Industrial"
"Higher Scenario","Nova Scotia","Other","2007","0.000000","Residential"
"Higher Scenario","Nova Scotia","Other","2007","0.895000","Total End-Use"
"Higher Scenario","Nova Scotia","Other","2008","0.000000","Commercial"
"Higher Scenario","Nova Scotia","Other","2008","1.223000","Industrial"
"Higher Scenario","Nova Scotia","Other","2008","0.000000","Residential"
"Higher Scenario","Nova Scotia","Other","2008","1.223000","Total End-Use"
"Higher Scenario","Nova Scotia","Other","2009","0.000000","Commercial"
"Higher Scenario","Nova Scotia","Other","2009","0.954000","Industrial"
"Higher Scenario","Nova Scotia","Other","2009","0.000000","Residential"
"Higher Scenario","Nova Scotia","Other","2009","0.954000","Total End-Use"
"Higher Scenario","Nova Scotia","Other","2010","0.000000","Commercial"
"Higher Scenario","Nova Scotia","Other","2010","1.003000","Industrial"
"Higher Scenario","Nova Scotia","Other","2010","0.000000","Residential"
"Higher Scenario","Nova Scotia","Other","2010","1.003000","Total End-Use"
"Higher Scenario","Nova Scotia","Other","2011","0.000000","Commercial"
"Higher Scenario","Nova Scotia","Other","2011","0.964000","Industrial"
"Higher Scenario","Nova Scotia","Other","2011","0.000000","Residential"
"Higher Scenario","Nova Scotia","Other","2011","0.964000","Total End-Use"
"Higher Scenario","Nova Scotia","Other","2012","0.000000","Commercial"
"Higher Scenario","Nova Scotia","Other","2012","1.229000","Industrial"
"Higher Scenario","Nova Scotia","Other","2012","0.000000","Residential"
"Higher Scenario","Nova Scotia","Other","2012","1.229000","Total End-Use"
"Higher Scenario","Nova Scotia","Other","2013","0.000000","Commercial"
"Higher Scenario","Nova Scotia","Other","2013","0.827000","Industrial"
"Higher Scenario","Nova Scotia","Other","2013","0.000000","Residential"
"Higher Scenario","Nova Scotia","Other","2013","0.827000","Total End-Use"
"Higher Scenario","Nova Scotia","Other","2014","0.000000","Commercial"
"Higher Scenario","Nova Scotia","Other","2014","0.865000","Industrial"
"Higher Scenario","Nova Scotia","Other","2014","0.000000","Residential"
"Higher Scenario","Nova Scotia","Other","2014","0.865000","Total End-Use"
"Higher Scenario","Nova Scotia","Other","2015","0.000000","Commercial"
"Higher Scenario","Nova Scotia","Other","2015","0.434000","Industrial"
"Higher Scenario","Nova Scotia","Other","2015","0.000000","Residential"
"Higher Scenario","Nova Scotia","Other","2015","0.434000","Total End-Use"
"Higher Scenario","Nova Scotia","Other","2016","0.000000","Commercial"
"Higher Scenario","Nova Scotia","Other","2016","0.434000","Industrial"
"Higher Scenario","Nova Scotia","Other","2016","0.000000","Residential"
"Higher Scenario","Nova Scotia","Other","2016","0.434000","Total End-Use"
"Higher Scenario","Nova Scotia","Other","2017","0.000000","Commercial"
"Higher Scenario","Nova Scotia","Other","2017","0.481000","Industrial"
"Higher Scenario","Nova Scotia","Other","2017","0.000000","Residential"
"Higher Scenario","Nova Scotia","Other","2017","0.481000","Total End-Use"
"Higher Scenario","Nova Scotia","Other","2018","0.000000","Commercial"
"Higher Scenario","Nova Scotia","Other","2018","0.454000","Industrial"
"Higher Scenario","Nova Scotia","Other","2018","0.000000","Residential"
"Higher Scenario","Nova Scotia","Other","2018","0.454000","Total End-Use"
"Higher Scenario","Nova Scotia","Other","2019","0.000000","Commercial"
"Higher Scenario","Nova Scotia","Other","2019","0.109000","Industrial"
"Higher Scenario","Nova Scotia","Other","2019","0.000000","Residential"
"Higher Scenario","Nova Scotia","Other","2019","0.109000","Total End-Use"
"Higher Scenario","Nova Scotia","Other","2020","0.000000","Commercial"
"Higher Scenario","Nova Scotia","Other","2020","0.099000","Industrial"
"Higher Scenario","Nova Scotia","Other","2020","0.000000","Residential"
"Higher Scenario","Nova Scotia","Other","2020","0.099000","Total End-Use"
"Higher Scenario","Nova Scotia","Other","2021","0.000000","Commercial"
"Higher Scenario","Nova Scotia","Other","2021","0.376000","Industrial"
"Higher Scenario","Nova Scotia","Other","2021","0.000000","Residential"
"Higher Scenario","Nova Scotia","Other","2021","0.376000","Total End-Use"
"Higher Scenario","Nova Scotia","Other","2022","0.000000","Commercial"
"Higher Scenario","Nova Scotia","Other","2022","0.613000","Industrial"
"Higher Scenario","Nova Scotia","Other","2022","0.000000","Residential"
"Higher Scenario","Nova Scotia","Other","2022","0.613000","Total End-Use"
"Higher Scenario","Nova Scotia","Other","2023","0.000000","Commercial"
"Higher Scenario","Nova Scotia","Other","2023","0.692000","Industrial"
"Higher Scenario","Nova Scotia","Other","2023","0.000000","Residential"
"Higher Scenario","Nova Scotia","Other","2023","0.692000","Total End-Use"
"Higher Scenario","Nova Scotia","Other","2024","0.000000","Commercial"
"Higher Scenario","Nova Scotia","Other","2024","0.786300","Industrial"
"Higher Scenario","Nova Scotia","Other","2024","0.000000","Residential"
"Higher Scenario","Nova Scotia","Other","2024","0.786300","Total End-Use"
"Higher Scenario","Nova Scotia","Other","2025","0.000000","Commercial"
"Higher Scenario","Nova Scotia","Other","2025","0.772700","Industrial"
"Higher Scenario","Nova Scotia","Other","2025","0.000000","Residential"
"Higher Scenario","Nova Scotia","Other","2025","0.772700","Total End-Use"
"Higher Scenario","Nova Scotia","Other","2026","0.000000","Commercial"
"Higher Scenario","Nova Scotia","Other","2026","0.749400","Industrial"
"Higher Scenario","Nova Scotia","Other","2026","0.000000","Residential"
"Higher Scenario","Nova Scotia","Other","2026","0.749400","Total End-Use"
"Higher Scenario","Nova Scotia","Other","2027","0.000000","Commercial"
"Higher Scenario","Nova Scotia","Other","2027","0.815000","Industrial"
"Higher Scenario","Nova Scotia","Other","2027","0.000000","Residential"
"Higher Scenario","Nova Scotia","Other","2027","0.815000","Total End-Use"
"Higher Scenario","Nova Scotia","Other","2028","0.000000","Commercial"
"Higher Scenario","Nova Scotia","Other","2028","0.793800","Industrial"
"Higher Scenario","Nova Scotia","Other","2028","0.000000","Residential"
"Higher Scenario","Nova Scotia","Other","2028","0.793800","Total End-Use"
"Higher Scenario","Nova Scotia","Other","2029","0.000000","Commercial"
"Higher Scenario","Nova Scotia","Other","2029","0.741000","Industrial"
"Higher Scenario","Nova Scotia","Other","2029","0.000000","Residential"
"Higher Scenario","Nova Scotia","Other","2029","0.741000","Total End-Use"
"Higher Scenario","Nova Scotia","Other","2030","0.000000","Commercial"
"Higher Scenario","Nova Scotia","Other","2030","0.691600","Industrial"
"Higher Scenario","Nova Scotia","Other","2030","0.000000","Residential"
"Higher Scenario","Nova Scotia","Other","2030","0.691600","Total End-Use"
"Higher Scenario","Nova Scotia","Other","2031","0.000000","Commercial"
"Higher Scenario","Nova Scotia","Other","2031","0.660400","Industrial"
"Higher Scenario","Nova Scotia","Other","2031","0.000000","Residential"
"Higher Scenario","Nova Scotia","Other","2031","0.660400","Total End-Use"
"Higher Scenario","Nova Scotia","Other","2032","0.000000","Commercial"
"Higher Scenario","Nova Scotia","Other","2032","0.723200","Industrial"
"Higher Scenario","Nova Scotia","Other","2032","0.000000","Residential"
"Higher Scenario","Nova Scotia","Other","2032","0.723200","Total End-Use"
"Higher Scenario","Nova Scotia","Other","2033","0.000000","Commercial"
"Higher Scenario","Nova Scotia","Other","2033","0.714700","Industrial"
"Higher Scenario","Nova Scotia","Other","2033","0.000000","Residential"
"Higher Scenario","Nova Scotia","Other","2033","0.714700","Total End-Use"
"Higher Scenario","Nova Scotia","Other","2034","0.000000","Commercial"
"Higher Scenario","Nova Scotia","Other","2034","0.704600","Industrial"
"Higher Scenario","Nova Scotia","Other","2034","0.000000","Residential"
"Higher Scenario","Nova Scotia","Other","2034","0.704600","Total End-Use"
"Higher Scenario","Nova Scotia","Other","2035","0.000000","Commercial"
"Higher Scenario","Nova Scotia","Other","2035","0.691400","Industrial"
"Higher Scenario","Nova Scotia","Other","2035","0.000000","Residential"
"Higher Scenario","Nova Scotia","Other","2035","0.691400","Total End-Use"
"Higher Scenario","Nova Scotia","Other","2036","0.000000","Commercial"
"Higher Scenario","Nova Scotia","Other","2036","0.680000","Industrial"
"Higher Scenario","Nova Scotia","Other","2036","0.000000","Residential"
"Higher Scenario","Nova Scotia","Other","2036","0.680000","Total End-Use"
"Higher Scenario","Nova Scotia","Other","2037","0.000000","Commercial"
"Higher Scenario","Nova Scotia","Other","2037","0.683000","Industrial"
"Higher Scenario","Nova Scotia","Other","2037","0.000000","Residential"
"Higher Scenario","Nova Scotia","Other","2037","0.683000","Total End-Use"
"Higher Scenario","Nova Scotia","Other","2038","0.000000","Commercial"
"Higher Scenario","Nova Scotia","Other","2038","0.685400","Industrial"
"Higher Scenario","Nova Scotia","Other","2038","0.000000","Residential"
"Higher Scenario","Nova Scotia","Other","2038","0.685400","Total End-Use"
"Higher Scenario","Nova Scotia","Other","2039","0.000000","Commercial"
"Higher Scenario","Nova Scotia","Other","2039","0.686900","Industrial"
"Higher Scenario","Nova Scotia","Other","2039","0.000000","Residential"
"Higher Scenario","Nova Scotia","Other","2039","0.686900","Total End-Use"
"Higher Scenario","Nova Scotia","Other","2040","0.000000","Commercial"
"Higher Scenario","Nova Scotia","Other","2040","0.688900","Industrial"
"Higher Scenario","Nova Scotia","Other","2040","0.000000","Residential"
"Higher Scenario","Nova Scotia","Other","2040","0.688900","Total End-Use"
"Higher Scenario","Nova Scotia","Other","2041","0.000000","Commercial"
"Higher Scenario","Nova Scotia","Other","2041","0.691800","Industrial"
"Higher Scenario","Nova Scotia","Other","2041","0.000000","Residential"
"Higher Scenario","Nova Scotia","Other","2041","0.691800","Total End-Use"
"Higher Scenario","Nova Scotia","Other","2042","0.000000","Commercial"
"Higher Scenario","Nova Scotia","Other","2042","0.695500","Industrial"
"Higher Scenario","Nova Scotia","Other","2042","0.000000","Residential"
"Higher Scenario","Nova Scotia","Other","2042","0.695500","Total End-Use"
"Higher Scenario","Nova Scotia","Other","2043","0.000000","Commercial"
"Higher Scenario","Nova Scotia","Other","2043","0.700000","Industrial"
"Higher Scenario","Nova Scotia","Other","2043","0.000000","Residential"
"Higher Scenario","Nova Scotia","Other","2043","0.700000","Total End-Use"
"Higher Scenario","Nova Scotia","Other","2044","0.000000","Commercial"
"Higher Scenario","Nova Scotia","Other","2044","0.705200","Industrial"
"Higher Scenario","Nova Scotia","Other","2044","0.000000","Residential"
"Higher Scenario","Nova Scotia","Other","2044","0.705200","Total End-Use"
"Higher Scenario","Nova Scotia","Other","2045","0.000000","Commercial"
"Higher Scenario","Nova Scotia","Other","2045","0.723400","Industrial"
"Higher Scenario","Nova Scotia","Other","2045","0.000000","Residential"
"Higher Scenario","Nova Scotia","Other","2045","0.723400","Total End-Use"
"Higher Scenario","Nova Scotia","Other","2046","0.000000","Commercial"
"Higher Scenario","Nova Scotia","Other","2046","0.742400","Industrial"
"Higher Scenario","Nova Scotia","Other","2046","0.000000","Residential"
"Higher Scenario","Nova Scotia","Other","2046","0.742400","Total End-Use"
"Higher Scenario","Nova Scotia","Other","2047","0.000000","Commercial"
"Higher Scenario","Nova Scotia","Other","2047","0.731600","Industrial"
"Higher Scenario","Nova Scotia","Other","2047","0.000000","Residential"
"Higher Scenario","Nova Scotia","Other","2047","0.731600","Total End-Use"
"Higher Scenario","Nova Scotia","Other","2048","0.000000","Commercial"
"Higher Scenario","Nova Scotia","Other","2048","0.740100","Industrial"
"Higher Scenario","Nova Scotia","Other","2048","0.000000","Residential"
"Higher Scenario","Nova Scotia","Other","2048","0.740100","Total End-Use"
"Higher Scenario","Nova Scotia","Other","2049","0.000000","Commercial"
"Higher Scenario","Nova Scotia","Other","2049","0.750300","Industrial"
"Higher Scenario","Nova Scotia","Other","2049","0.000000","Residential"
"Higher Scenario","Nova Scotia","Other","2049","0.750300","Total End-Use"
"Higher Scenario","Nova Scotia","Other","2050","0.000000","Commercial"
"Higher Scenario","Nova Scotia","Other","2050","0.762700","Industrial"
"Higher Scenario","Nova Scotia","Other","2050","0.000000","Residential"
"Higher Scenario","Nova Scotia","Other","2050","0.762700","Total End-Use"
"Higher Scenario","Nova Scotia","RPP","2005","16.044200","Commercial"
"Higher Scenario","Nova Scotia","RPP","2005","40.061700","Industrial"
"Higher Scenario","Nova Scotia","RPP","2005","17.656000","Residential"
"Higher Scenario","Nova Scotia","RPP","2005","158.055500","Total End-Use"
"Higher Scenario","Nova Scotia","RPP","2006","12.773300","Commercial"
"Higher Scenario","Nova Scotia","RPP","2006","37.590700","Industrial"
"Higher Scenario","Nova Scotia","RPP","2006","18.717100","Residential"
"Higher Scenario","Nova Scotia","RPP","2006","151.073200","Total End-Use"
"Higher Scenario","Nova Scotia","RPP","2007","13.975100","Commercial"
"Higher Scenario","Nova Scotia","RPP","2007","35.668700","Industrial"
"Higher Scenario","Nova Scotia","RPP","2007","22.128100","Residential"
"Higher Scenario","Nova Scotia","RPP","2007","152.741200","Total End-Use"
"Higher Scenario","Nova Scotia","RPP","2008","11.163200","Commercial"
"Higher Scenario","Nova Scotia","RPP","2008","36.565500","Industrial"
"Higher Scenario","Nova Scotia","RPP","2008","22.228100","Residential"
"Higher Scenario","Nova Scotia","RPP","2008","150.717300","Total End-Use"
"Higher Scenario","Nova Scotia","RPP","2009","10.129400","Commercial"
"Higher Scenario","Nova Scotia","RPP","2009","34.304500","Industrial"
"Higher Scenario","Nova Scotia","RPP","2009","22.495200","Residential"
"Higher Scenario","Nova Scotia","RPP","2009","144.656600","Total End-Use"
"Higher Scenario","Nova Scotia","RPP","2010","8.032900","Commercial"
"Higher Scenario","Nova Scotia","RPP","2010","34.598600","Industrial"
"Higher Scenario","Nova Scotia","RPP","2010","22.601100","Residential"
"Higher Scenario","Nova Scotia","RPP","2010","143.807200","Total End-Use"
"Higher Scenario","Nova Scotia","RPP","2011","9.720200","Commercial"
"Higher Scenario","Nova Scotia","RPP","2011","32.976600","Industrial"
"Higher Scenario","Nova Scotia","RPP","2011","25.601000","Residential"
"Higher Scenario","Nova Scotia","RPP","2011","153.521100","Total End-Use"
"Higher Scenario","Nova Scotia","RPP","2012","8.385800","Commercial"
"Higher Scenario","Nova Scotia","RPP","2012","33.153300","Industrial"
"Higher Scenario","Nova Scotia","RPP","2012","22.113900","Residential"
"Higher Scenario","Nova Scotia","RPP","2012","145.192300","Total End-Use"
"Higher Scenario","Nova Scotia","RPP","2013","8.922400","Commercial"
"Higher Scenario","Nova Scotia","RPP","2013","33.045700","Industrial"
"Higher Scenario","Nova Scotia","RPP","2013","19.312100","Residential"
"Higher Scenario","Nova Scotia","RPP","2013","135.839100","Total End-Use"
"Higher Scenario","Nova Scotia","RPP","2014","5.187400","Commercial"
"Higher Scenario","Nova Scotia","RPP","2014","12.085500","Industrial"
"Higher Scenario","Nova Scotia","RPP","2014","17.405100","Residential"
"Higher Scenario","Nova Scotia","RPP","2014","104.928100","Total End-Use"
"Higher Scenario","Nova Scotia","RPP","2015","6.826400","Commercial"
"Higher Scenario","Nova Scotia","RPP","2015","10.704000","Industrial"
"Higher Scenario","Nova Scotia","RPP","2015","17.589000","Residential"
"Higher Scenario","Nova Scotia","RPP","2015","113.131400","Total End-Use"
"Higher Scenario","Nova Scotia","RPP","2016","4.141400","Commercial"
"Higher Scenario","Nova Scotia","RPP","2016","10.180900","Industrial"
"Higher Scenario","Nova Scotia","RPP","2016","14.319000","Residential"
"Higher Scenario","Nova Scotia","RPP","2016","105.975800","Total End-Use"
"Higher Scenario","Nova Scotia","RPP","2017","3.591400","Commercial"
"Higher Scenario","Nova Scotia","RPP","2017","10.198200","Industrial"
"Higher Scenario","Nova Scotia","RPP","2017","14.842000","Residential"
"Higher Scenario","Nova Scotia","RPP","2017","110.688700","Total End-Use"
"Higher Scenario","Nova Scotia","RPP","2018","3.818600","Commercial"
"Higher Scenario","Nova Scotia","RPP","2018","10.037000","Industrial"
"Higher Scenario","Nova Scotia","RPP","2018","16.602100","Residential"
"Higher Scenario","Nova Scotia","RPP","2018","115.967900","Total End-Use"
"Higher Scenario","Nova Scotia","RPP","2019","4.003000","Commercial"
"Higher Scenario","Nova Scotia","RPP","2019","8.442900","Industrial"
"Higher Scenario","Nova Scotia","RPP","2019","16.736900","Residential"
"Higher Scenario","Nova Scotia","RPP","2019","115.683300","Total End-Use"
"Higher Scenario","Nova Scotia","RPP","2020","3.060000","Commercial"
"Higher Scenario","Nova Scotia","RPP","2020","10.278400","Industrial"
"Higher Scenario","Nova Scotia","RPP","2020","15.753100","Residential"
"Higher Scenario","Nova Scotia","RPP","2020","100.872600","Total End-Use"
"Higher Scenario","Nova Scotia","RPP","2021","3.016300","Commercial"
"Higher Scenario","Nova Scotia","RPP","2021","11.038000","Industrial"
"Higher Scenario","Nova Scotia","RPP","2021","14.387100","Residential"
"Higher Scenario","Nova Scotia","RPP","2021","105.988600","Total End-Use"
"Higher Scenario","Nova Scotia","RPP","2022","3.478500","Commercial"
"Higher Scenario","Nova Scotia","RPP","2022","11.192700","Industrial"
"Higher Scenario","Nova Scotia","RPP","2022","15.004100","Residential"
"Higher Scenario","Nova Scotia","RPP","2022","111.587900","Total End-Use"
"Higher Scenario","Nova Scotia","RPP","2023","3.161700","Commercial"
"Higher Scenario","Nova Scotia","RPP","2023","11.011800","Industrial"
"Higher Scenario","Nova Scotia","RPP","2023","12.352000","Residential"
"Higher Scenario","Nova Scotia","RPP","2023","109.131500","Total End-Use"
"Higher Scenario","Nova Scotia","RPP","2024","3.027500","Commercial"
"Higher Scenario","Nova Scotia","RPP","2024","10.884100","Industrial"
"Higher Scenario","Nova Scotia","RPP","2024","12.002200","Residential"
"Higher Scenario","Nova Scotia","RPP","2024","107.315200","Total End-Use"
"Higher Scenario","Nova Scotia","RPP","2025","3.020400","Commercial"
"Higher Scenario","Nova Scotia","RPP","2025","10.657200","Industrial"
"Higher Scenario","Nova Scotia","RPP","2025","11.784100","Residential"
"Higher Scenario","Nova Scotia","RPP","2025","104.926200","Total End-Use"
"Higher Scenario","Nova Scotia","RPP","2026","3.089100","Commercial"
"Higher Scenario","Nova Scotia","RPP","2026","10.699600","Industrial"
"Higher Scenario","Nova Scotia","RPP","2026","11.627100","Residential"
"Higher Scenario","Nova Scotia","RPP","2026","103.900800","Total End-Use"
"Higher Scenario","Nova Scotia","RPP","2027","3.093500","Commercial"
"Higher Scenario","Nova Scotia","RPP","2027","11.228200","Industrial"
"Higher Scenario","Nova Scotia","RPP","2027","11.429000","Residential"
"Higher Scenario","Nova Scotia","RPP","2027","103.661200","Total End-Use"
"Higher Scenario","Nova Scotia","RPP","2028","3.176900","Commercial"
"Higher Scenario","Nova Scotia","RPP","2028","11.084700","Industrial"
