"Scenario","Region","Variable","Year","Value","Sector"
"Canada Net-zero","Alberta","Electricity","2010","219.697200","Total End-Use"
"Canada Net-zero","Alberta","Electricity","2010","0.392000","Transportation"
"Canada Net-zero","Alberta","Electricity","2011","61.143000","Commercial"
"Canada Net-zero","Alberta","Electricity","2011","133.070800","Industrial"
"Canada Net-zero","Alberta","Electricity","2011","32.643400","Residential"
"Canada Net-zero","Alberta","Electricity","2011","227.366200","Total End-Use"
"Canada Net-zero","Alberta","Electricity","2011","0.509000","Transportation"
"Canada Net-zero","Alberta","Electricity","2012","60.782000","Commercial"
"Canada Net-zero","Alberta","Electricity","2012","139.118500","Industrial"
"Canada Net-zero","Alberta","Electricity","2012","32.972400","Residential"
"Canada Net-zero","Alberta","Electricity","2012","233.248900","Total End-Use"
"Canada Net-zero","Alberta","Electricity","2012","0.376000","Transportation"
"Canada Net-zero","Alberta","Electricity","2013","61.806100","Commercial"
"Canada Net-zero","Alberta","Electricity","2013","136.483700","Industrial"
"Canada Net-zero","Alberta","Electricity","2013","33.937200","Residential"
"Canada Net-zero","Alberta","Electricity","2013","232.610000","Total End-Use"
"Canada Net-zero","Alberta","Electricity","2013","0.383000","Transportation"
"Canada Net-zero","Alberta","Electricity","2014","61.141100","Commercial"
"Canada Net-zero","Alberta","Electricity","2014","146.605900","Industrial"
"Canada Net-zero","Alberta","Electricity","2014","35.404900","Residential"
"Canada Net-zero","Alberta","Electricity","2014","243.575900","Total End-Use"
"Canada Net-zero","Alberta","Electricity","2014","0.424000","Transportation"
"Canada Net-zero","Alberta","Electricity","2015","61.957000","Commercial"
"Canada Net-zero","Alberta","Electricity","2015","150.475100","Industrial"
"Canada Net-zero","Alberta","Electricity","2015","35.314100","Residential"
"Canada Net-zero","Alberta","Electricity","2015","248.128200","Total End-Use"
"Canada Net-zero","Alberta","Electricity","2015","0.382000","Transportation"
"Canada Net-zero","Alberta","Electricity","2016","67.060000","Commercial"
"Canada Net-zero","Alberta","Electricity","2016","146.467600","Industrial"
"Canada Net-zero","Alberta","Electricity","2016","35.389100","Residential"
"Canada Net-zero","Alberta","Electricity","2016","249.291700","Total End-Use"
"Canada Net-zero","Alberta","Electricity","2016","0.375000","Transportation"
"Canada Net-zero","Alberta","Electricity","2017","78.225300","Commercial"
"Canada Net-zero","Alberta","Electricity","2017","158.987200","Industrial"
"Canada Net-zero","Alberta","Electricity","2017","36.018400","Residential"
"Canada Net-zero","Alberta","Electricity","2017","273.660900","Total End-Use"
"Canada Net-zero","Alberta","Electricity","2017","0.430000","Transportation"
"Canada Net-zero","Alberta","Electricity","2018","70.557300","Commercial"
"Canada Net-zero","Alberta","Electricity","2018","154.781500","Industrial"
"Canada Net-zero","Alberta","Electricity","2018","36.683700","Residential"
"Canada Net-zero","Alberta","Electricity","2018","262.463300","Total End-Use"
"Canada Net-zero","Alberta","Electricity","2018","0.440800","Transportation"
"Canada Net-zero","Alberta","Electricity","2019","75.235400","Commercial"
"Canada Net-zero","Alberta","Electricity","2019","156.620500","Industrial"
"Canada Net-zero","Alberta","Electricity","2019","39.465700","Residential"
"Canada Net-zero","Alberta","Electricity","2019","271.766200","Total End-Use"
"Canada Net-zero","Alberta","Electricity","2019","0.444600","Transportation"
"Canada Net-zero","Alberta","Electricity","2020","76.278500","Commercial"
"Canada Net-zero","Alberta","Electricity","2020","153.562500","Industrial"
"Canada Net-zero","Alberta","Electricity","2020","41.551000","Residential"
"Canada Net-zero","Alberta","Electricity","2020","271.834800","Total End-Use"
"Canada Net-zero","Alberta","Electricity","2020","0.442800","Transportation"
"Canada Net-zero","Alberta","Electricity","2021","75.798200","Commercial"
"Canada Net-zero","Alberta","Electricity","2021","154.881500","Industrial"
"Canada Net-zero","Alberta","Electricity","2021","42.155600","Residential"
"Canada Net-zero","Alberta","Electricity","2021","273.325900","Total End-Use"
"Canada Net-zero","Alberta","Electricity","2021","0.490600","Transportation"
"Canada Net-zero","Alberta","Electricity","2022","76.298700","Commercial"
"Canada Net-zero","Alberta","Electricity","2022","155.896200","Industrial"
"Canada Net-zero","Alberta","Electricity","2022","42.796100","Residential"
"Canada Net-zero","Alberta","Electricity","2022","275.456300","Total End-Use"
"Canada Net-zero","Alberta","Electricity","2022","0.465300","Transportation"
"Canada Net-zero","Alberta","Electricity","2023","73.453200","Commercial"
"Canada Net-zero","Alberta","Electricity","2023","157.538100","Industrial"
"Canada Net-zero","Alberta","Electricity","2023","43.114600","Residential"
"Canada Net-zero","Alberta","Electricity","2023","274.696600","Total End-Use"
"Canada Net-zero","Alberta","Electricity","2023","0.590700","Transportation"
"Canada Net-zero","Alberta","Electricity","2024","73.715800","Commercial"
"Canada Net-zero","Alberta","Electricity","2024","158.647100","Industrial"
"Canada Net-zero","Alberta","Electricity","2024","44.907200","Residential"
"Canada Net-zero","Alberta","Electricity","2024","278.255800","Total End-Use"
"Canada Net-zero","Alberta","Electricity","2024","0.985700","Transportation"
"Canada Net-zero","Alberta","Electricity","2025","73.646100","Commercial"
"Canada Net-zero","Alberta","Electricity","2025","158.053800","Industrial"
"Canada Net-zero","Alberta","Electricity","2025","45.299300","Residential"
"Canada Net-zero","Alberta","Electricity","2025","278.960600","Total End-Use"
"Canada Net-zero","Alberta","Electricity","2025","1.961400","Transportation"
"Canada Net-zero","Alberta","Electricity","2026","73.476300","Commercial"
"Canada Net-zero","Alberta","Electricity","2026","158.414100","Industrial"
"Canada Net-zero","Alberta","Electricity","2026","45.432400","Residential"
"Canada Net-zero","Alberta","Electricity","2026","281.050100","Total End-Use"
"Canada Net-zero","Alberta","Electricity","2026","3.727300","Transportation"
"Canada Net-zero","Alberta","Electricity","2027","73.123500","Commercial"
"Canada Net-zero","Alberta","Electricity","2027","160.047100","Industrial"
"Canada Net-zero","Alberta","Electricity","2027","45.620400","Residential"
"Canada Net-zero","Alberta","Electricity","2027","284.330400","Total End-Use"
"Canada Net-zero","Alberta","Electricity","2027","5.539400","Transportation"
"Canada Net-zero","Alberta","Electricity","2028","72.759200","Commercial"
"Canada Net-zero","Alberta","Electricity","2028","163.474200","Industrial"
"Canada Net-zero","Alberta","Electricity","2028","45.933100","Residential"
"Canada Net-zero","Alberta","Electricity","2028","290.153200","Total End-Use"
"Canada Net-zero","Alberta","Electricity","2028","7.986700","Transportation"
"Canada Net-zero","Alberta","Electricity","2029","74.954300","Commercial"
"Canada Net-zero","Alberta","Electricity","2029","165.527000","Industrial"
"Canada Net-zero","Alberta","Electricity","2029","46.236100","Residential"
"Canada Net-zero","Alberta","Electricity","2029","297.841000","Total End-Use"
"Canada Net-zero","Alberta","Electricity","2029","11.123600","Transportation"
"Canada Net-zero","Alberta","Electricity","2030","84.879100","Commercial"
"Canada Net-zero","Alberta","Electricity","2030","167.037600","Industrial"
"Canada Net-zero","Alberta","Electricity","2030","47.025300","Residential"
"Canada Net-zero","Alberta","Electricity","2030","314.765700","Total End-Use"
"Canada Net-zero","Alberta","Electricity","2030","15.823700","Transportation"
"Canada Net-zero","Alberta","Electricity","2031","86.735700","Commercial"
"Canada Net-zero","Alberta","Electricity","2031","172.931400","Industrial"
"Canada Net-zero","Alberta","Electricity","2031","48.282200","Residential"
"Canada Net-zero","Alberta","Electricity","2031","329.107100","Total End-Use"
"Canada Net-zero","Alberta","Electricity","2031","21.157800","Transportation"
"Canada Net-zero","Alberta","Electricity","2032","89.260100","Commercial"
"Canada Net-zero","Alberta","Electricity","2032","177.295500","Industrial"
"Canada Net-zero","Alberta","Electricity","2032","49.954800","Residential"
"Canada Net-zero","Alberta","Electricity","2032","343.619700","Total End-Use"
"Canada Net-zero","Alberta","Electricity","2032","27.109300","Transportation"
"Canada Net-zero","Alberta","Electricity","2033","91.978900","Commercial"
"Canada Net-zero","Alberta","Electricity","2033","182.761300","Industrial"
"Canada Net-zero","Alberta","Electricity","2033","52.020400","Residential"
"Canada Net-zero","Alberta","Electricity","2033","360.028500","Total End-Use"
"Canada Net-zero","Alberta","Electricity","2033","33.267900","Transportation"
"Canada Net-zero","Alberta","Electricity","2034","95.140500","Commercial"
"Canada Net-zero","Alberta","Electricity","2034","188.903000","Industrial"
"Canada Net-zero","Alberta","Electricity","2034","54.508400","Residential"
"Canada Net-zero","Alberta","Electricity","2034","378.611300","Total End-Use"
"Canada Net-zero","Alberta","Electricity","2034","40.059400","Transportation"
"Canada Net-zero","Alberta","Electricity","2035","98.633800","Commercial"
"Canada Net-zero","Alberta","Electricity","2035","194.448700","Industrial"
"Canada Net-zero","Alberta","Electricity","2035","57.275700","Residential"
"Canada Net-zero","Alberta","Electricity","2035","397.283900","Total End-Use"
"Canada Net-zero","Alberta","Electricity","2035","46.925700","Transportation"
"Canada Net-zero","Alberta","Electricity","2036","102.662700","Commercial"
"Canada Net-zero","Alberta","Electricity","2036","203.688900","Industrial"
"Canada Net-zero","Alberta","Electricity","2036","60.248400","Residential"
"Canada Net-zero","Alberta","Electricity","2036","420.686100","Total End-Use"
"Canada Net-zero","Alberta","Electricity","2036","54.086100","Transportation"
"Canada Net-zero","Alberta","Electricity","2037","106.887600","Commercial"
"Canada Net-zero","Alberta","Electricity","2037","214.088500","Industrial"
"Canada Net-zero","Alberta","Electricity","2037","63.245700","Residential"
"Canada Net-zero","Alberta","Electricity","2037","445.651900","Total End-Use"
"Canada Net-zero","Alberta","Electricity","2037","61.430100","Transportation"
"Canada Net-zero","Alberta","Electricity","2038","111.252700","Commercial"
"Canada Net-zero","Alberta","Electricity","2038","220.657700","Industrial"
"Canada Net-zero","Alberta","Electricity","2038","66.151300","Residential"
"Canada Net-zero","Alberta","Electricity","2038","466.711400","Total End-Use"
"Canada Net-zero","Alberta","Electricity","2038","68.649700","Transportation"
"Canada Net-zero","Alberta","Electricity","2039","115.818400","Commercial"
"Canada Net-zero","Alberta","Electricity","2039","225.626500","Industrial"
"Canada Net-zero","Alberta","Electricity","2039","68.958500","Residential"
"Canada Net-zero","Alberta","Electricity","2039","486.114000","Total End-Use"
"Canada Net-zero","Alberta","Electricity","2039","75.710600","Transportation"
"Canada Net-zero","Alberta","Electricity","2040","120.765000","Commercial"
"Canada Net-zero","Alberta","Electricity","2040","230.328600","Industrial"
"Canada Net-zero","Alberta","Electricity","2040","71.612700","Residential"
"Canada Net-zero","Alberta","Electricity","2040","505.822900","Total End-Use"
"Canada Net-zero","Alberta","Electricity","2040","83.116600","Transportation"
"Canada Net-zero","Alberta","Electricity","2041","125.358700","Commercial"
"Canada Net-zero","Alberta","Electricity","2041","238.718700","Industrial"
"Canada Net-zero","Alberta","Electricity","2041","73.978600","Residential"
"Canada Net-zero","Alberta","Electricity","2041","527.902400","Total End-Use"
"Canada Net-zero","Alberta","Electricity","2041","89.846400","Transportation"
"Canada Net-zero","Alberta","Electricity","2042","130.072100","Commercial"
"Canada Net-zero","Alberta","Electricity","2042","247.196800","Industrial"
"Canada Net-zero","Alberta","Electricity","2042","76.164100","Residential"
"Canada Net-zero","Alberta","Electricity","2042","549.770700","Total End-Use"
"Canada Net-zero","Alberta","Electricity","2042","96.337700","Transportation"
"Canada Net-zero","Alberta","Electricity","2043","134.777000","Commercial"
"Canada Net-zero","Alberta","Electricity","2043","256.267100","Industrial"
"Canada Net-zero","Alberta","Electricity","2043","78.160900","Residential"
"Canada Net-zero","Alberta","Electricity","2043","571.655700","Total End-Use"
"Canada Net-zero","Alberta","Electricity","2043","102.450700","Transportation"
"Canada Net-zero","Alberta","Electricity","2044","139.480700","Commercial"
"Canada Net-zero","Alberta","Electricity","2044","265.948500","Industrial"
"Canada Net-zero","Alberta","Electricity","2044","79.984900","Residential"
"Canada Net-zero","Alberta","Electricity","2044","594.025300","Total End-Use"
"Canada Net-zero","Alberta","Electricity","2044","108.611200","Transportation"
"Canada Net-zero","Alberta","Electricity","2045","144.346500","Commercial"
"Canada Net-zero","Alberta","Electricity","2045","276.419700","Industrial"
"Canada Net-zero","Alberta","Electricity","2045","81.701000","Residential"
"Canada Net-zero","Alberta","Electricity","2045","616.850400","Total End-Use"
"Canada Net-zero","Alberta","Electricity","2045","114.383200","Transportation"
"Canada Net-zero","Alberta","Electricity","2046","149.424200","Commercial"
"Canada Net-zero","Alberta","Electricity","2046","288.506600","Industrial"
"Canada Net-zero","Alberta","Electricity","2046","83.395300","Residential"
"Canada Net-zero","Alberta","Electricity","2046","641.385200","Total End-Use"
"Canada Net-zero","Alberta","Electricity","2046","120.059100","Transportation"
"Canada Net-zero","Alberta","Electricity","2047","154.562000","Commercial"
"Canada Net-zero","Alberta","Electricity","2047","301.913600","Industrial"
"Canada Net-zero","Alberta","Electricity","2047","84.985600","Residential"
"Canada Net-zero","Alberta","Electricity","2047","666.940500","Total End-Use"
"Canada Net-zero","Alberta","Electricity","2047","125.479300","Transportation"
"Canada Net-zero","Alberta","Electricity","2048","159.869800","Commercial"
"Canada Net-zero","Alberta","Electricity","2048","317.020600","Industrial"
"Canada Net-zero","Alberta","Electricity","2048","86.518700","Residential"
"Canada Net-zero","Alberta","Electricity","2048","694.174300","Total End-Use"
"Canada Net-zero","Alberta","Electricity","2048","130.765200","Transportation"
"Canada Net-zero","Alberta","Electricity","2049","165.372200","Commercial"
"Canada Net-zero","Alberta","Electricity","2049","333.413500","Industrial"
"Canada Net-zero","Alberta","Electricity","2049","87.977800","Residential"
"Canada Net-zero","Alberta","Electricity","2049","722.602500","Total End-Use"
"Canada Net-zero","Alberta","Electricity","2049","135.839000","Transportation"
"Canada Net-zero","Alberta","Electricity","2050","170.851300","Commercial"
"Canada Net-zero","Alberta","Electricity","2050","349.672800","Industrial"
"Canada Net-zero","Alberta","Electricity","2050","89.389000","Residential"
"Canada Net-zero","Alberta","Electricity","2050","751.317100","Total End-Use"
