REGION,TECHNOLOGY,FUEL,MODE_OF_OPERATION,YEAR,TIMESLICE,VALUE
REGION1,BATTERY_STORAGE,ELCB02,1,2040,8,195.57162382190944
REGION1,BATTERY_STORAGE,ELCB02,1,2040,10,55.47148948980183
REGION1,BATTERY_STORAGE,ELCB02,1,2040,11,52.779669984939595
REGION1,BATTERY_STORAGE,ELCB02,1,2040,17,8.5013304050677
REGION1,BATTERY_STORAGE,ELCB02,1,2040,18,63.77583027903922
REGION1,BATTERY_STORAGE,ELCB02,1,2040,19,253.4896050096799
REGION1,BATTERY_STORAGE,ELCB02,1,2040,20,119.7973158607282
REGION1,BATTERY_STORAGE,ELCB02,1,2040,21,86.33091135838619
REGION1,BATTERY_STORAGE,ELCB02,1,2040,22,91.07937841423117
REGION1,BATTERY_STORAGE,ELCB02,1,2040,23,161.9237004703506
REGION1,BATTERY_STORAGE,ELCB02,1,2040,24,200.30493474913385
REGION1,BATTERY_STORAGE,ELCB02,1,2041,1,65.76853248984648
REGION1,BATTERY_STORAGE,ELCB02,1,2041,2,12.739538031207688
REGION1,BATTERY_STORAGE,ELCB02,1,2041,6,142.5999436534279
REGION1,BATTERY_STORAGE,ELCB02,1,2041,13,103.13164146787936
REGION1,BATTERY_STORAGE,ELCB02,1,2041,17,8.608827316339612
REGION1,BATTERY_STORAGE,ELCB02,1,2041,18,64.58225756066915
REGION1,BATTERY_STORAGE,ELCB02,1,2041,19,229.7269386409172
REGION1,BATTERY_STORAGE,ELCB02,1,2041,20,187.25907774078527
REGION1,BATTERY_STORAGE,ELCB02,1,2041,21,108.73477996146404
REGION1,BATTERY_STORAGE,ELCB02,1,2041,22,159.489764326687
REGION1,BATTERY_STORAGE,ELCB02,1,2041,23,87.02871484425235
REGION1,BATTERY_STORAGE,ELCB02,1,2041,24,197.46754927427352
REGION1,BATTERY_STORAGE,ELCB02,1,2042,1,178.05111450707727
REGION1,BATTERY_STORAGE,ELCB02,1,2042,2,4.302209505178849
REGION1,BATTERY_STORAGE,ELCB02,1,2042,4,103.05536360287316
REGION1,BATTERY_STORAGE,ELCB02,1,2042,6,144.3227516972422
REGION1,BATTERY_STORAGE,ELCB02,1,2042,13,104.37761686548852
REGION1,BATTERY_STORAGE,ELCB02,1,2042,18,65.36250213835024
REGION1,BATTERY_STORAGE,ELCB02,1,2042,19,227.37141490313127
REGION1,BATTERY_STORAGE,ELCB02,1,2042,20,184.39048246532656
REGION1,BATTERY_STORAGE,ELCB02,1,2042,21,223.37020303646315
REGION1,BATTERY_STORAGE,ELCB02,1,2042,22,156.2856766569446
REGION1,BATTERY_STORAGE,ELCB02,1,2042,23,155.537691638218
REGION1,BATTERY_STORAGE,ELCB02,1,2042,24,184.1022012954782
REGION1,BATTERY_STORAGE,ELCB02,1,2043,1,180.11473101340832
REGION1,BATTERY_STORAGE,ELCB02,1,2043,2,152.96888504333833
REGION1,BATTERY_STORAGE,ELCB02,1,2043,3,111.03403950463183
REGION1,BATTERY_STORAGE,ELCB02,1,2043,4,104.24977763384167
REGION1,BATTERY_STORAGE,ELCB02,1,2043,6,145.99545570398806
REGION1,BATTERY_STORAGE,ELCB02,1,2043,13,105.58735584213808
REGION1,BATTERY_STORAGE,ELCB02,1,2043,17,8.813816015107061
REGION1,BATTERY_STORAGE,ELCB02,1,2043,19,240.9946137272342
REGION1,BATTERY_STORAGE,ELCB02,1,2043,20,254.70485566650265
REGION1,BATTERY_STORAGE,ELCB02,1,2043,21,164.16198244929248
REGION1,BATTERY_STORAGE,ELCB02,1,2043,22,169.08499014219038
REGION1,BATTERY_STORAGE,ELCB02,1,2043,23,168.3283359599182
REGION1,BATTERY_STORAGE,ELCB02,1,2043,24,207.96708138288807
REGION1,BATTERY_STORAGE,ELCB02,1,2044,1,42.39924384663666
REGION1,BATTERY_STORAGE,ELCB02,1,2044,19,251.0267633185164
REGION1,BATTERY_STORAGE,ELCB02,1,2044,20,207.06215681407704
REGION1,BATTERY_STORAGE,ELCB02,1,2044,21,173.33615413586054
REGION1,BATTERY_STORAGE,ELCB02,1,2044,22,178.31413628108405
REGION1,BATTERY_STORAGE,ELCB02,1,2044,23,249.70093828255617
REGION1,BATTERY_STORAGE,ELCB02,1,2044,24,217.6304177169987
REGION1,BATTERY_STORAGE,ELCB02,1,2045,1,34.784758934769826
REGION1,BATTERY_STORAGE,ELCB02,1,2045,3,113.53435723687711
REGION1,BATTERY_STORAGE,ELCB02,1,2045,4,106.59732410484666
REGION1,BATTERY_STORAGE,ELCB02,1,2045,7,191.8100220153485
REGION1,BATTERY_STORAGE,ELCB02,1,2045,15,18.56714142862458
REGION1,BATTERY_STORAGE,ELCB02,1,2045,17,9.012289749554927
REGION1,BATTERY_STORAGE,ELCB02,1,2045,18,67.60897813717679
REGION1,BATTERY_STORAGE,ELCB02,1,2045,19,245.754388251124
REGION1,BATTERY_STORAGE,ELCB02,1,2045,20,267.42637290594405
REGION1,BATTERY_STORAGE,ELCB02,1,2045,21,167.19160294783697
REGION1,BATTERY_STORAGE,ELCB02,1,2045,22,172.22546928809604
REGION1,BATTERY_STORAGE,ELCB02,1,2045,23,171.4517764042009
REGION1,BATTERY_STORAGE,ELCB02,1,2045,24,211.98312609976296
REGION1,BATTERY_STORAGE,ELCB02,1,2046,1,25.78175435908324
REGION1,BATTERY_STORAGE,ELCB02,1,2046,4,107.80274656006368
