REGION,TECHNOLOGY,FUEL,MODE_OF_OPERATION,YEAR,VALUE
REGION1,LNDAGRBC1C02,WTRSURBC1,37,2022,0.61
REGION1,LNDAGRBC1C02,WTRSURBC1,37,2023,0.61
REGION1,LNDAGRBC1C02,WTRSURBC1,37,2024,0.61
REGION1,LNDAGRBC1C02,WTRSURBC1,37,2025,0.61
REGION1,LNDAGRBC1C02,WTRSURBC1,37,2026,0.61
REGION1,LNDAGRBC1C02,CRPRAP,38,2021,0.049
REGION1,LNDAGRBC1C02,CRPRAP,38,2022,0.049
REGION1,LNDAGRBC1C02,CRPRAP,38,2023,0.049
REGION1,LNDAGRBC1C02,CRPRAP,38,2024,0.049
REGION1,LNDAGRBC1C02,CRPRAP,38,2025,0.049
REGION1,LNDAGRBC1C02,CRPRAP,38,2026,0.049
REGION1,LNDAGRBC1C02,WTREVTBC1,38,2021,0.17
REGION1,LNDAGRBC1C02,WTREVTBC1,38,2022,0.17
REGION1,LNDAGRBC1C02,WTREVTBC1,38,2023,0.17
REGION1,LNDAGRBC1C02,WTREVTBC1,38,2024,0.17
REGION1,LNDAGRBC1C02,WTREVTBC1,38,2025,0.17
REGION1,LNDAGRBC1C02,WTREVTBC1,38,2026,0.17
REGION1,LNDAGRBC1C02,WTRGRCBC1,38,2021,0.032
REGION1,LNDAGRBC1C02,WTRGRCBC1,38,2022,0.032
REGION1,LNDAGRBC1C02,WTRGRCBC1,38,2023,0.032
REGION1,LNDAGRBC1C02,WTRGRCBC1,38,2024,0.032
REGION1,LNDAGRBC1C02,WTRGRCBC1,38,2025,0.032
REGION1,LNDAGRBC1C02,WTRGRCBC1,38,2026,0.032
REGION1,LNDAGRBC1C02,WTRSURBC1,38,2021,0.60
REGION1,LNDAGRBC1C02,WTRSURBC1,38,2022,0.60
REGION1,LNDAGRBC1C02,WTRSURBC1,38,2023,0.60
REGION1,LNDAGRBC1C02,WTRSURBC1,38,2024,0.60
REGION1,LNDAGRBC1C02,WTRSURBC1,38,2025,0.60
REGION1,LNDAGRBC1C02,WTRSURBC1,38,2026,0.60
REGION1,LNDAGRBC1C02,CRPRAP,39,2021,0.032
REGION1,LNDAGRBC1C02,CRPRAP,39,2022,0.032
REGION1,LNDAGRBC1C02,CRPRAP,39,2023,0.032
REGION1,LNDAGRBC1C02,CRPRAP,39,2024,0.032
REGION1,LNDAGRBC1C02,CRPRAP,39,2025,0.032
REGION1,LNDAGRBC1C02,CRPRAP,39,2026,0.032
REGION1,LNDAGRBC1C02,WTREVTBC1,39,2021,0.17
REGION1,LNDAGRBC1C02,WTREVTBC1,39,2022,0.17
REGION1,LNDAGRBC1C02,WTREVTBC1,39,2023,0.17
REGION1,LNDAGRBC1C02,WTREVTBC1,39,2024,0.17
REGION1,LNDAGRBC1C02,WTREVTBC1,39,2025,0.17
REGION1,LNDAGRBC1C02,WTREVTBC1,39,2026,0.17
REGION1,LNDAGRBC1C02,WTRGRCBC1,39,2021,0.032
REGION1,LNDAGRBC1C02,WTRGRCBC1,39,2022,0.032
REGION1,LNDAGRBC1C02,WTRGRCBC1,39,2023,0.032
REGION1,LNDAGRBC1C02,WTRGRCBC1,39,2024,0.032
REGION1,LNDAGRBC1C02,WTRGRCBC1,39,2025,0.032
REGION1,LNDAGRBC1C02,WTRGRCBC1,39,2026,0.032
REGION1,LNDAGRBC1C02,WTRSURBC1,39,2021,0.60
REGION1,LNDAGRBC1C02,WTRSURBC1,39,2022,0.60
REGION1,LNDAGRBC1C02,WTRSURBC1,39,2023,0.60
REGION1,LNDAGRBC1C02,WTRSURBC1,39,2024,0.60
REGION1,LNDAGRBC1C02,WTRSURBC1,39,2025,0.60
REGION1,LNDAGRBC1C02,WTRSURBC1,39,2026,0.60
REGION1,LNDAGRBC1C02,CRPRAP,40,2021,0.017
REGION1,LNDAGRBC1C02,CRPRAP,40,2022,0.017
REGION1,LNDAGRBC1C02,CRPRAP,40,2023,0.017
REGION1,LNDAGRBC1C02,CRPRAP,40,2024,0.017
REGION1,LNDAGRBC1C02,CRPRAP,40,2025,0.017
REGION1,LNDAGRBC1C02,CRPRAP,40,2026,0.017
REGION1,LNDAGRBC1C02,WTREVTBC1,40,2021,0.16
REGION1,LNDAGRBC1C02,WTREVTBC1,40,2022,0.16
REGION1,LNDAGRBC1C02,WTREVTBC1,40,2023,0.16
REGION1,LNDAGRBC1C02,WTREVTBC1,40,2024,0.16
REGION1,LNDAGRBC1C02,WTREVTBC1,40,2025,0.16
REGION1,LNDAGRBC1C02,WTREVTBC1,40,2026,0.16
REGION1,LNDAGRBC1C02,WTRGRCBC1,40,2021,0.033
REGION1,LNDAGRBC1C02,WTRGRCBC1,40,2022,0.033
REGION1,LNDAGRBC1C02,WTRGRCBC1,40,2023,0.033
REGION1,LNDAGRBC1C02,WTRGRCBC1,40,2024,0.033
REGION1,LNDAGRBC1C02,WTRGRCBC1,40,2025,0.033
REGION1,LNDAGRBC1C02,WTRGRCBC1,40,2026,0.033
REGION1,LNDAGRBC1C02,WTRSURBC1,40,2021,0.61
REGION1,LNDAGRBC1C02,WTRSURBC1,40,2022,0.61
REGION1,LNDAGRBC1C02,WTRSURBC1,40,2023,0.61
REGION1,LNDAGRBC1C02,WTRSURBC1,40,2024,0.61
REGION1,LNDAGRBC1C02,WTRSURBC1,40,2025,0.61
REGION1,LNDAGRBC1C02,WTRSURBC1,40,2026,0.61
REGION1,LNDAGRBC1C02,CRPRYE,41,2021,0.14
REGION1,LNDAGRBC1C02,CRPRYE,41,2022,0.14
REGION1,LNDAGRBC1C02,CRPRYE,41,2023,0.14
REGION1,LNDAGRBC1C02,CRPRYE,41,2024,0.14
REGION1,LNDAGRBC1C02,CRPRYE,41,2025,0.14
REGION1,LNDAGRBC1C02,CRPRYE,41,2026,0.14
REGION1,LNDAGRBC1C02,WTREVTBC1,41,2021,0.28
REGION1,LNDAGRBC1C02,WTREVTBC1,41,2022,0.28
REGION1,LNDAGRBC1C02,WTREVTBC1,41,2023,0.28
REGION1,LNDAGRBC1C02,WTREVTBC1,41,2024,0.28
REGION1,LNDAGRBC1C02,WTREVTBC1,41,2025,0.28
REGION1,LNDAGRBC1C02,WTREVTBC1,41,2026,0.28
REGION1,LNDAGRBC1C02,WTRGRCBC1,41,2021,0.029
REGION1,LNDAGRBC1C02,WTRGRCBC1,41,2022,0.029
REGION1,LNDAGRBC1C02,WTRGRCBC1,41,2023,0.029
REGION1,LNDAGRBC1C02,WTRGRCBC1,41,2024,0.029
REGION1,LNDAGRBC1C02,WTRGRCBC1,41,2025,0.029
REGION1,LNDAGRBC1C02,WTRGRCBC1,41,2026,0.029
REGION1,LNDAGRBC1C02,WTRSURBC1,41,2021,0.54
REGION1,LNDAGRBC1C02,WTRSURBC1,41,2022,0.54
REGION1,LNDAGRBC1C02,WTRSURBC1,41,2023,0.54
REGION1,LNDAGRBC1C02,WTRSURBC1,41,2024,0.54
REGION1,LNDAGRBC1C02,WTRSURBC1,41,2025,0.54
REGION1,LNDAGRBC1C02,WTRSURBC1,41,2026,0.54
REGION1,LNDAGRBC1C02,CRPRYE,42,2021,0.083
REGION1,LNDAGRBC1C02,CRPRYE,42,2022,0.083
REGION1,LNDAGRBC1C02,CRPRYE,42,2023,0.083
REGION1,LNDAGRBC1C02,CRPRYE,42,2024,0.083
REGION1,LNDAGRBC1C02,CRPRYE,42,2025,0.083
REGION1,LNDAGRBC1C02,CRPRYE,42,2026,0.083
REGION1,LNDAGRBC1C02,WTREVTBC1,42,2021,0.26
REGION1,LNDAGRBC1C02,WTREVTBC1,42,2022,0.26
REGION1,LNDAGRBC1C02,WTREVTBC1,42,2023,0.26
REGION1,LNDAGRBC1C02,WTREVTBC1,42,2024,0.26
REGION1,LNDAGRBC1C02,WTREVTBC1,42,2025,0.26
REGION1,LNDAGRBC1C02,WTREVTBC1,42,2026,0.26
REGION1,LNDAGRBC1C02,WTRGRCBC1,42,2021,0.029
REGION1,LNDAGRBC1C02,WTRGRCBC1,42,2022,0.029
REGION1,LNDAGRBC1C02,WTRGRCBC1,42,2023,0.029
REGION1,LNDAGRBC1C02,WTRGRCBC1,42,2024,0.029
REGION1,LNDAGRBC1C02,WTRGRCBC1,42,2025,0.029
REGION1,LNDAGRBC1C02,WTRGRCBC1,42,2026,0.029
REGION1,LNDAGRBC1C02,WTRSURBC1,42,2021,0.54
REGION1,LNDAGRBC1C02,WTRSURBC1,42,2022,0.54
REGION1,LNDAGRBC1C02,WTRSURBC1,42,2023,0.54
REGION1,LNDAGRBC1C02,WTRSURBC1,42,2024,0.54
REGION1,LNDAGRBC1C02,WTRSURBC1,42,2025,0.54
REGION1,LNDAGRBC1C02,WTRSURBC1,42,2026,0.54
REGION1,LNDAGRBC1C02,CRPRYE,43,2021,0.13
REGION1,LNDAGRBC1C02,CRPRYE,43,2022,0.13
REGION1,LNDAGRBC1C02,CRPRYE,43,2023,0.13
REGION1,LNDAGRBC1C02,CRPRYE,43,2024,0.13
REGION1,LNDAGRBC1C02,CRPRYE,43,2025,0.13
REGION1,LNDAGRBC1C02,CRPRYE,43,2026,0.13
REGION1,LNDAGRBC1C02,WTREVTBC1,43,2021,0.26
REGION1,LNDAGRBC1C02,WTREVTBC1,43,2022,0.26
REGION1,LNDAGRBC1C02,WTREVTBC1,43,2023,0.26
REGION1,LNDAGRBC1C02,WTREVTBC1,43,2024,0.26
REGION1,LNDAGRBC1C02,WTREVTBC1,43,2025,0.26
REGION1,LNDAGRBC1C02,WTREVTBC1,43,2026,0.26
REGION1,LNDAGRBC1C02,WTRGRCBC1,43,2021,0.028
REGION1,LNDAGRBC1C02,WTRGRCBC1,43,2022,0.028
REGION1,LNDAGRBC1C02,WTRGRCBC1,43,2023,0.028
REGION1,LNDAGRBC1C02,WTRGRCBC1,43,2024,0.028
REGION1,LNDAGRBC1C02,WTRGRCBC1,43,2025,0.028
REGION1,LNDAGRBC1C02,WTRGRCBC1,43,2026,0.028
REGION1,LNDAGRBC1C02,WTRSURBC1,43,2021,0.51
REGION1,LNDAGRBC1C02,WTRSURBC1,43,2022,0.51
REGION1,LNDAGRBC1C02,WTRSURBC1,43,2023,0.51
REGION1,LNDAGRBC1C02,WTRSURBC1,43,2024,0.51
REGION1,LNDAGRBC1C02,WTRSURBC1,43,2025,0.51
REGION1,LNDAGRBC1C02,WTRSURBC1,43,2026,0.51
REGION1,LNDAGRBC1C02,CRPRYE,44,2021,0.080
REGION1,LNDAGRBC1C02,CRPRYE,44,2022,0.080
REGION1,LNDAGRBC1C02,CRPRYE,44,2023,0.080
REGION1,LNDAGRBC1C02,CRPRYE,44,2024,0.080
REGION1,LNDAGRBC1C02,CRPRYE,44,2025,0.080
REGION1,LNDAGRBC1C02,CRPRYE,44,2026,0.080
REGION1,LNDAGRBC1C02,WTREVTBC1,44,2021,0.25
REGION1,LNDAGRBC1C02,WTREVTBC1,44,2022,0.25
REGION1,LNDAGRBC1C02,WTREVTBC1,44,2023,0.25
REGION1,LNDAGRBC1C02,WTREVTBC1,44,2024,0.25
REGION1,LNDAGRBC1C02,WTREVTBC1,44,2025,0.25
REGION1,LNDAGRBC1C02,WTREVTBC1,44,2026,0.25
REGION1,LNDAGRBC1C02,WTRGRCBC1,44,2021,0.028
REGION1,LNDAGRBC1C02,WTRGRCBC1,44,2022,0.028
REGION1,LNDAGRBC1C02,WTRGRCBC1,44,2023,0.028
REGION1,LNDAGRBC1C02,WTRGRCBC1,44,2024,0.028
REGION1,LNDAGRBC1C02,WTRGRCBC1,44,2025,0.028
REGION1,LNDAGRBC1C02,WTRGRCBC1,44,2026,0.028
REGION1,LNDAGRBC1C02,WTRSURBC1,44,2021,0.52
REGION1,LNDAGRBC1C02,WTRSURBC1,44,2022,0.52
REGION1,LNDAGRBC1C02,WTRSURBC1,44,2023,0.52
REGION1,LNDAGRBC1C02,WTRSURBC1,44,2024,0.52
REGION1,LNDAGRBC1C02,WTRSURBC1,44,2025,0.52
REGION1,LNDAGRBC1C02,WTRSURBC1,44,2026,0.52
REGION1,LNDAGRBC1C02,CRPRYE,45,2021,0.036
REGION1,LNDAGRBC1C02,CRPRYE,45,2022,0.036
REGION1,LNDAGRBC1C02,CRPRYE,45,2023,0.036
REGION1,LNDAGRBC1C02,CRPRYE,45,2024,0.036
REGION1,LNDAGRBC1C02,CRPRYE,45,2025,0.036
REGION1,LNDAGRBC1C02,CRPRYE,45,2026,0.036
REGION1,LNDAGRBC1C02,WTREVTBC1,45,2021,0.23
REGION1,LNDAGRBC1C02,WTREVTBC1,45,2022,0.23
REGION1,LNDAGRBC1C02,WTREVTBC1,45,2023,0.23
REGION1,LNDAGRBC1C02,WTREVTBC1,45,2024,0.23
REGION1,LNDAGRBC1C02,WTREVTBC1,45,2025,0.23
REGION1,LNDAGRBC1C02,WTREVTBC1,45,2026,0.23
REGION1,LNDAGRBC1C02,WTRGRCBC1,45,2021,0.029
REGION1,LNDAGRBC1C02,WTRGRCBC1,45,2022,0.029
REGION1,LNDAGRBC1C02,WTRGRCBC1,45,2023,0.029
REGION1,LNDAGRBC1C02,WTRGRCBC1,45,2024,0.029
REGION1,LNDAGRBC1C02,WTRGRCBC1,45,2025,0.029
REGION1,LNDAGRBC1C02,WTRGRCBC1,45,2026,0.029
REGION1,LNDAGRBC1C02,WTRSURBC1,45,2021,0.54
REGION1,LNDAGRBC1C02,WTRSURBC1,45,2022,0.54
REGION1,LNDAGRBC1C02,WTRSURBC1,45,2023,0.54
REGION1,LNDAGRBC1C02,WTRSURBC1,45,2024,0.54
REGION1,LNDAGRBC1C02,WTRSURBC1,45,2025,0.54
REGION1,LNDAGRBC1C02,WTRSURBC1,45,2026,0.54
REGION1,LNDAGRBC1C02,CRPWHE,46,2021,0.23
REGION1,LNDAGRBC1C02,CRPWHE,46,2022,0.23
REGION1,LNDAGRBC1C02,CRPWHE,46,2023,0.23
REGION1,LNDAGRBC1C02,CRPWHE,46,2024,0.23
REGION1,LNDAGRBC1C02,CRPWHE,46,2025,0.23
REGION1,LNDAGRBC1C02,CRPWHE,46,2026,0.23
REGION1,LNDAGRBC1C02,WTREVTBC1,46,2021,0.31
REGION1,LNDAGRBC1C02,WTREVTBC1,46,2022,0.31
REGION1,LNDAGRBC1C02,WTREVTBC1,46,2023,0.31
REGION1,LNDAGRBC1C02,WTREVTBC1,46,2024,0.31
REGION1,LNDAGRBC1C02,WTREVTBC1,46,2025,0.31
REGION1,LNDAGRBC1C02,WTREVTBC1,46,2026,0.31
REGION1,LNDAGRBC1C02,WTRGRCBC1,46,2021,0.028
REGION1,LNDAGRBC1C02,WTRGRCBC1,46,2022,0.028
REGION1,LNDAGRBC1C02,WTRGRCBC1,46,2023,0.028
REGION1,LNDAGRBC1C02,WTRGRCBC1,46,2024,0.028
REGION1,LNDAGRBC1C02,WTRGRCBC1,46,2025,0.028
REGION1,LNDAGRBC1C02,WTRGRCBC1,46,2026,0.028
REGION1,LNDAGRBC1C02,WTRSURBC1,46,2021,0.51
REGION1,LNDAGRBC1C02,WTRSURBC1,46,2022,0.51
REGION1,LNDAGRBC1C02,WTRSURBC1,46,2023,0.51
REGION1,LNDAGRBC1C02,WTRSURBC1,46,2024,0.51
REGION1,LNDAGRBC1C02,WTRSURBC1,46,2025,0.51
REGION1,LNDAGRBC1C02,WTRSURBC1,46,2026,0.51
REGION1,LNDAGRBC1C02,CRPWHE,47,2021,0.14
REGION1,LNDAGRBC1C02,CRPWHE,47,2022,0.14
REGION1,LNDAGRBC1C02,CRPWHE,47,2023,0.14
REGION1,LNDAGRBC1C02,CRPWHE,47,2024,0.14
REGION1,LNDAGRBC1C02,CRPWHE,47,2025,0.14
REGION1,LNDAGRBC1C02,CRPWHE,47,2026,0.14
REGION1,LNDAGRBC1C02,WTREVTBC1,47,2021,0.29
REGION1,LNDAGRBC1C02,WTREVTBC1,47,2022,0.29
REGION1,LNDAGRBC1C02,WTREVTBC1,47,2023,0.29
REGION1,LNDAGRBC1C02,WTREVTBC1,47,2024,0.29
REGION1,LNDAGRBC1C02,WTREVTBC1,47,2025,0.29
REGION1,LNDAGRBC1C02,WTREVTBC1,47,2026,0.29
REGION1,LNDAGRBC1C02,WTRGRCBC1,47,2021,0.028
REGION1,LNDAGRBC1C02,WTRGRCBC1,47,2022,0.028
REGION1,LNDAGRBC1C02,WTRGRCBC1,47,2023,0.028
REGION1,LNDAGRBC1C02,WTRGRCBC1,47,2024,0.028
REGION1,LNDAGRBC1C02,WTRGRCBC1,47,2025,0.028
REGION1,LNDAGRBC1C02,WTRGRCBC1,47,2026,0.028
REGION1,LNDAGRBC1C02,WTRSURBC1,47,2021,0.52
REGION1,LNDAGRBC1C02,WTRSURBC1,47,2022,0.52
REGION1,LNDAGRBC1C02,WTRSURBC1,47,2023,0.52
REGION1,LNDAGRBC1C02,WTRSURBC1,47,2024,0.52
REGION1,LNDAGRBC1C02,WTRSURBC1,47,2025,0.52
REGION1,LNDAGRBC1C02,WTRSURBC1,47,2026,0.52
REGION1,LNDAGRBC1C02,CRPWHE,48,2021,0.22
REGION1,LNDAGRBC1C02,CRPWHE,48,2022,0.22
REGION1,LNDAGRBC1C02,CRPWHE,48,2023,0.22
REGION1,LNDAGRBC1C02,CRPWHE,48,2024,0.22
REGION1,LNDAGRBC1C02,CRPWHE,48,2025,0.22
REGION1,LNDAGRBC1C02,CRPWHE,48,2026,0.22
REGION1,LNDAGRBC1C02,WTREVTBC1,48,2021,0.28
REGION1,LNDAGRBC1C02,WTREVTBC1,48,2022,0.28
REGION1,LNDAGRBC1C02,WTREVTBC1,48,2023,0.28
REGION1,LNDAGRBC1C02,WTREVTBC1,48,2024,0.28
REGION1,LNDAGRBC1C02,WTREVTBC1,48,2025,0.28
REGION1,LNDAGRBC1C02,WTREVTBC1,48,2026,0.28
REGION1,LNDAGRBC1C02,WTRGRCBC1,48,2021,0.027
REGION1,LNDAGRBC1C02,WTRGRCBC1,48,2022,0.027
REGION1,LNDAGRBC1C02,WTRGRCBC1,48,2023,0.027
REGION1,LNDAGRBC1C02,WTRGRCBC1,48,2024,0.027
REGION1,LNDAGRBC1C02,WTRGRCBC1,48,2025,0.027
REGION1,LNDAGRBC1C02,WTRGRCBC1,48,2026,0.027
REGION1,LNDAGRBC1C02,WTRSURBC1,48,2021,0.49
REGION1,LNDAGRBC1C02,WTRSURBC1,48,2022,0.49
REGION1,LNDAGRBC1C02,WTRSURBC1,48,2023,0.49
REGION1,LNDAGRBC1C02,WTRSURBC1,48,2024,0.49
REGION1,LNDAGRBC1C02,WTRSURBC1,48,2025,0.49
REGION1,LNDAGRBC1C02,WTRSURBC1,48,2026,0.49
REGION1,LNDAGRBC1C02,CRPWHE,49,2021,0.14
REGION1,LNDAGRBC1C02,CRPWHE,49,2022,0.14
REGION1,LNDAGRBC1C02,CRPWHE,49,2023,0.14
REGION1,LNDAGRBC1C02,CRPWHE,49,2024,0.14
REGION1,LNDAGRBC1C02,CRPWHE,49,2025,0.14
REGION1,LNDAGRBC1C02,CRPWHE,49,2026,0.14
REGION1,LNDAGRBC1C02,WTREVTBC1,49,2021,0.27
REGION1,LNDAGRBC1C02,WTREVTBC1,49,2022,0.27
REGION1,LNDAGRBC1C02,WTREVTBC1,49,2023,0.27
REGION1,LNDAGRBC1C02,WTREVTBC1,49,2024,0.27
REGION1,LNDAGRBC1C02,WTREVTBC1,49,2025,0.27
REGION1,LNDAGRBC1C02,WTREVTBC1,49,2026,0.27
REGION1,LNDAGRBC1C02,WTRGRCBC1,49,2021,0.027
REGION1,LNDAGRBC1C02,WTRGRCBC1,49,2022,0.027
REGION1,LNDAGRBC1C02,WTRGRCBC1,49,2023,0.027
REGION1,LNDAGRBC1C02,WTRGRCBC1,49,2024,0.027
REGION1,LNDAGRBC1C02,WTRGRCBC1,49,2025,0.027
REGION1,LNDAGRBC1C02,WTRGRCBC1,49,2026,0.027
REGION1,LNDAGRBC1C02,WTRSURBC1,49,2021,0.50
REGION1,LNDAGRBC1C02,WTRSURBC1,49,2022,0.50
REGION1,LNDAGRBC1C02,WTRSURBC1,49,2023,0.50
REGION1,LNDAGRBC1C02,WTRSURBC1,49,2024,0.50
REGION1,LNDAGRBC1C02,WTRSURBC1,49,2025,0.50
REGION1,LNDAGRBC1C02,WTRSURBC1,49,2026,0.50
REGION1,LNDAGRBC1C02,CRPWHE,50,2021,0.061
REGION1,LNDAGRBC1C02,CRPWHE,50,2022,0.061
REGION1,LNDAGRBC1C02,CRPWHE,50,2023,0.061
REGION1,LNDAGRBC1C02,CRPWHE,50,2024,0.061
REGION1,LNDAGRBC1C02,CRPWHE,50,2025,0.061
REGION1,LNDAGRBC1C02,CRPWHE,50,2026,0.061
REGION1,LNDAGRBC1C02,WTREVTBC1,50,2021,0.25
REGION1,LNDAGRBC1C02,WTREVTBC1,50,2022,0.25
REGION1,LNDAGRBC1C02,WTREVTBC1,50,2023,0.25
REGION1,LNDAGRBC1C02,WTREVTBC1,50,2024,0.25
REGION1,LNDAGRBC1C02,WTREVTBC1,50,2025,0.25
REGION1,LNDAGRBC1C02,WTREVTBC1,50,2026,0.25
REGION1,LNDAGRBC1C02,WTRGRCBC1,50,2021,0.028
REGION1,LNDAGRBC1C02,WTRGRCBC1,50,2022,0.028
REGION1,LNDAGRBC1C02,WTRGRCBC1,50,2023,0.028
REGION1,LNDAGRBC1C02,WTRGRCBC1,50,2024,0.028
REGION1,LNDAGRBC1C02,WTRGRCBC1,50,2025,0.028
REGION1,LNDAGRBC1C02,WTRGRCBC1,50,2026,0.028
REGION1,LNDAGRBC1C02,WTRSURBC1,50,2021,0.52
REGION1,LNDAGRBC1C02,WTRSURBC1,50,2022,0.52
REGION1,LNDAGRBC1C02,WTRSURBC1,50,2023,0.52
REGION1,LNDAGRBC1C02,WTRSURBC1,50,2024,0.52
REGION1,LNDAGRBC1C02,WTRSURBC1,50,2025,0.52
REGION1,LNDAGRBC1C02,WTRSURBC1,50,2026,0.52
REGION1,LNDAGRBC1C03,CRPALF,1,2021,0.13
REGION1,LNDAGRBC1C03,CRPALF,1,2022,0.13
REGION1,LNDAGRBC1C03,CRPALF,1,2023,0.13
REGION1,LNDAGRBC1C03,CRPALF,1,2024,0.13
REGION1,LNDAGRBC1C03,CRPALF,1,2025,0.13
REGION1,LNDAGRBC1C03,CRPALF,1,2026,0.13
REGION1,LNDAGRBC1C03,WTREVTBC1,1,2021,0.68
REGION1,LNDAGRBC1C03,WTREVTBC1,1,2022,0.68
REGION1,LNDAGRBC1C03,WTREVTBC1,1,2023,0.68
REGION1,LNDAGRBC1C03,WTREVTBC1,1,2024,0.68
REGION1,LNDAGRBC1C03,WTREVTBC1,1,2025,0.68
REGION1,LNDAGRBC1C03,WTREVTBC1,1,2026,0.68
REGION1,LNDAGRBC1C03,WTRGRCBC1,1,2021,0.073
REGION1,LNDAGRBC1C03,WTRGRCBC1,1,2022,0.073
REGION1,LNDAGRBC1C03,WTRGRCBC1,1,2023,0.073
REGION1,LNDAGRBC1C03,WTRGRCBC1,1,2024,0.073
REGION1,LNDAGRBC1C03,WTRGRCBC1,1,2025,0.073
REGION1,LNDAGRBC1C03,WTRGRCBC1,1,2026,0.073
REGION1,LNDAGRBC1C03,WTRSURBC1,1,2021,1.4
REGION1,LNDAGRBC1C03,WTRSURBC1,1,2022,1.4
REGION1,LNDAGRBC1C03,WTRSURBC1,1,2023,1.4
REGION1,LNDAGRBC1C03,WTRSURBC1,1,2024,1.4
REGION1,LNDAGRBC1C03,WTRSURBC1,1,2025,1.4
REGION1,LNDAGRBC1C03,WTRSURBC1,1,2026,1.4
REGION1,LNDAGRBC1C03,CRPALF,2,2021,0.085
REGION1,LNDAGRBC1C03,CRPALF,2,2022,0.085
REGION1,LNDAGRBC1C03,CRPALF,2,2023,0.085
REGION1,LNDAGRBC1C03,CRPALF,2,2024,0.085
REGION1,LNDAGRBC1C03,CRPALF,2,2025,0.085
REGION1,LNDAGRBC1C03,CRPALF,2,2026,0.085
REGION1,LNDAGRBC1C03,WTREVTBC1,2,2021,0.62
REGION1,LNDAGRBC1C03,WTREVTBC1,2,2022,0.62
REGION1,LNDAGRBC1C03,WTREVTBC1,2,2023,0.62
REGION1,LNDAGRBC1C03,WTREVTBC1,2,2024,0.62
REGION1,LNDAGRBC1C03,WTREVTBC1,2,2025,0.62
REGION1,LNDAGRBC1C03,WTREVTBC1,2,2026,0.62
REGION1,LNDAGRBC1C03,WTRGRCBC1,2,2021,0.075
REGION1,LNDAGRBC1C03,WTRGRCBC1,2,2022,0.075
REGION1,LNDAGRBC1C03,WTRGRCBC1,2,2023,0.075
REGION1,LNDAGRBC1C03,WTRGRCBC1,2,2024,0.075
REGION1,LNDAGRBC1C03,WTRGRCBC1,2,2025,0.075
REGION1,LNDAGRBC1C03,WTRGRCBC1,2,2026,0.075
REGION1,LNDAGRBC1C03,WTRSURBC1,2,2021,1.4
REGION1,LNDAGRBC1C03,WTRSURBC1,2,2022,1.4
REGION1,LNDAGRBC1C03,WTRSURBC1,2,2023,1.4
REGION1,LNDAGRBC1C03,WTRSURBC1,2,2024,1.4
REGION1,LNDAGRBC1C03,WTRSURBC1,2,2025,1.4
REGION1,LNDAGRBC1C03,WTRSURBC1,2,2026,1.4
REGION1,LNDAGRBC1C03,CRPALF,3,2021,0.12
REGION1,LNDAGRBC1C03,CRPALF,3,2022,0.12
REGION1,LNDAGRBC1C03,CRPALF,3,2023,0.12
REGION1,LNDAGRBC1C03,CRPALF,3,2024,0.12
REGION1,LNDAGRBC1C03,CRPALF,3,2025,0.12
REGION1,LNDAGRBC1C03,CRPALF,3,2026,0.12
REGION1,LNDAGRBC1C03,WTREVTBC1,3,2021,0.58
REGION1,LNDAGRBC1C03,WTREVTBC1,3,2022,0.58
REGION1,LNDAGRBC1C03,WTREVTBC1,3,2023,0.58
REGION1,LNDAGRBC1C03,WTREVTBC1,3,2024,0.58
REGION1,LNDAGRBC1C03,WTREVTBC1,3,2025,0.58
REGION1,LNDAGRBC1C03,WTREVTBC1,3,2026,0.58
REGION1,LNDAGRBC1C03,WTRGRCBC1,3,2021,0.072
REGION1,LNDAGRBC1C03,WTRGRCBC1,3,2022,0.072
REGION1,LNDAGRBC1C03,WTRGRCBC1,3,2023,0.072
REGION1,LNDAGRBC1C03,WTRGRCBC1,3,2024,0.072
REGION1,LNDAGRBC1C03,WTRGRCBC1,3,2025,0.072
REGION1,LNDAGRBC1C03,WTRGRCBC1,3,2026,0.072
REGION1,LNDAGRBC1C03,WTRSURBC1,3,2021,1.3
REGION1,LNDAGRBC1C03,WTRSURBC1,3,2022,1.3
REGION1,LNDAGRBC1C03,WTRSURBC1,3,2023,1.3
REGION1,LNDAGRBC1C03,WTRSURBC1,3,2024,1.3
REGION1,LNDAGRBC1C03,WTRSURBC1,3,2025,1.3
REGION1,LNDAGRBC1C03,WTRSURBC1,3,2026,1.3
REGION1,LNDAGRBC1C03,CRPALF,4,2021,0.081
REGION1,LNDAGRBC1C03,CRPALF,4,2022,0.081
REGION1,LNDAGRBC1C03,CRPALF,4,2023,0.081
REGION1,LNDAGRBC1C03,CRPALF,4,2024,0.081
REGION1,LNDAGRBC1C03,CRPALF,4,2025,0.081
REGION1,LNDAGRBC1C03,CRPALF,4,2026,0.081
REGION1,LNDAGRBC1C03,WTREVTBC1,4,2021,0.55
REGION1,LNDAGRBC1C03,WTREVTBC1,4,2022,0.55
REGION1,LNDAGRBC1C03,WTREVTBC1,4,2023,0.55
REGION1,LNDAGRBC1C03,WTREVTBC1,4,2024,0.55
REGION1,LNDAGRBC1C03,WTREVTBC1,4,2025,0.55
REGION1,LNDAGRBC1C03,WTREVTBC1,4,2026,0.55
REGION1,LNDAGRBC1C03,WTRGRCBC1,4,2021,0.074
