REGION,TECHNOLOGY,FUEL,MODE_OF_OPERATION,YEAR,VALUE
REGION1,LNDAGRBC1C06,CRPPEA,26,2022,0.00038
REGION1,LNDAGRBC1C06,CRPPEA,26,2023,0.00038
REGION1,LNDAGRBC1C06,CRPPEA,26,2024,0.00038
REGION1,LNDAGRBC1C06,CRPPEA,26,2025,0.00038
REGION1,LNDAGRBC1C06,CRPPEA,26,2026,0.00038
REGION1,LNDAGRBC1C06,WTREVTBC1,26,2021,0.00045
REGION1,LNDAGRBC1C06,WTREVTBC1,26,2022,0.00045
REGION1,LNDAGRBC1C06,WTREVTBC1,26,2023,0.00045
REGION1,LNDAGRBC1C06,WTREVTBC1,26,2024,0.00045
REGION1,LNDAGRBC1C06,WTREVTBC1,26,2025,0.00045
REGION1,LNDAGRBC1C06,WTREVTBC1,26,2026,0.00045
REGION1,LNDAGRBC1C06,WTRGRCBC1,26,2021,0.14
REGION1,LNDAGRBC1C06,WTRGRCBC1,26,2022,0.14
REGION1,LNDAGRBC1C06,WTRGRCBC1,26,2023,0.14
REGION1,LNDAGRBC1C06,WTRGRCBC1,26,2024,0.14
REGION1,LNDAGRBC1C06,WTRGRCBC1,26,2025,0.14
REGION1,LNDAGRBC1C06,WTRGRCBC1,26,2026,0.14
REGION1,LNDAGRBC1C06,WTRSURBC1,26,2021,2.6
REGION1,LNDAGRBC1C06,WTRSURBC1,26,2022,2.6
REGION1,LNDAGRBC1C06,WTRSURBC1,26,2023,2.6
REGION1,LNDAGRBC1C06,WTRSURBC1,26,2024,2.6
REGION1,LNDAGRBC1C06,WTRSURBC1,26,2025,2.6
REGION1,LNDAGRBC1C06,WTRSURBC1,26,2026,2.6
REGION1,LNDAGRBC1C06,CRPPEA,27,2021,0.00016
REGION1,LNDAGRBC1C06,CRPPEA,27,2022,0.00016
REGION1,LNDAGRBC1C06,CRPPEA,27,2023,0.00016
REGION1,LNDAGRBC1C06,CRPPEA,27,2024,0.00016
REGION1,LNDAGRBC1C06,CRPPEA,27,2025,0.00016
REGION1,LNDAGRBC1C06,CRPPEA,27,2026,0.00016
REGION1,LNDAGRBC1C06,WTREVTBC1,27,2021,0.00042
REGION1,LNDAGRBC1C06,WTREVTBC1,27,2022,0.00042
REGION1,LNDAGRBC1C06,WTREVTBC1,27,2023,0.00042
REGION1,LNDAGRBC1C06,WTREVTBC1,27,2024,0.00042
REGION1,LNDAGRBC1C06,WTREVTBC1,27,2025,0.00042
REGION1,LNDAGRBC1C06,WTREVTBC1,27,2026,0.00042
REGION1,LNDAGRBC1C06,WTRGRCBC1,27,2021,0.14
REGION1,LNDAGRBC1C06,WTRGRCBC1,27,2022,0.14
REGION1,LNDAGRBC1C06,WTRGRCBC1,27,2023,0.14
REGION1,LNDAGRBC1C06,WTRGRCBC1,27,2024,0.14
REGION1,LNDAGRBC1C06,WTRGRCBC1,27,2025,0.14
REGION1,LNDAGRBC1C06,WTRGRCBC1,27,2026,0.14
REGION1,LNDAGRBC1C06,WTRSURBC1,27,2021,2.6
REGION1,LNDAGRBC1C06,WTRSURBC1,27,2022,2.6
REGION1,LNDAGRBC1C06,WTRSURBC1,27,2023,2.6
REGION1,LNDAGRBC1C06,WTRSURBC1,27,2024,2.6
REGION1,LNDAGRBC1C06,WTRSURBC1,27,2025,2.6
REGION1,LNDAGRBC1C06,WTRSURBC1,27,2026,2.6
REGION1,LNDAGRBC1C06,CRPPEA,28,2021,0.00038
REGION1,LNDAGRBC1C06,CRPPEA,28,2022,0.00038
REGION1,LNDAGRBC1C06,CRPPEA,28,2023,0.00038
REGION1,LNDAGRBC1C06,CRPPEA,28,2024,0.00038
REGION1,LNDAGRBC1C06,CRPPEA,28,2025,0.00038
REGION1,LNDAGRBC1C06,CRPPEA,28,2026,0.00038
REGION1,LNDAGRBC1C06,WTREVTBC1,28,2021,0.00045
REGION1,LNDAGRBC1C06,WTREVTBC1,28,2022,0.00045
REGION1,LNDAGRBC1C06,WTREVTBC1,28,2023,0.00045
REGION1,LNDAGRBC1C06,WTREVTBC1,28,2024,0.00045
REGION1,LNDAGRBC1C06,WTREVTBC1,28,2025,0.00045
REGION1,LNDAGRBC1C06,WTREVTBC1,28,2026,0.00045
REGION1,LNDAGRBC1C06,WTRGRCBC1,28,2021,0.14
REGION1,LNDAGRBC1C06,WTRGRCBC1,28,2022,0.14
REGION1,LNDAGRBC1C06,WTRGRCBC1,28,2023,0.14
REGION1,LNDAGRBC1C06,WTRGRCBC1,28,2024,0.14
REGION1,LNDAGRBC1C06,WTRGRCBC1,28,2025,0.14
REGION1,LNDAGRBC1C06,WTRGRCBC1,28,2026,0.14
REGION1,LNDAGRBC1C06,WTRSURBC1,28,2021,2.6
REGION1,LNDAGRBC1C06,WTRSURBC1,28,2022,2.6
REGION1,LNDAGRBC1C06,WTRSURBC1,28,2023,2.6
REGION1,LNDAGRBC1C06,WTRSURBC1,28,2024,2.6
REGION1,LNDAGRBC1C06,WTRSURBC1,28,2025,2.6
REGION1,LNDAGRBC1C06,WTRSURBC1,28,2026,2.6
REGION1,LNDAGRBC1C06,CRPPEA,29,2021,0.00016
REGION1,LNDAGRBC1C06,CRPPEA,29,2022,0.00016
REGION1,LNDAGRBC1C06,CRPPEA,29,2023,0.00016
REGION1,LNDAGRBC1C06,CRPPEA,29,2024,0.00016
REGION1,LNDAGRBC1C06,CRPPEA,29,2025,0.00016
REGION1,LNDAGRBC1C06,CRPPEA,29,2026,0.00016
REGION1,LNDAGRBC1C06,WTREVTBC1,29,2021,0.00042
REGION1,LNDAGRBC1C06,WTREVTBC1,29,2022,0.00042
REGION1,LNDAGRBC1C06,WTREVTBC1,29,2023,0.00042
REGION1,LNDAGRBC1C06,WTREVTBC1,29,2024,0.00042
REGION1,LNDAGRBC1C06,WTREVTBC1,29,2025,0.00042
REGION1,LNDAGRBC1C06,WTREVTBC1,29,2026,0.00042
REGION1,LNDAGRBC1C06,WTRGRCBC1,29,2021,0.14
REGION1,LNDAGRBC1C06,WTRGRCBC1,29,2022,0.14
REGION1,LNDAGRBC1C06,WTRGRCBC1,29,2023,0.14
REGION1,LNDAGRBC1C06,WTRGRCBC1,29,2024,0.14
REGION1,LNDAGRBC1C06,WTRGRCBC1,29,2025,0.14
REGION1,LNDAGRBC1C06,WTRGRCBC1,29,2026,0.14
REGION1,LNDAGRBC1C06,WTRSURBC1,29,2021,2.6
REGION1,LNDAGRBC1C06,WTRSURBC1,29,2022,2.6
REGION1,LNDAGRBC1C06,WTRSURBC1,29,2023,2.6
REGION1,LNDAGRBC1C06,WTRSURBC1,29,2024,2.6
REGION1,LNDAGRBC1C06,WTRSURBC1,29,2025,2.6
REGION1,LNDAGRBC1C06,WTRSURBC1,29,2026,2.6
REGION1,LNDAGRBC1C06,CRPPEA,30,2021,0.000089
REGION1,LNDAGRBC1C06,CRPPEA,30,2022,0.000089
REGION1,LNDAGRBC1C06,CRPPEA,30,2023,0.000089
REGION1,LNDAGRBC1C06,CRPPEA,30,2024,0.000089
REGION1,LNDAGRBC1C06,CRPPEA,30,2025,0.000089
REGION1,LNDAGRBC1C06,CRPPEA,30,2026,0.000089
REGION1,LNDAGRBC1C06,WTREVTBC1,30,2021,0.00036
REGION1,LNDAGRBC1C06,WTREVTBC1,30,2022,0.00036
REGION1,LNDAGRBC1C06,WTREVTBC1,30,2023,0.00036
REGION1,LNDAGRBC1C06,WTREVTBC1,30,2024,0.00036
REGION1,LNDAGRBC1C06,WTREVTBC1,30,2025,0.00036
REGION1,LNDAGRBC1C06,WTREVTBC1,30,2026,0.00036
REGION1,LNDAGRBC1C06,WTRGRCBC1,30,2021,0.14
REGION1,LNDAGRBC1C06,WTRGRCBC1,30,2022,0.14
REGION1,LNDAGRBC1C06,WTRGRCBC1,30,2023,0.14
REGION1,LNDAGRBC1C06,WTRGRCBC1,30,2024,0.14
REGION1,LNDAGRBC1C06,WTRGRCBC1,30,2025,0.14
REGION1,LNDAGRBC1C06,WTRGRCBC1,30,2026,0.14
REGION1,LNDAGRBC1C06,WTRSURBC1,30,2021,2.6
REGION1,LNDAGRBC1C06,WTRSURBC1,30,2022,2.6
REGION1,LNDAGRBC1C06,WTRSURBC1,30,2023,2.6
REGION1,LNDAGRBC1C06,WTRSURBC1,30,2024,2.6
REGION1,LNDAGRBC1C06,WTRSURBC1,30,2025,2.6
REGION1,LNDAGRBC1C06,WTRSURBC1,30,2026,2.6
REGION1,LNDAGRBC1C06,CRPPTW,31,2021,0.59
REGION1,LNDAGRBC1C06,CRPPTW,31,2022,0.59
REGION1,LNDAGRBC1C06,CRPPTW,31,2023,0.59
REGION1,LNDAGRBC1C06,CRPPTW,31,2024,0.59
REGION1,LNDAGRBC1C06,CRPPTW,31,2025,0.59
REGION1,LNDAGRBC1C06,CRPPTW,31,2026,0.59
REGION1,LNDAGRBC1C06,WTREVTBC1,31,2021,0.25
REGION1,LNDAGRBC1C06,WTREVTBC1,31,2022,0.25
REGION1,LNDAGRBC1C06,WTREVTBC1,31,2023,0.25
REGION1,LNDAGRBC1C06,WTREVTBC1,31,2024,0.25
REGION1,LNDAGRBC1C06,WTREVTBC1,31,2025,0.25
REGION1,LNDAGRBC1C06,WTREVTBC1,31,2026,0.25
REGION1,LNDAGRBC1C06,WTRGRCBC1,31,2021,0.13
REGION1,LNDAGRBC1C06,WTRGRCBC1,31,2022,0.13
REGION1,LNDAGRBC1C06,WTRGRCBC1,31,2023,0.13
REGION1,LNDAGRBC1C06,WTRGRCBC1,31,2024,0.13
REGION1,LNDAGRBC1C06,WTRGRCBC1,31,2025,0.13
REGION1,LNDAGRBC1C06,WTRGRCBC1,31,2026,0.13
REGION1,LNDAGRBC1C06,WTRSURBC1,31,2021,2.3
REGION1,LNDAGRBC1C06,WTRSURBC1,31,2022,2.3
REGION1,LNDAGRBC1C06,WTRSURBC1,31,2023,2.3
REGION1,LNDAGRBC1C06,WTRSURBC1,31,2024,2.3
REGION1,LNDAGRBC1C06,WTRSURBC1,31,2025,2.3
REGION1,LNDAGRBC1C06,WTRSURBC1,31,2026,2.3
REGION1,LNDAGRBC1C06,CRPPTW,32,2021,0.38
REGION1,LNDAGRBC1C06,CRPPTW,32,2022,0.38
REGION1,LNDAGRBC1C06,CRPPTW,32,2023,0.38
REGION1,LNDAGRBC1C06,CRPPTW,32,2024,0.38
REGION1,LNDAGRBC1C06,CRPPTW,32,2025,0.38
REGION1,LNDAGRBC1C06,CRPPTW,32,2026,0.38
REGION1,LNDAGRBC1C06,WTREVTBC1,32,2021,0.23
REGION1,LNDAGRBC1C06,WTREVTBC1,32,2022,0.23
REGION1,LNDAGRBC1C06,WTREVTBC1,32,2023,0.23
REGION1,LNDAGRBC1C06,WTREVTBC1,32,2024,0.23
REGION1,LNDAGRBC1C06,WTREVTBC1,32,2025,0.23
REGION1,LNDAGRBC1C06,WTREVTBC1,32,2026,0.23
REGION1,LNDAGRBC1C06,WTRGRCBC1,32,2021,0.13
REGION1,LNDAGRBC1C06,WTRGRCBC1,32,2022,0.13
REGION1,LNDAGRBC1C06,WTRGRCBC1,32,2023,0.13
REGION1,LNDAGRBC1C06,WTRGRCBC1,32,2024,0.13
REGION1,LNDAGRBC1C06,WTRGRCBC1,32,2025,0.13
REGION1,LNDAGRBC1C06,WTRGRCBC1,32,2026,0.13
REGION1,LNDAGRBC1C06,WTRSURBC1,32,2021,2.3
REGION1,LNDAGRBC1C06,WTRSURBC1,32,2022,2.3
REGION1,LNDAGRBC1C06,WTRSURBC1,32,2023,2.3
REGION1,LNDAGRBC1C06,WTRSURBC1,32,2024,2.3
REGION1,LNDAGRBC1C06,WTRSURBC1,32,2025,2.3
REGION1,LNDAGRBC1C06,WTRSURBC1,32,2026,2.3
REGION1,LNDAGRBC1C06,CRPPTW,33,2021,0.59
REGION1,LNDAGRBC1C06,CRPPTW,33,2022,0.59
REGION1,LNDAGRBC1C06,CRPPTW,33,2023,0.59
REGION1,LNDAGRBC1C06,CRPPTW,33,2024,0.59
REGION1,LNDAGRBC1C06,CRPPTW,33,2025,0.59
REGION1,LNDAGRBC1C06,CRPPTW,33,2026,0.59
REGION1,LNDAGRBC1C06,WTREVTBC1,33,2021,0.25
REGION1,LNDAGRBC1C06,WTREVTBC1,33,2022,0.25
REGION1,LNDAGRBC1C06,WTREVTBC1,33,2023,0.25
REGION1,LNDAGRBC1C06,WTREVTBC1,33,2024,0.25
REGION1,LNDAGRBC1C06,WTREVTBC1,33,2025,0.25
REGION1,LNDAGRBC1C06,WTREVTBC1,33,2026,0.25
REGION1,LNDAGRBC1C06,WTRGRCBC1,33,2021,0.12
REGION1,LNDAGRBC1C06,WTRGRCBC1,33,2022,0.12
REGION1,LNDAGRBC1C06,WTRGRCBC1,33,2023,0.12
REGION1,LNDAGRBC1C06,WTRGRCBC1,33,2024,0.12
REGION1,LNDAGRBC1C06,WTRGRCBC1,33,2025,0.12
REGION1,LNDAGRBC1C06,WTRGRCBC1,33,2026,0.12
REGION1,LNDAGRBC1C06,WTRSURBC1,33,2021,2.3
REGION1,LNDAGRBC1C06,WTRSURBC1,33,2022,2.3
REGION1,LNDAGRBC1C06,WTRSURBC1,33,2023,2.3
REGION1,LNDAGRBC1C06,WTRSURBC1,33,2024,2.3
REGION1,LNDAGRBC1C06,WTRSURBC1,33,2025,2.3
REGION1,LNDAGRBC1C06,WTRSURBC1,33,2026,2.3
REGION1,LNDAGRBC1C06,CRPPTW,34,2021,0.38
REGION1,LNDAGRBC1C06,CRPPTW,34,2022,0.38
REGION1,LNDAGRBC1C06,CRPPTW,34,2023,0.38
REGION1,LNDAGRBC1C06,CRPPTW,34,2024,0.38
REGION1,LNDAGRBC1C06,CRPPTW,34,2025,0.38
REGION1,LNDAGRBC1C06,CRPPTW,34,2026,0.38
REGION1,LNDAGRBC1C06,WTREVTBC1,34,2021,0.23
REGION1,LNDAGRBC1C06,WTREVTBC1,34,2022,0.23
REGION1,LNDAGRBC1C06,WTREVTBC1,34,2023,0.23
REGION1,LNDAGRBC1C06,WTREVTBC1,34,2024,0.23
REGION1,LNDAGRBC1C06,WTREVTBC1,34,2025,0.23
REGION1,LNDAGRBC1C06,WTREVTBC1,34,2026,0.23
REGION1,LNDAGRBC1C06,WTRGRCBC1,34,2021,0.13
REGION1,LNDAGRBC1C06,WTRGRCBC1,34,2022,0.13
REGION1,LNDAGRBC1C06,WTRGRCBC1,34,2023,0.13
REGION1,LNDAGRBC1C06,WTRGRCBC1,34,2024,0.13
REGION1,LNDAGRBC1C06,WTRGRCBC1,34,2025,0.13
REGION1,LNDAGRBC1C06,WTRGRCBC1,34,2026,0.13
REGION1,LNDAGRBC1C06,WTRSURBC1,34,2021,2.3
REGION1,LNDAGRBC1C06,WTRSURBC1,34,2022,2.3
REGION1,LNDAGRBC1C06,WTRSURBC1,34,2023,2.3
REGION1,LNDAGRBC1C06,WTRSURBC1,34,2024,2.3
REGION1,LNDAGRBC1C06,WTRSURBC1,34,2025,2.3
REGION1,LNDAGRBC1C06,WTRSURBC1,34,2026,2.3
REGION1,LNDAGRBC1C06,CRPPTW,35,2021,0.19
REGION1,LNDAGRBC1C06,CRPPTW,35,2022,0.19
REGION1,LNDAGRBC1C06,CRPPTW,35,2023,0.19
REGION1,LNDAGRBC1C06,CRPPTW,35,2024,0.19
REGION1,LNDAGRBC1C06,CRPPTW,35,2025,0.19
REGION1,LNDAGRBC1C06,CRPPTW,35,2026,0.19
REGION1,LNDAGRBC1C06,WTREVTBC1,35,2021,0.20
REGION1,LNDAGRBC1C06,WTREVTBC1,35,2022,0.20
REGION1,LNDAGRBC1C06,WTREVTBC1,35,2023,0.20
REGION1,LNDAGRBC1C06,WTREVTBC1,35,2024,0.20
REGION1,LNDAGRBC1C06,WTREVTBC1,35,2025,0.20
REGION1,LNDAGRBC1C06,WTREVTBC1,35,2026,0.20
REGION1,LNDAGRBC1C06,WTRGRCBC1,35,2021,0.13
REGION1,LNDAGRBC1C06,WTRGRCBC1,35,2022,0.13
REGION1,LNDAGRBC1C06,WTRGRCBC1,35,2023,0.13
REGION1,LNDAGRBC1C06,WTRGRCBC1,35,2024,0.13
REGION1,LNDAGRBC1C06,WTRGRCBC1,35,2025,0.13
REGION1,LNDAGRBC1C06,WTRGRCBC1,35,2026,0.13
REGION1,LNDAGRBC1C06,WTRSURBC1,35,2021,2.4
REGION1,LNDAGRBC1C06,WTRSURBC1,35,2022,2.4
REGION1,LNDAGRBC1C06,WTRSURBC1,35,2023,2.4
REGION1,LNDAGRBC1C06,WTRSURBC1,35,2024,2.4
REGION1,LNDAGRBC1C06,WTRSURBC1,35,2025,2.4
REGION1,LNDAGRBC1C06,WTRSURBC1,35,2026,2.4
REGION1,LNDAGRBC1C06,CRPRAP,36,2021,0.28
REGION1,LNDAGRBC1C06,CRPRAP,36,2022,0.28
REGION1,LNDAGRBC1C06,CRPRAP,36,2023,0.28
REGION1,LNDAGRBC1C06,CRPRAP,36,2024,0.28
REGION1,LNDAGRBC1C06,CRPRAP,36,2025,0.28
REGION1,LNDAGRBC1C06,CRPRAP,36,2026,0.28
REGION1,LNDAGRBC1C06,WTREVTBC1,36,2021,0.32
REGION1,LNDAGRBC1C06,WTREVTBC1,36,2022,0.32
REGION1,LNDAGRBC1C06,WTREVTBC1,36,2023,0.32
REGION1,LNDAGRBC1C06,WTREVTBC1,36,2024,0.32
REGION1,LNDAGRBC1C06,WTREVTBC1,36,2025,0.32
REGION1,LNDAGRBC1C06,WTREVTBC1,36,2026,0.32
REGION1,LNDAGRBC1C06,WTRGRCBC1,36,2021,0.12
REGION1,LNDAGRBC1C06,WTRGRCBC1,36,2022,0.12
REGION1,LNDAGRBC1C06,WTRGRCBC1,36,2023,0.12
REGION1,LNDAGRBC1C06,WTRGRCBC1,36,2024,0.12
REGION1,LNDAGRBC1C06,WTRGRCBC1,36,2025,0.12
REGION1,LNDAGRBC1C06,WTRGRCBC1,36,2026,0.12
REGION1,LNDAGRBC1C06,WTRSURBC1,36,2021,2.3
REGION1,LNDAGRBC1C06,WTRSURBC1,36,2022,2.3
REGION1,LNDAGRBC1C06,WTRSURBC1,36,2023,2.3
REGION1,LNDAGRBC1C06,WTRSURBC1,36,2024,2.3
REGION1,LNDAGRBC1C06,WTRSURBC1,36,2025,2.3
REGION1,LNDAGRBC1C06,WTRSURBC1,36,2026,2.3
REGION1,LNDAGRBC1C06,CRPRAP,37,2021,0.17
REGION1,LNDAGRBC1C06,CRPRAP,37,2022,0.17
REGION1,LNDAGRBC1C06,CRPRAP,37,2023,0.17
REGION1,LNDAGRBC1C06,CRPRAP,37,2024,0.17
REGION1,LNDAGRBC1C06,CRPRAP,37,2025,0.17
REGION1,LNDAGRBC1C06,CRPRAP,37,2026,0.17
REGION1,LNDAGRBC1C06,WTREVTBC1,37,2021,0.30
REGION1,LNDAGRBC1C06,WTREVTBC1,37,2022,0.30
REGION1,LNDAGRBC1C06,WTREVTBC1,37,2023,0.30
REGION1,LNDAGRBC1C06,WTREVTBC1,37,2024,0.30
REGION1,LNDAGRBC1C06,WTREVTBC1,37,2025,0.30
REGION1,LNDAGRBC1C06,WTREVTBC1,37,2026,0.30
REGION1,LNDAGRBC1C06,WTRGRCBC1,37,2021,0.12
REGION1,LNDAGRBC1C06,WTRGRCBC1,37,2022,0.12
REGION1,LNDAGRBC1C06,WTRGRCBC1,37,2023,0.12
REGION1,LNDAGRBC1C06,WTRGRCBC1,37,2024,0.12
REGION1,LNDAGRBC1C06,WTRGRCBC1,37,2025,0.12
REGION1,LNDAGRBC1C06,WTRGRCBC1,37,2026,0.12
REGION1,LNDAGRBC1C06,WTRSURBC1,37,2021,2.3
REGION1,LNDAGRBC1C06,WTRSURBC1,37,2022,2.3
REGION1,LNDAGRBC1C06,WTRSURBC1,37,2023,2.3
REGION1,LNDAGRBC1C06,WTRSURBC1,37,2024,2.3
REGION1,LNDAGRBC1C06,WTRSURBC1,37,2025,2.3
REGION1,LNDAGRBC1C06,WTRSURBC1,37,2026,2.3
REGION1,LNDAGRBC1C06,CRPRAP,38,2021,0.28
REGION1,LNDAGRBC1C06,CRPRAP,38,2022,0.28
REGION1,LNDAGRBC1C06,CRPRAP,38,2023,0.28
REGION1,LNDAGRBC1C06,CRPRAP,38,2024,0.28
REGION1,LNDAGRBC1C06,CRPRAP,38,2025,0.28
REGION1,LNDAGRBC1C06,CRPRAP,38,2026,0.28
REGION1,LNDAGRBC1C06,WTREVTBC1,38,2021,0.32
REGION1,LNDAGRBC1C06,WTREVTBC1,38,2022,0.32
REGION1,LNDAGRBC1C06,WTREVTBC1,38,2023,0.32
REGION1,LNDAGRBC1C06,WTREVTBC1,38,2024,0.32
REGION1,LNDAGRBC1C06,WTREVTBC1,38,2025,0.32
REGION1,LNDAGRBC1C06,WTREVTBC1,38,2026,0.32
REGION1,LNDAGRBC1C06,WTRGRCBC1,38,2021,0.12
REGION1,LNDAGRBC1C06,WTRGRCBC1,38,2022,0.12
REGION1,LNDAGRBC1C06,WTRGRCBC1,38,2023,0.12
REGION1,LNDAGRBC1C06,WTRGRCBC1,38,2024,0.12
REGION1,LNDAGRBC1C06,WTRGRCBC1,38,2025,0.12
REGION1,LNDAGRBC1C06,WTRGRCBC1,38,2026,0.12
REGION1,LNDAGRBC1C06,WTRSURBC1,38,2021,2.3
REGION1,LNDAGRBC1C06,WTRSURBC1,38,2022,2.3
REGION1,LNDAGRBC1C06,WTRSURBC1,38,2023,2.3
REGION1,LNDAGRBC1C06,WTRSURBC1,38,2024,2.3
REGION1,LNDAGRBC1C06,WTRSURBC1,38,2025,2.3
REGION1,LNDAGRBC1C06,WTRSURBC1,38,2026,2.3
REGION1,LNDAGRBC1C06,CRPRAP,39,2021,0.17
REGION1,LNDAGRBC1C06,CRPRAP,39,2022,0.17
REGION1,LNDAGRBC1C06,CRPRAP,39,2023,0.17
REGION1,LNDAGRBC1C06,CRPRAP,39,2024,0.17
REGION1,LNDAGRBC1C06,CRPRAP,39,2025,0.17
REGION1,LNDAGRBC1C06,CRPRAP,39,2026,0.17
REGION1,LNDAGRBC1C06,WTREVTBC1,39,2021,0.30
REGION1,LNDAGRBC1C06,WTREVTBC1,39,2022,0.30
REGION1,LNDAGRBC1C06,WTREVTBC1,39,2023,0.30
REGION1,LNDAGRBC1C06,WTREVTBC1,39,2024,0.30
REGION1,LNDAGRBC1C06,WTREVTBC1,39,2025,0.30
REGION1,LNDAGRBC1C06,WTREVTBC1,39,2026,0.30
REGION1,LNDAGRBC1C06,WTRGRCBC1,39,2021,0.12
REGION1,LNDAGRBC1C06,WTRGRCBC1,39,2022,0.12
REGION1,LNDAGRBC1C06,WTRGRCBC1,39,2023,0.12
REGION1,LNDAGRBC1C06,WTRGRCBC1,39,2024,0.12
REGION1,LNDAGRBC1C06,WTRGRCBC1,39,2025,0.12
REGION1,LNDAGRBC1C06,WTRGRCBC1,39,2026,0.12
REGION1,LNDAGRBC1C06,WTRSURBC1,39,2021,2.3
REGION1,LNDAGRBC1C06,WTRSURBC1,39,2022,2.3
REGION1,LNDAGRBC1C06,WTRSURBC1,39,2023,2.3
REGION1,LNDAGRBC1C06,WTRSURBC1,39,2024,2.3
REGION1,LNDAGRBC1C06,WTRSURBC1,39,2025,2.3
REGION1,LNDAGRBC1C06,WTRSURBC1,39,2026,2.3
REGION1,LNDAGRBC1C06,CRPRAP,40,2021,0.076
REGION1,LNDAGRBC1C06,CRPRAP,40,2022,0.076
REGION1,LNDAGRBC1C06,CRPRAP,40,2023,0.076
REGION1,LNDAGRBC1C06,CRPRAP,40,2024,0.076
REGION1,LNDAGRBC1C06,CRPRAP,40,2025,0.076
REGION1,LNDAGRBC1C06,CRPRAP,40,2026,0.076
REGION1,LNDAGRBC1C06,WTREVTBC1,40,2021,0.26
REGION1,LNDAGRBC1C06,WTREVTBC1,40,2022,0.26
REGION1,LNDAGRBC1C06,WTREVTBC1,40,2023,0.26
REGION1,LNDAGRBC1C06,WTREVTBC1,40,2024,0.26
REGION1,LNDAGRBC1C06,WTREVTBC1,40,2025,0.26
REGION1,LNDAGRBC1C06,WTREVTBC1,40,2026,0.26
REGION1,LNDAGRBC1C06,WTRGRCBC1,40,2021,0.12
REGION1,LNDAGRBC1C06,WTRGRCBC1,40,2022,0.12
REGION1,LNDAGRBC1C06,WTRGRCBC1,40,2023,0.12
REGION1,LNDAGRBC1C06,WTRGRCBC1,40,2024,0.12
REGION1,LNDAGRBC1C06,WTRGRCBC1,40,2025,0.12
REGION1,LNDAGRBC1C06,WTRGRCBC1,40,2026,0.12
REGION1,LNDAGRBC1C06,WTRSURBC1,40,2021,2.3
REGION1,LNDAGRBC1C06,WTRSURBC1,40,2022,2.3
REGION1,LNDAGRBC1C06,WTRSURBC1,40,2023,2.3
REGION1,LNDAGRBC1C06,WTRSURBC1,40,2024,2.3
REGION1,LNDAGRBC1C06,WTRSURBC1,40,2025,2.3
REGION1,LNDAGRBC1C06,WTRSURBC1,40,2026,2.3
REGION1,LNDAGRBC1C06,CRPRYE,41,2021,0.34
REGION1,LNDAGRBC1C06,CRPRYE,41,2022,0.34
REGION1,LNDAGRBC1C06,CRPRYE,41,2023,0.34
REGION1,LNDAGRBC1C06,CRPRYE,41,2024,0.34
REGION1,LNDAGRBC1C06,CRPRYE,41,2025,0.34
REGION1,LNDAGRBC1C06,CRPRYE,41,2026,0.34
REGION1,LNDAGRBC1C06,WTREVTBC1,41,2021,0.26
REGION1,LNDAGRBC1C06,WTREVTBC1,41,2022,0.26
REGION1,LNDAGRBC1C06,WTREVTBC1,41,2023,0.26
REGION1,LNDAGRBC1C06,WTREVTBC1,41,2024,0.26
REGION1,LNDAGRBC1C06,WTREVTBC1,41,2025,0.26
REGION1,LNDAGRBC1C06,WTREVTBC1,41,2026,0.26
REGION1,LNDAGRBC1C06,WTRGRCBC1,41,2021,0.12
REGION1,LNDAGRBC1C06,WTRGRCBC1,41,2022,0.12
REGION1,LNDAGRBC1C06,WTRGRCBC1,41,2023,0.12
REGION1,LNDAGRBC1C06,WTRGRCBC1,41,2024,0.12
REGION1,LNDAGRBC1C06,WTRGRCBC1,41,2025,0.12
REGION1,LNDAGRBC1C06,WTRGRCBC1,41,2026,0.12
REGION1,LNDAGRBC1C06,WTRSURBC1,41,2021,2.3
REGION1,LNDAGRBC1C06,WTRSURBC1,41,2022,2.3
REGION1,LNDAGRBC1C06,WTRSURBC1,41,2023,2.3
REGION1,LNDAGRBC1C06,WTRSURBC1,41,2024,2.3
REGION1,LNDAGRBC1C06,WTRSURBC1,41,2025,2.3
REGION1,LNDAGRBC1C06,WTRSURBC1,41,2026,2.3
REGION1,LNDAGRBC1C06,CRPRYE,42,2021,0.21
REGION1,LNDAGRBC1C06,CRPRYE,42,2022,0.21
REGION1,LNDAGRBC1C06,CRPRYE,42,2023,0.21
REGION1,LNDAGRBC1C06,CRPRYE,42,2024,0.21
REGION1,LNDAGRBC1C06,CRPRYE,42,2025,0.21
REGION1,LNDAGRBC1C06,CRPRYE,42,2026,0.21
REGION1,LNDAGRBC1C06,WTREVTBC1,42,2021,0.24
REGION1,LNDAGRBC1C06,WTREVTBC1,42,2022,0.24
REGION1,LNDAGRBC1C06,WTREVTBC1,42,2023,0.24
REGION1,LNDAGRBC1C06,WTREVTBC1,42,2024,0.24
REGION1,LNDAGRBC1C06,WTREVTBC1,42,2025,0.24
REGION1,LNDAGRBC1C06,WTREVTBC1,42,2026,0.24
REGION1,LNDAGRBC1C06,WTRGRCBC1,42,2021,0.13
REGION1,LNDAGRBC1C06,WTRGRCBC1,42,2022,0.13
REGION1,LNDAGRBC1C06,WTRGRCBC1,42,2023,0.13
REGION1,LNDAGRBC1C06,WTRGRCBC1,42,2024,0.13
REGION1,LNDAGRBC1C06,WTRGRCBC1,42,2025,0.13
